회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
계성제지 주식회사,"Kyesung Paper Co., Ltd.",계성제지, ,윤복노,기타법인,134811-0000654,124-81-03054,경기도 오산시 오산동 637,http://www.kyesung.co.kr,,건설용 석재 채굴 및 쇄석 생산업,1966-06-28,12월
골드킹코리아,GOLDKING KOREA,골드킹코리아, ,김영관,기타법인,200111-0119888,408-81-41688,서울특별시 강남구 역삼동 702-10 아남타워 1601호,www.goldkingkorea.com,,비철금속 광업,2000-07-21,03월
골든썬 주식회사,"GOLDENSUN Co., Ltd.",골든썬, ,임기영,기타법인,110111-1198559,105-81-74446,"전라남도 영암군 삼호읍 용앙로 438 (난전리, 센스라그시멘트(주))",www.goldensun.co.kr,,비철금속 광업,1995-10-15,12월
(주) 골든오일,goldenoilcorp,골든오일, ,구희철,기타법인,110111-2962987,119-81-71701,서울특별시 강남구 삼성동 159-1 무역센터빌딩 1506호,www.goldenoilcorp.com,,원유 및 천연가스 채굴업,2004-02-27,12월
골든자원개발주식회사,GOLDEN E&P CORP.,골든자원개발, ,배동환,기타법인,110111-5107548,104-86-47897,"서울특별시 종로구 종로1길 42 (수송동, 이마빌딩) 7층", ,,원유 및 천연가스 채굴업,2013-04-08,12월
광신산업주식회사 ,"Gwangsin Co, Ltd",광신산업, ,신용필,기타법인,110111-1967037,109-81-68984,"서울특별시 강서구 양천로57길 10-11 708호 (가양동, 이스타빌2차)", ,,건설용 석재 채굴 및 쇄석 생산업,2001-02-08,12월
굳모닝쏠트(주),"Goodmorning salt, Inc.",굳모닝쏠트, ,한숙희,기타법인,144611-0004484,222-81-09274,강원도 삼척시 근덕면 장호리 290,www.goodmorningsalt.co.kt,,천일염 생산 및 암염 채취업,1998-12-10,12월
주식회사 규원,"KYU WON CO.,LTD.",규원, ,황규천,기타법인,120111-0655897,121-86-25113,"인천광역시 서구 약암로 15 (오류동, (주)선광)", ,,모래 및 자갈 채취업,2013-04-19,12월
금단공업(주),"KeumDan Industrial Ltd., Co.",금단공업, ,성현덕,기타법인,120111-0016198,121-81-11249,인천광역시 중구 항동7가 114,dongwoncorp.com,,모래 및 자갈 채취업,1984-01-18,12월
금당광산개발주식회사,"Kumdang Mining Co., Ltd",금당광산개발, ,김영희,기타법인,145011-0015705,224-81-65554,강원도 평창군 대화면 항골길 216 (개수리), ,,비철금속 광업,2014-11-07,12월
(주)금산,"GEUMSAN CO.,LTD",금산, ,윤석권,기타법인,161411-0001772,310-81-03655,충청남도 서산시 성연면 일호리2길 113, ,,건설용 석재 채굴 및 쇄석 생산업,1991-09-17,12월
금성개발주식회사,GUM SUNG DEVELOPMENT CO.LTD,금성개발, ,신현창외1,기타법인,154311-0003159,301-81-18926,"충청북도 진천군 문백면 문진로 586 (태락리, (주)금성개발)", ,,건설용 석재 채굴 및 쇄석 생산업,1993-11-23,12월
주식회사 금호개발,"kumho development ltd.,co.",금호개발, ,백창현,기타법인,201411-0002581,415-81-06087,전라남도 해남군 산이면 구성리 산 24번지, ,,모래 및 자갈 채취업,1997-11-21,12월
주식회사 금호해운,-,금호해운, ,임병화,기타법인,220111-0072131,616-81-73684,전라남도 목포시 통일대로 63 620(상동),-,,모래 및 자갈 채취업,2009-09-02,12월
남양통상주식회사,NAMYANG CORPORATION,남양통상, ,김남조,기타법인,134811-0014630,124-81-15453,경기도 화성군 남양면 무송리 3,WWW.NAMYANGTS.CO.KR,,모래 및 자갈 채취업,1990-12-21,12월
네카스알앤디,Necas r&d,네카스알앤디, ,박순하,기타법인,170111-0327975,514-81-60812,대구광역시 남구 대명4동 3036-20,www.necasrnd.com,,비철금속 광업,2007-03-15,12월
농산개발(주),NONGSAN DEVELOPMENT.COM,농산개발, ,김정욱,기타법인,110111-0545074,214-81-09273,충청남도 홍성군 갈산면 수덕사로317번길 137-42 (가곡리),무,,모래 및 자갈 채취업,1987-10-01,12월
주식회사 다도해운,"Dado Shipping Co., Ltd.",다도해운, ,임삼재,기타법인,200111-0086102,410-81-46293,"광주광역시 서구 상무중앙로 86 (치평동, 상무트윈스)", ,,모래 및 자갈 채취업,1998-05-07,12월
다성중공업 주식회사,Da Sung Heavy Industry company,다성중공업, ,최석구,기타법인,205411-0029656,232-81-04621,전라남도 영암군 삼호읍 대불산단1로 7 1층, ,,비금속광물 광업; 연료용 제외,2018-05-03,12월
담우물산(주),Damwoo Corporation,담우물산, ,한태수,기타법인,110111-1977466,214-86-59496,서울특별시 강남구 삼성2동 141 ~142, ,,석회석 및 점토 광업,2000-06-01,12월
(주)대곡산업,"Daegok Industry co., LTD",대곡산업, ,백경진,기타법인,174811-0047921,515-81-34772,경상북도 경산시 남천면 남성현로 1009-38 (하도리), ,,건설용 석재 채굴 및 쇄석 생산업,2008-04-02,12월
주식회사 대동광업,"Daedong Crushing Co., Ltd.",대동광업, ,선홍두,기타법인,184511-0001244,621-81-09165,경상남도 양산시 덕명로 57 (덕계동), ,,건설용 석재 채굴 및 쇄석 생산업,1983-08-18,12월
대봉산업주식회사,"DAEBONG Co.,Ltd",대봉산업, ,최장현,기타법인,180111-0856857,621-86-02298,경상북도 경주시 안강읍 두류길 225 두류리 797 대봉산업 주식회사, ,,건설용 석재 채굴 및 쇄석 생산업,2013-04-18,12월
(주) 대석개발,DAESEOK,대석개발, ,김지상,기타법인,160111-0085004,306-81-35992,경기도 화성시 정남면 서봉로 831,없음,,"석재, 쇄석 및 모래, 자갈 채취업",1999-08-01,12월
대성엠디아이(주),DAESUNG MINING DEVELOPMENT INC.,대성엠디아이, ,"이신행, 김일한",기타법인,110111-0197940,113-81-16087,"서울특별시 종로구 율곡로2길 7 402호 (수송동, 서머셋팰리스서울)",www.dsmd.co.kr,,석회석 및 점토 광업,1976-06-25,12월
(주)대운산업개발,Daewoon Development Company,대운산업개발, ,함경식,기타법인,211111-0039348,401-81-15059,"전라북도 군산시 나포면 왕골로 293 (서포리, 대운산업개발)",대운산업개발.avp.kr,,그 외 기타 비금속광물 광업,1999-05-01,12월
(주)대원개발,Daewon development ,대원개발, ,배연창,기타법인,175211-0027924,513-81-50932,경상북도 고령군 우곡면 우곡로 670 (월오리), ,,건설용 석재 채굴 및 쇄석 생산업,2008-11-24,12월
(주)대원씨앤엠,"Daewon Concrete & Mining Co., Ltd. ",대원씨앤엠, ,조경래,기타법인,230111-0297802,682-81-01270,울산광역시 울주군 범서읍 정지불길 166, ,,"석재, 쇄석 및 모래, 자갈 채취업",2018-08-01,12월
대일광업주식회사,"DAEIL MINING CO.,LTD",대일광업, ,김음분,기타법인,140111-0001179,221-81-01212,강원도 춘천시 동면 금옥길 228, ,,그 외 기타 비금속광물 광업,1974-02-21,12월
대일미석(주),Daeil Miseok Corp.,대일미석, ,김완주,기타법인,161411-0009502,316-81-01091,충청남도 서산시 해미면 대곡리 867-5, ,,건설용 석재 채굴 및 쇄석 생산업,2001-05-15,12월
(주)대진이엔지,DEA JUN ENG,대진이엔지, ,정경환,기타법인,194211-0031360,609-81-34043,경상남도 창원시 의창구 남산로9번길 8 (팔용동),www.sepa.co.kr,,건설용 석재 채굴 및 쇄석 생산업,1998-08-19,12월
대한광물주식회사,"Korea Minerals Co., Ltd",대한광물, ,황기철,기타법인,144511-0008313,227-81-17181,강원도 양양군 서면 장승리 산15번지, ,,철 광업,2010-12-20,12월
주식회사 대해엔지니어링,"Daihe engneering Co., ltd.",대해엔지니어링, ,강덕재,기타법인,110111-0289664,120-81-23873,경기도 성남시 분당구 궁내동 384, ,,광업 지원 서비스업,1981-02-16,12월
(주)대호시리카,daehosillica,대호시리카, ,김상노,기타법인,120111-0298100,137-81-48630,인천광역시 서구 보듬로 11 (오류동), ,,비금속광물 광업; 연료용 제외,2002-09-30,12월
(주)대홍,"DAEHONG CO., LTD.",대홍, ,고재영,기타법인,175111-0001160,510-81-03328,경상북도 성주군 초전면 주천로 1332-22 (용봉리), ,,건설용 석재 채굴 및 쇄석 생산업,1993-09-01,12월
주식회사 대흥,"Dae Heung Co.,Ltd.",대흥, ,정주헌,기타법인,161411-0015567,316-81-07057,충청남도 서산시 팔봉면 호리 621-3, ,,모래 및 자갈 채취업,2005-06-21,12월
더고이 주식회사,"Seoul Energy Resources Co., Ltd.",더고이, ,신영호,기타법인,110111-2230574,109-81-70592,서울특별시 강서구 공항대로 607 (염창동), ,,원유 및 천연가스 채굴업,2001-05-03,12월
(주)도고산업개발,Dogo Development Inc,도고산업개발, ,김혜겸,기타법인,164811-0037891,312-81-85594,충청남도 아산시 신창면 신달리 286 - 14, ,,건설용 석재 채굴 및 쇄석 생산업,2006-10-01,12월
주식회사 동남,DONGNAM COMPANY,동남, ,김성호,기타법인,120111-0168882,139-81-36033,충청남도 천안시 동남구 성남면 대흥1길 173-130 (대흥리), ,,금속 광업,1998-04-09,12월
동명산업(주),DongMyeong,동명산업, ,정경훈,기타법인,154211-0004456,302-81-09115,"충청북도 영동군 양산면 양산심천로 487-58 (죽산리, (주)동명산업)", ,,건설용 석재 채굴 및 쇄석 생산업,1999-03-29,12월
(주)동서산업,DONGSEO INDUSTRY,동서산업, ,홍순희,기타법인,140111-0024600,221-81-23313,강원도 춘천시 신동면 김유정로 830-10 (혈동리) 동서산업, ,,건설용 석재 채굴 및 쇄석 생산업,2003-06-23,12월
(주)동원리소스,Dongwon Resource Corporation,동원리소스, ,이혁배,기타법인,144911-0000337,225-81-00966,서울특별시 종로구 새문안로3길 15 동원빌딩 (당주동), ,,철 광업,1985-12-26,12월
(주)동해해운,"DONGHAEMARINE.CO.,LTD",동해해운, ,"장성호, 장성태",기타법인,171711-0123833,509-81-05030,경상북도 포항시 남구 운하로251번길 37 (송도동), ,,모래 및 자갈 채취업,2016-03-17,12월
(주)듀네스,DUNESS,듀네스, ,유영민,기타법인,110111-0562250,112-81-16065,강원도 원주시 귀래면 고청길 102-74 (귀래리) 산 48, ,,건설용 석재 채굴 및 쇄석 생산업,2005-03-18,12월
주식회사 드림산업개발,"DREAM INDUSTRY CO.,LTD.",드림산업개발, ,정혜정,기타법인,134811-0057431,124-81-81313,경기도 화성시 송산면 독지리 산 200-5, ,,건설용 석재 채굴 및 쇄석 생산업,2001-02-10,12월
(주)드림에이스,dreamace,드림에이스, ,정혜정,기타법인,110111-5113892,211-88-93989,경기도 포천시 군내면 솔밭길 3 106호(용정리), ,,"석재, 쇄석 및 모래, 자갈 채취업",2013-04-16,12월
디비아이자산운용 주식회사,"DBI Asset Management Co., Ltd.",디비아이자산운용, ,정현종,기타법인,110111-8655601,338-88-02634,"서울특별시 영등포구 국제금융로 70 (여의도동, 미원빌딩)",www.dbiasset.com/home/,,비철금속 광업,2023-06-07,12월
디에코마이닝 주식회사,"The Eco Mining Co., Ltd.",디에코마이닝, ,강형석,기타법인,110111-3718016,107-86-93236,서울특별시 강남구 역삼동 809-10 한석타워 6층,www.ecomining.co.kr,,비철금속 광업,2007-07-12,12월
(주)로고스리소시스,Logosresources Corp. ,로고스리소시스, ,제이슨리,기타법인,110111-2825565,105-86-56744,경기도 성남시 분당구 정자동 6 파크뷰오피스타워 2003,,,원유 및 천연가스 채굴업,2003-07-22,12월
(주)룩손글로벌,"Luxon Global Co.,Ltd.",룩손글로벌, ,이승엽,기타법인,110111-2238875,120-86-21564,서울특별시 강남구 역삼1동 679 -4 ING타워 24층,www.luxon.co.kr,,"석탄, 원유 및 천연가스 광업",2001-01-01,12월
(주)리버랜드,riverland,리버랜드, ,김병회,기타법인,150111-0049961,301-81-47101,충청북도 청주시 흥덕구 봉명동 197-11,www.riverland.co.kr,,비철금속 광업,2000-10-26,12월
주식회사 리빙스톤코리아,"Livingstone Korea Co,. Ltd.",리빙스톤코리아, ,박승훈,기타법인,110111-4185470,117-81-70045,"서울특별시 강남구 테헤란로25길 15-3 4층 401호(역삼동, 대원빌딩)",www.livingstonekorea.com,,비철금속 광업,2009-09-25,12월
(주)리소스뱅크,"Resource Bank Co., Ltd",리소스뱅크, ,김학수,기타법인,134211-0108434,126-86-28056,경기도 광주시 초월읍 무갑리 585-8, ,,"석탄, 원유 및 천연가스 광업",2010-01-26,12월
주식회사 마투,MATO corporation,마투, ,최재용,기타법인,110111-6655992,490-86-00944,경기도 성남시 분당구 판교역로 230 (삼평동)A동 601호, ,,비금속광물 광업; 연료용 제외,2018-10-05,12월
맥빌크리스틴초이 주식회사,"McBeal Christine Choi Co.,Ltd.",맥빌크리스틴초이, ,박정준,기타법인,110111-3360122,211-87-74796,서울특별시 성동구 성수동2가 289-10번지 제강빌딩 203호, ,,"석탄, 원유 및 천연가스 광업",2005-12-15,12월
맥스테이트 주식회사,MAXTATE,맥스테이트, ,박재진,기타법인,110111-3966433,120-87-32224,서울특별시 강남구 역삼동 708-41 두올빌딩 6층, ,,광업 지원 서비스업,2008-09-10,06월
(주)메타스크,METASK CO.LTD,메타스크, ,황유현,기타법인,124411-0201640,659-87-00666,"경기도 김포시 김포대로 998-32 (걸포동, 유진빌라) 3동 101호", ,,비철금속 광업,2017-10-13,12월
주식회사 모동석산,modong,모동석산, ,강신호,기타법인,191411-0020932,892-87-02145,"경상남도 거창군 위천면 빼재로 972 (모동리, 주식회사모동석산)", ,,"석재, 쇄석 및 모래, 자갈 채취업",2021-10-01,12월
(주)무한광업,Muhan Mining Corporation,무한광업, ,우찬구,기타법인,110111-4293083,204-86-29919,서울특별시 마포구 월드컵북로5가길 8-6 (서교동), ,,비철금속 광업,2010-02-26,12월
(주)문경신소재,mkss,문경신소재, ,김동식,기타법인,154611-0002387,304-81-08640,경상북도 문경시 산북면 종곡리 28-1,www.mkss.kr,,건설용 석재 채굴 및 쇄석 생산업,1999-03-18,12월
주식회사 문경자원,"MOONKYUNG Resources Co.,Ltd",문경자원, ,"유상현, 문덕배",기타법인,175411-0005942,511-81-12233,경상북도 문경시 호계면 선암길 190-27, ,,건설용 석재 채굴 및 쇄석 생산업,2004-01-19,12월
(주)미래,"MIRAE CO.,LTD",미래, ,"박종철, 강대완",기타법인,205511-0006462,412-81-14119,전라남도 나주시 다도면 다남로 190 (송학리), ,,건설용 석재 채굴 및 쇄석 생산업,1997-10-23,12월
민경산업(주),"Minkyung Industry Co., Ltd",민경산업, ,이대규,기타법인,110111-0202640,110-81-04433,서울특별시 중구 서소문로 101 (서소문동) 대건B/D 3F, ,,화학용 및 비료원료용 광물 광업,1972-11-07,12월
방흥산업개발(주),"BH Industrial Development Co., Ltd.",방흥산업개발, ,조담진,기타법인,161211-0019365,307-81-27535,충청남도 공주시 우성면 공수원로 281-3 (방흥리), ,,건설용 석재 채굴 및 쇄석 생산업,2008-02-25,12월
배재개발(주),baejae,배재개발, ,강희재,기타법인,191111-0064093,613-81-78230,"경상남도 진주시 충의로 20-37 303호, (충무공동,배재2빌딩)", ,,금속 광업,2014-10-22,12월
벽암마인텍(주),"Byuckam Mine & Technology Co., Ltd.",벽암마인텍, ,이상운,기타법인,110111-1251795,204-81-34377,"서울특별시 송파구 백제고분로 266 8층(삼전동, 넥스파)", ,,석회석 및 점토 광업,1996-03-19,12월
주식회사 보광기업,"Bo Kwang Industry co.,Ltd",보광기업, ,이명열,기타법인,134511-0027810,135-81-26794,경기도 용인시 처인구 모현면 오산리 17-1, ,,건설용 석재 채굴 및 쇄석 생산업,1998-04-22,12월
주식회사보령개발,"BORYOUNG DEVELOPMENT CO., LTD.",보령개발, ,박수현,기타법인,164511-0036394,675-86-02183,충청남도 보령시 웅천읍 상평길 25 (평리), ,,건설용 석재 채굴 및 쇄석 생산업,2021-02-05,12월
주식회사 보창산업,Bochang material Inc.,보창산업, ,권주필,기타법인,164511-0003121,313-81-03300,충청남도 보령시 성주면 만수로 878-123 (개화리), ,,모래 및 자갈 채취업,1996-07-02,12월
주식회사 블렛스,Bless Inc.,블렛스, ,조남현,기타법인,110111-3853565,215-87-12190,서울특별시 강남구 역삼동 770-17 엘앤제이빌 202호, ,,비철금속 광업,2008-03-04,12월
(주) 비 엠 에 스,"Buyeo Materials Sales Co.,LTD.",비엠에스, ,김기일,기타법인,164311-0012801,308-81-33461,충청남도 부여군 장암면 장암로 113-41 (원문리),www.feldmine co.kr,,그 외 기타 비금속광물 광업,2010-10-01,12월
살데비다코리아(주),Sal de Vida Korea Corporation,살데비다코리아, ,"이무영, 박영태, 천영호",기타법인,144811-0008169,222-81-26104,강원도 태백시 황지로 78, ,,비철금속 광업,2010-12-27,12월
(주)삼각,SAMGAK INDUSTRIAL,삼각, ,김심겸,기타법인,151111-0041510,303-81-63524,경상북도 경주시 양남면 외남로 665-1 (석촌리), ,,건설용 석재 채굴 및 쇄석 생산업,2011-09-28,12월
삼계개발(주),SamGye Development,삼계개발, ,이후관,기타법인,195511-0242663,525-87-01528,"경상남도 김해시 해반천로130번길 39 (삼계동, 코아루센텀오피스텔) 207호", ,,건설용 석재 채굴 및 쇄석 생산업,2020-03-09,12월
삼능산업 주식회사,SAMNUNG,삼능산업, ,이윤희,기타법인,134211-0004145,126-81-20118,경기도 광주시 퇴촌면 도수리 산 39-10, ,,건설용 석재 채굴 및 쇄석 생산업,1990-11-16,12월
(주)삼덕개발,Samduck Development,삼덕개발, ,강재훈,기타법인,191411-0005116,611-81-11820,"경상남도 거창군 웅양면 산포우랑길 570 (산포리, (주)삼덕개발)", ,,건설용 석재 채굴 및 쇄석 생산업,2004-07-06,12월
(유)삼덕산업개발,Sam Deok Development Company,삼덕산업개발, ,온은경,기타법인,210114-0047049,402-81-59273,전라북도 완주군 고산면 대아저수로 179-64, ,,건설용 석재 채굴 및 쇄석 생산업,2004-05-10,12월
주식회사 삼라자원개발,"SAMRA RESOURCE AND DEVELOPMENT CO.,LTD",삼라자원개발, ,김용완,기타법인,110111-5183184,107-87-98636,"서울특별시 영등포구 선유동1로 22 (당산동2가, 당산주차빌딩)", ,,비철금속 광업,2013-07-16,12월
주식회사 삼보광업,Sb,삼보광업, ,한창희,기타법인,154611-0000232,304-81-01287,"서울특별시 강남구 테헤란로98길 16 (대치동, 제주장학회관 601호)", ,,석회석 및 점토 광업,1981-09-01,12월
삼성석회주식회사,"SAM SUNG LIMESTONE CO.,LTD",삼성석회, ,최혜경,기타법인,141411-0000413,225-81-01005,강원특별자치도 영월군 산솔면 도화동길 156 (녹전리), ,,석회석 및 점토 광업,1985-10-16,12월
삼양리소스(주),"samyang resource co.,ltd",삼양리소스, ,김도형,기타법인,284411-0090652,592-81-00599,경기도 포천시 관인면 창동로1230번길 94 (삼율리), ,,철 광업,2016-11-01,12월
삼양마이닝(주),"samyang mining co.,ltd",삼양마이닝, ,김도형,기타법인,151211-0050890,387-87-02605,충청북도 제천시 금성면 적성로3길 66 (대장리), ,,비철금속 광업,2022-06-01,12월
주식회사 삼일산업,"Samil Indusry Co,.Ltd.",삼일산업, ,장수현,기타법인,151111-0085534,416-87-02408,충청북도 충주시 대소원면 쇠실로 595-46, ,,건설용 석재 채굴 및 쇄석 생산업,2022-04-04,12월
(주)삼일홀딩스,-,삼일홀딩스, ,윤기석,기타법인,134811-0027515,124-81-46674,경기도 용인시 처인구 남사면 경기동로 2 203, ,,건설용 석재 채굴 및 쇄석 생산업,1996-06-26,12월
삼표자원개발 주식회사,"Sampyo Resources Development Co.,ltd",삼표자원개발, ,김진우,기타법인,144611-0010001,222-81-18322,강원도 삼척시 근덕면 시목길 225,-,,석회석 및 점토 광업,2004-11-25,12월
주식회사 삼한강,sam han kang.co.ltd,삼한강, ,권오성,기타법인,120111-0016544,121-81-11384,인천광역시 중구 축항대로166번길 18 (항동7가), ,,모래 및 자갈 채취업,1984-03-08,12월
삼흥육육팔팔(주),SAMHEUNG 6688 Co. LTD.,삼흥육육팔팔, ,염태욱,기타법인,161111-0003873,310-81-08664,충청남도 홍성군 갈산면 내포로1526번길 246, ,,모래 및 자갈 채취업,1997-03-12,12월
주식회사 샐리엔영,selly & young co ltd,샐리엔영, ,김철홍,기타법인,110111-4136738,211-88-30005,서울특별시 강남구 신사동 629-26 현대벨로스 1102호,-,,광업 지원 서비스업,2009-07-13,12월
서두산업 주식회사,"SeoDu Industry Co., Ltd.",서두산업, ,민정숙,기타법인,110111-0631625,214-81-20453,서울특별시 서초구 서초동 1460-5,www.seo woo togun.co.kr,,건설용 석재 채굴 및 쇄석 생산업,1989-06-03,06월
서두산업주식회사,seodoo industry co.ltd,서두산업, ,"임의규, 민정숙",기타법인,110111-0329014,214-81-02168,서울특별시 서초구 반포대로 37 (서초동), ,,건설용 석재 채굴 및 쇄석 생산업,1982-09-23,08월
(주)서룡개발,SEORYOUNG ENTERPRISE CO.LTD,서룡개발, ,"김학열, 김학모",기타법인,110111-0600555,301-81-13315,충청북도 청주시 흥덕구 옥산면 국사오산로 332 (동림리), ,,"석재, 쇄석 및 모래, 자갈 채취업",1998-12-26,12월
서미트광업(주),summit mining,서미트광업, ,서현두,기타법인,110111-2987547,220-86-82672,서울특별시 강남구 삼성1동 154-16 청림빌딩, ,,비철금속 광업,2004-04-06,12월
서울종합철강(주), ,서울종합철강, ,윤종일,기타법인,110111-0512081,220-81-31125,서울특별시 강남구 역삼동 677, ,,철 광업, ,12월
석영개발주식회사,seok young dev.,석영개발, ,김기석,기타법인,134511-0058790,135-81-52593,"경기도 용인시 수지구 문인로 30 (동천동, 현대FNG) 508호", ,,그 외 기타 비금속광물 광업,2002-02-27,12월
주식회사 석찬개발,"Seokchan Co., Ltd.",석찬개발, ,유철,기타법인,284411-0046746,127-86-07748,경기도 의정부시 신곡동 786-10 1층, ,,건설용 석재 채굴 및 쇄석 생산업,2007-05-31,12월
성경개발(주),Seong kyeong development Co.ltd,성경개발, ,소옥분,기타법인,144911-0005428,225-81-15964,강원도 영월군 중동면 유전길 233-49 (녹전리), ,,석회석 및 점토 광업,2003-12-23,12월
주식회사 성수산,"sung soo san co.,ltd",성수산, ,윤은영,기타법인,284911-0283299,685-87-02533,경기도 파주시 상골길 80 (맥금동), ,,화학용 및 비료원료용 광물 광업,2022-06-22,12월
(주)성신,SEONGSHIN,성신, ,"송영화, 김진형",기타법인,151111-0022792,303-81-38006,충청북도 충주시 산척면 인등로 1142-92,www.ssmining.co.kr,,석회석 및 점토 광업,2003-12-02,12월
(주)성신미네필드,"Seongshin Minefield Co., Ltd.",성신미네필드, ,홍진모,기타법인,144911-0000642,225-81-01403,서울특별시 강남구 도곡동 941 오복빌딩 3층,www.ssmf.co.kr,,석회석 및 점토 광업,1989-12-22,12월
성인산업(주),"SUNGIN industrial co., Ltd.",성인산업, ,최승열,기타법인,110111-3217901,212-81-71941,충청남도 공주시 이인면 검바위로 3-35 (달산리 34-1), ,,광업 지원 서비스업,2005-04-28,12월
성진소재(주),"Sung Jin So Jea Co.,LTD",성진소재, ,양영남,기타법인,124611-0235546,121-81-40628,인천광역시 중구 서해대로 3 (항동7가),-,,모래 및 자갈 채취업,2000-12-01,12월
성진해운 주식회사,"SUNG JIN INDUSTRIAL DEVELOPMENT CO.,LTD",성진해운, ,양영남,기타법인,124611-0266856,121-81-48561,"인천광역시 서구 장도로 63-1 (경서동, 해동마린(주))", ,,모래 및 자갈 채취업,2001-12-01,12월
주식회사 성하,"SEONG HA CORP. CO.,LTD",성하, ,김강원,기타법인,154111-0000167,302-81-00491,충청북도 보은군 마로읍 원정리 397,없음,,"석탄, 원유 및 천연가스 광업",1956-04-27,12월
(주)세계로,SEKERO CO.LTD.,세계로, ,이지현,기타법인,134611-0010053,125-81-24692,경기도 안성시 보개면 신안리 17, ,,건설용 석재 채굴 및 쇄석 생산업,1997-12-02,12월
(주)세동자원개발,"SEDONG RESOURCES DEVELOPMENT CO., LTD",세동자원개발, ,이관혁,기타법인,175911-0010389,507-81-11439,경상북도 울진군 기성면 기성로 1104 (사동리), ,,건설용 석재 채굴 및 쇄석 생산업,2012-06-01,12월
세븐에너지스틸,Seven Energy Steel,세븐에너지스틸, ,우태희,기타법인,110111-3762287,220-87-56400,서울특별시 강남구 역삼동 690번지,7egroup.com,,"석탄, 원유 및 천연가스 광업",2007-10-02,12월
(주)세양개발,"Seyang Development Co., Ltd",세양개발, ,이창호,기타법인,175211-0023295,513-81-42354,경상북도 칠곡군 석적읍 망정리 산 21-3, ,,건설용 석재 채굴 및 쇄석 생산업,2006-10-19,12월
세진산업개발(주),sejin industral development,세진산업개발, ,최문석,기타법인,134211-0023559,126-81-32458,경기도 광주시 직동로 19-12 (직동),-,,광업 지원 서비스업,1998-07-01,12월
소스락에너지,"Source Rock Energy of Arkansas, LLC",소스락에너지, ,"Crouch, R, Neil",기타법인, ,205472529,"1755 Wittington place, Suit 340 Dallas, Texas 75234, USA.", ,,광업 지원 서비스업,2006-08-28,12월
