회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
DAIMEI SHOUJI(SINGAPORE)PTE LTD,DAIMEI SHOUJI(SINGAPORE)PTE LTD,DAIMEISHOUJI(SINGAPORE)PTELTD, ,KANG JUNG WOO,기타법인, ,199804613K,8 EU TONG SEN STREET 13-96  THE CENTRAL SINGAPORE (059818), ,,상품 종합 중개업,1998-09-22,12월
(주)DKA STEEL,"DKA STEEL CO.,LTD",DKASTEEL, ,김상호,기타법인,180111-0604363,606-86-05637,부산광역시 사상구 감전동 947-7, ,,재생용 재료 수집 및 판매업,2007-09-01,12월
(주)E&T,"E&T CO., LTD",E&T, ,고재철,기타법인,200111-0299698,410-86-40294,광주광역시 서구 치평동 1217,-,,통신기기 소매업,2010-06-18,12월
(주)E-유로,"D.H.EURO HITECH CO.,LTD",E-유로, ,이강국,기타법인,110111-2566705,108-81-56127,"서울특별시 양천구 목동서로 285 703호(신정동, 황금프라자)", ,,도매 및 상품 중개업,2002-07-17,12월
(주)E1,E1 Corporation,E1,017940,"구자용, 천정식 (각자 대표이사)",유가증권시장,110111-0381387,114-81-16585,서울특별시 용산구 한강대로 92 LS용산타워,www.e1.co.kr,,기체연료 및 관련제품 도매업,1984-09-06,12월
Earn Wide International Limited,Earn Wide International Limited,EarnWideInternationalLimited, ,Cui Lin,기타법인, ,43872,"Rooms 1318-19, 13/F Hollywood Plaza 610 Nathan Road Mongkok KL, Hong Kong", ,,상품 중개업,2016-08-19,12월
"eBay, Inc.","eBay, Inc.","eBay,Inc.", ,Meg Whitman,기타법인, ,77-0430924 (I.R.S.),서울특별시 종로구 내자동 223 세양빌딩,www.ebay.com,,통신 판매업,1998-03-13,12월
(주)ES큐브,"ES CUBE CO., LTD.",ES큐브,050120,안경환,코스닥시장,180111-0031516,621-81-21761,"서울특별시 강남구 강남대로 556 12층(논현동, 논현빌딩)",www.escube.co.kr,www.escube.co.kr,기타 생활용 섬유 및 직물제품 도매업,1977-06-20,12월
Fast Cheer Investment Limited,Fast Cheer Investment Limited,FastCheerInvestmentLimited, ,Li Longwen,기타법인, ,43871,"Units 1206 12/F Cheuk Nang Centre 9 Hillwood Road KL, Hong Kong", ,,상품 중개업,2016-12-16,12월
FUHAN GLOBAL LIMITED,FUHAN GLOBAL LIMITED,FUHANGLOBALLIMITED, ,LEE SOO BONG,기타법인, ,40628,"서울특별시 강남구 테헤란로 203 유진투자증권 역삼지점(역삼동, 서울인터내셔널타워)", ,,상품 중개업,2015-05-19,12월
(주)G1네트웍스,G1Networks Coporation,G1네트웍스, ,"고광준, 고재욱",기타법인,184611-0009105,622-81-00018,경상남도 김해시 김해대로2567번길 38-14 (어방동), ,,기체연료 및 관련제품 도매업,1993-04-12,12월
(주)GC케어,GC Care Corporation,GC케어, ,김진태,기타법인,110111-2833584,120-86-55953,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲더샵), 1층",https://www.gccare.net/,,건강보조식품 소매업,2003-08-01,12월
(주)지에스글로벌,GS Global Corp.,GS글로벌,001250,이영환,유가증권시장,110111-0031479,202-81-33028,서울특별시 강남구 논현로 508 GS강남타워,www.gsgcorp.com,www.gsgcorp.com,상품 종합 도매업,1954-07-31,12월
(주)지에스리테일,"GS Retail Co.,Ltd",GS리테일,007070,허서홍,유가증권시장,110111-0090037,116-81-18745,서울특별시 강남구 논현로 508GS타워(역삼동 679),www.gsretail.com,,체인화 편의점,1971-02-13,12월
HARPGROVE LIMITED,HARPGROVE LIMITED,HARPGROVELIMITED, ,Freda O''shea,기타법인, ,27987,"7th Floor, Hume House Ballsbridge Dublin 4 Ireland", ,,의약품 도매업,1993-05-18,12월
주식회사HBC코오롱,HBC KOLON CORPORATION,HBC코오롱, ,김종근,기타법인,135311-0005736,123-81-73014,경기도 과천시 별양동 1-22,http://www.kolonci.co.kr/hbc/main.html,,기타 전문 도매업,2001-12-03,12월
주식회사 에이치씨홈센타,"HC HomeCenter Co.,Ltd",HC홈센타,060560,박병윤,코스닥시장,176011-0003901,504-81-17069,대구광역시 북구 노원로 139-6,www.home-center.co.kr,,기타 전문 도매업,1988-07-25,12월
에이치엘비글로벌(주),"HLB GLOBAL Co., Ltd.",HLB글로벌,003580,김광재,유가증권시장,144911-0000072,225-81-00025,강원도 정선군 사북읍 소금강로 3583-1 1층 101호(하이시티1),www.hlbglobal.co.kr,,종합 소매업,1962-09-24,12월
에이치엘비테라퓨틱스(주),"HLB Therapeutics Co.,Ltd.",HLB테라퓨틱스,115450,안기홍,코스닥시장,160111-0099451,314-81-33883,경기도 성남시 분당구  정자일로 248 2201,-,,기타 전문 도매업,2000-06-07,12월
INTERNATIONAL TRADING. CO,INTERNATIONAL TRADING CORPORATION,INTERNATIONALTRADING.CO, ,MASAHIRO MIKI,기타법인,000000-0000000,500202,1-11-5 jinnan shibuya-ku tokyo japan, ,,상품 종합 도매업,1985-06-06,03월
(주)아이에스시,"ISC Co., LTD.",ISC,095340,"김정렬, 유지한(공동 대표이사)",코스닥시장,131111-0057876,129-81-40132,경기도 성남시 수정구 금토로40번길 26 -,isc21.kr,www.isc21.kr,기계장비 및 관련 물품 도매업,2001-02-22,12월
ITOCHU Corporation,ITOCHU Corporation,ITOCHUCorporation, ,Yuji Fukuda,기타법인, ,1200-01-077358,"1-3, Umeda 3-chome, Kita-ku, Osaka, 530-8448, Japan",www.itochu.co.jp/,,상품 종합 도매업,1949-12-01,03월
Joint Base Ltd.,Joint Base Ltd.,JointBaseLtd., ,"Mr, H, J, Choi",기타법인, ,014585,서울특별시 서초구 잠원동 69-8, ,,상품 중개업,1995-11-16,12월
주식회사 제이티씨,JTC Inc.,JTC,950170,야마모토 후미야,코스닥시장, ,3200-01-006914,(160-0017) 도쿄도 신주쿠구 사몬쵸 2-6 와코빌딩 6F -,www.groupjtc.com/korean/,http://www.groupjtc.com/korean/ir/,종합 소매업,1994-03-17,02월
KH에너지 주식회사 ,"KH Energy Co.,Ltd",KH에너지, ,송진수,기타법인,110111-0426919,109-81-35241,"서울특별시 강서구 방화대로21길 72 (공항동,범천빌딩)", ,,액체연료 및 관련제품 도매업,1986-05-13,12월
(주)KM철강,"KM STEEL co., Ltd.",KM철강, ,황성필,기타법인,180111-0679118,617-81-78469,부산광역시 해운대구 세실로69번길 17 (좌동) 3층, ,,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",2009-07-10,12월
KNJSTEEL(주),"KNJSTEEL.CO., LTD",KNJSTEEL, ,성락식,기타법인,180111-0366369,606-81-68748,부산광역시 사상구 학장동 246-4, ,,1차 금속제품 도매업,2001-06-20,12월
(주)LF네트웍스,LF Networks Corp.,LF네트웍스, ,김기준,기타법인,110111-0726872,116-81-30069,"서울특별시 강남구 논현로 323 (역삼동, MTU빌딩)", ,,기타 대형 종합 소매업,1991-01-01,12월
LG엔시스(주),LG N Sys,LG엔시스, ,정태수,기타법인,110111-2397027,105-86-33339,서울특별시 마포구 공덕동 275번지 LG마포빌딩,www.lgnsys.com,www.lgnsys.com,"컴퓨터 및 주변장치, 소프트웨어 도매업",2001-12-14,12월
(주)LS네트웍스,LS Networks Corporation Limited,LS네트웍스,000680,문성준,유가증권시장,180111-0044717,622-81-04805,"경상남도 김해시 호계로 428 1층(부원동, 세화빌딩)",www.lsnetworks.co.kr,www.lsnetworks.co.kr,상품 종합 도매업,1949-12-21,12월
(주)LX인터내셔널,LX INTERNATIONAL CORP.,LX인터내셔널,001120,윤춘성,유가증권시장,110111-0004632,116-81-18686,서울특별시 종로구 새문안로 58 LG광화문빌딩,www.lxinternational.co.kr,https://www.lxinternational.com/kr/investment/result_data,상품 중개업,1953-11-26,12월
Marubeni-Itochu Steel Inc.,Marubeni-Itochu Steel Inc.,Marubeni-ItochuSteelInc., ,Seinosuke Okazaki,기타법인, ,13802,"5-4, Otemachi 1-chome, Chiyoda-ku, Tokyo, Japan",www.benichu.com,,1차 금속제품 도매업,2001-10-01,03월
Marubeni Corporation,Marubeni Corporation,MarubeniCorporation, ,Tohru Tsuji,기타법인, ,008776,"4-2, Otemachi 1-chome, Chiyoda-ku, Tokyo, Japan",www.marubeni.com,,상품 종합 도매업,1949-12-01,03월
(주)MK,MK Corp.,MK, ,조만길,기타법인,180111-0858770,617-86-07765,"부산광역시 해운대구 APEC로 17 1502호 (우동, 센텀리더스마크)", ,,자전거 및 기타 운송장비 도매업,2013-05-07,12월
"MSEED,INC.","MSEED,INC","MSEED,INC.", ,임찬양,기타법인, ,50798,"4155 CORTE DE LA SIENA, SAN DIEGO, CA 92130", ,,의료기기 도매업,2015-11-17,12월
(주) NH무역,"NH TRADING CO., LTD.",NH무역, ,문상철,기타법인,110111-0702931,106-81-24691,서울특별시 강동구 올림픽로48길 7 (성내동 553), ,,신선식품 및 단순 가공식품 도매업,1990-06-15,12월
(주) N K G,Neo Korea Global co. itd,NKG, ,김영제,기타법인,120111-0132051,131-81-40756,인천광역시 남구 주안동 1447-1,www.nkg.co.kr,,원목 및 건축관련 목제품 도매업,1996-04-10,12월
OULANGE TRADE LIMITED,OULANGE TRADE LIMITED,OULANGETRADELIMITED, ,ZHENG HUAQING,기타법인, ,836800ZVCHME2NPBL852,"8F, Office 5, Mega Cube, 8 Wang Kwong Road, Kowloon Bay, Kowloon, Hong Kong", ,,"의약품, 의료용품 및 화장품 도매업",2015-01-22,12월
(주)피엔풍년,"PNPOONGNYUN CO.,LTD",PN풍년,024940,유재원,코스닥시장,110111-0155378,134-81-08319,경기도 안산시 단원구 별망로 620,www.pn.co.kr,,생활용품 도매업,1973-11-17,12월
에스디엔(주),SDN Company Ltd.,SDN,099220,"백형근, 정성원",코스닥시장,110111-1020299,207-81-41182,경기도 성남시 수정구 대왕판교로 1281 -,www.sdn-i.com,,기타 기계 및 장비 도매업,1994-03-18,12월
SELECT RANGE LIMITED ,SELECT RANGE LIMITED ,SELECTRANGELIMITED, ,SIU LAI YU,기타법인, ,050455,"Room B2, 8F, Loyong Court Commercial Building", ,,상품 종합 도매업,2015-05-08,12월
(주)SG세계물산,SG CORPORATION,SG세계물산,004060,이의범,유가증권시장,110111-0048002,119-81-01073,"서울특별시 금천구 벚꽃로 278 6층(가산동,에스제이테크노빌)",www.sgsegye.com,,상품 종합 도매업,1964-11-20,12월
SHANGHAI SIYANLI INDUSTRIAL COMPANY LIMITED,SHANGHAI SIYANLI INDUSTRIAL COMPANY LIMITED,SHANGHAISIYANLIINDUSTRIALCOMPANYLIMITED, ,YAO TONG,기타법인, ,40959,경기도 안양시 동안구 엘에스로 91 (호계동), ,,화장품 및 화장용품 도매업,2009-12-30,12월
(주)SH글라스,"Sh Glass Co., Inc",SH글라스, ,전선호,기타법인,120111-0525321,122-86-09455,"서울특별시 구로구 디지털로30길 31 (구로동, 코오롱디지털타워빌란트Ⅱ) 1411-2", ,,유리 및 창호 도매업,2010-03-08,12월
Sino Trade Asia,sino trade asia limited,SinoTradeAsia, ,andy chan,기타법인, ,15210,서울특별시 강남구 역삼동 737 스타타워 15층, ,,기타 산업용 기계 및 장비 도매업,1999-01-22,12월
SK가스(주),SK GAS LTD,SK가스,018670,윤병석,유가증권시장,110111-0413247,116-81-12528,경기도 성남시 분당구 판교로 332 ECO Hub,www.skgas.co.kr/,,기체연료 및 관련제품 도매업,1985-12-20,12월
SK네트웍스(주),SKNetworksCompanyLimited,SK네트웍스,001740,이호정,유가증권시장,130111-0005199,124-81-00718,경기도 수원시 장안구 경수대로976번길 19 -,www.sknetworks.co.kr,,기타 전문 도매업,1956-03-24,12월
SK에너지판매(주),"SK Energy Sales Co., Ltd.",SK에너지판매, ,황두열,기타법인,110111-0015374,120-81-58353,서울특별시 종로구 서린동 99 SK빌딩,http://www.skes.com,,액체연료 및 관련제품 도매업,1946-11-22,12월
(주)STX,STX CORPORATION,STX,011810,박상준,유가증권시장,194211-0000183,609-81-01917,경상남도 창원시 성산구  중앙대로 105,www.stx.co.kr,,상품 종합 도매업,1976-12-24,12월
STX마린서비스 주식회사,"STX Marine Service Co., Ltd",STX마린서비스, ,김영욱,기타법인,180111-0755413,602-81-54470,부산광역시 중구 중앙대로 102,www.stxmarine.co.kr,,그 외 기타 기계 및 장비 도매업,2011-04-01,12월
STX 오일앤서비스 (주),"STX Oil & Service Co., Ltd",STX오일앤서비스, ,변희옥,기타법인,110111-1579345,203-81-27010,서울특별시 도봉구 창동 715-14, ,,액체연료 및 관련제품 도매업,1998-08-28,12월
"SUMMIT DESIGN ASIA, LTD.","SUMMIT DESIGN ASIA, LTD.","SUMMITDESIGNASIA,LTD.", ,Charles Cheng,기타법인, ,외투8877호,서울특별시 강남구 삼성동2동 21-4 삼광빌딩 4층,http://www.adc.co.kr,,"컴퓨터 및 주변장치, 소프트웨어 도매업",1998-11-18,12월
(주)SY NETWORKS,"SY NETWORKS.CO.,Ltd.",SYNETWORKS, ,권영조,기타법인,180111-0632687,606-86-10159,부산광역시 사상구 낙동대로 846 (감전동), ,,1차 금속제품 도매업,2008-05-06,12월
"TANAKA AI CO.,LTD.","TANAKA AI CO.,LTD.","TANAKAAICO.,LTD.", ,KAZUSHIGE TANAKA,기타법인, ,9554,"93, SENOSHITA MACHI, KURUME CITY, FUKUOKA PREFECTURE, JAPAN",없음,,그 외 기타 기계 및 장비 도매업,1978-07-01,06월
Toyota Tsusho Coporation,Toyota Tsusho Coporation,ToyotaTsushoCoporation, ,Ichiro KASHITANI,기타법인, ,647,"Meieki 4-chome, Nakamura-ku, Nagoya-shi Aichi, Japan 9-8",www.toyota-tsusho.com,,상품 종합 도매업,1920-04-15,03월
(주)TS푸드앤시스템,TSFOOD&SYSTEM,TS푸드앤시스템, ,이원철,기타법인,110111-0801492,219-81-17332,"경기도 성남시 분당구 황새울로360번길 35 5층(서현동, 서현현대프라자)",www.popeyes.co.kr,,기타 전문 도매업,1993-08-04,12월
"YASUDA CO.,LTD.","YASUDA CO.,LTD.","YASUDACO.,LTD.", ,MAKOTO YASUDA,기타법인, ,39050,"1-11-9, MINAMISENBA, CHUO-KU, OSAKA, 542-0081, JAPAN NAGAHORI YASUDA BLDG 7F",ashibane.co.jp/,,그 외 기타 건축자재 도매업,1941-05-13,03월
와이더블유 주식회사,YW COMPANY LIMITED,YW,051390,우병일,코스닥시장,131111-0021699,129-81-17121,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",www.ywtc.com,,상품 종합 도매업,1996-07-26,12월
"Zhejiang Semir Garment Co., Ltd. ","Zhejiang Semir Garment Co., Ltd. ","ZhejiangSemirGarmentCo.,Ltd.", ,QUI Guanghe,기타법인, ,40486,"No. 98, Nanhui Road, Louqiao Industry Area, Ouhai District, Wenzhou City, China",www.semirbiz.com,,상품 종합 도매업,2002-02-05,12월
주식회사 가경,GAGYUNG,가경, ,전종성,기타법인,195111-0025091,174-86-01037,경상남도 밀양시 하남읍 수산중앙로 73-13 (양동리), ,,슈퍼마켓,2018-04-06,12월
주식회사 가나,"GANA Co., LTD",가나, ,유태규,기타법인,134111-0444492,577-81-00547,"경기도 안양시 동안구 벌말로 123 (관양동, 평촌스마트베이) A동 805호", ,,기타 화학물질 및 화학제품 도매업,2016-07-05,12월
가나상공(주),CANA TRADING & ENGINEERING COMPANY,가나상공, ,김준호,기타법인,110111-0777213,120-81-13211,"서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로빌,대림아크로텔) 903호", ,,도매 및 상품 중개업,1991-06-01,12월
(주)가나스틸,"GANASTEEL CO.,LTD.",가나스틸, ,이안수,기타법인,110111-0598122,113-81-40141,경기도 화성시 팔탄면 서해로 1264-2 (창곡리),www.ganasteel.com,,1차 금속제품 도매업,1989-01-01,12월
(주)가나아트갤러리,GanaArtGallery ltd.,가나아트갤러리, ,이옥경,기타법인,110111-0563430,101-81-19742,서울특별시 종로구 평창동 97번지 가나아트센터,www.ganaart.com,,예술품 및 골동품 소매업,1988-03-08,12월
주식회사 가나아트한남,GANAART HANNAM CO.,가나아트한남, ,이정용,기타법인,110111-6981214,313-81-34609,서울특별시 용산구 장문로 54 (동빙고동), ,,예술품 및 골동품 소매업,2019-01-11,12월
(주)가나안푸드,-,가나안푸드, ,고안복,기타법인,205511-0018920,412-81-25751,전라남도 나주시 산포면 매성리 291,-,,육류 가공식품 도매업,2004-01-27,12월
주식회사가나원,CANAWON CORPORATION,가나원, ,서동진,기타법인,110111-0374788,211-81-56063,서울특별시 강남구 신사동 552-19, ,,상품 중개업,1984-05-01,12월
가나종합철강(주),Kanasteel,가나종합철강, ,최은주,기타법인,135511-0101530,134-81-48209,"경기도 시흥시 공단3대로 337 (정왕동, 가나종합철강(주))", ,,1차 금속제품 도매업,1999-11-16,12월
주식회사 가나축산물유통,"Gana Meat Distribution Co.,Ltd",가나축산물유통, ,정성교,기타법인,171711-0108687,506-81-86295,"경상북도 포항시 북구 용당로 24-21 (용흥동, 서부종합시장)", ,,육류 도매업,2013-12-04,12월
주식회사 가나툴,GANATOOL,가나툴, ,신두영,기타법인,135511-0181904,140-81-22714,"경기도 시흥시 공단1대로 204 (정왕동, 시화유통상가)38동107호", ,,상품 종합 도매업,2007-07-01,12월
가네마쯔 코퍼레이션,KANEMATSU CORPORATION,가네마쯔코퍼레이션, ,Yoshiya Miyabe,기타법인, ,13078,"2-1,Shibaura 1-chome,Minato-ku, Tokyo 105-8005, Japan",www.kanematsu.co.jp/,,상품 종합 도매업,1889-08-15,12월
가네마츠 주식회사,"KANEMATTSU CO.,LTD",가네마츠, ,김성환,기타법인,110111-5809160,839-87-00205,"서울특별시 서초구 강남대로18길 19 2층(양재동, 나산빌딩)", ,,상품 종합 도매업,2015-08-13,12월
(유)가든주류,"GARDEN LIQUID CO.,LTD",가든주류, ,이상동,기타법인,200114-0008275,409-81-27618,광주광역시 북구 오문로 50 (오치동), ,,주류 도매업,1995-04-21,12월
가디언(주),"GUARDIAN Co.,Ltd",가디언, ,조민준,기타법인,134611-0052857,125-81-97900,경기도 안성시 죽산면 걸미로 365 3층, ,,의료용품 도매업,2011-08-24,12월
주식회사 가락공판장본점,,가락공판장본점, ,이부재,기타법인,134511-0244703,142-81-78494,"경기도 용인시 기흥구 동백중앙로 185 (중동, 가락공판장)",na,,슈퍼마켓,2014-10-20,12월
가람상사주식회사,GARAMSANGSA,가람상사, ,김규일,기타법인,160111-0357502,305-86-30140,"대전광역시 중구 계룡로 825 (용두동, 희영빌딩) 지하 1층", ,,의료용품 도매업,2013-11-01,12월
(주)가람유통,Garam distribution,가람유통, ,김승욱,기타법인,134511-0216554,142-81-62992,경기도 용인시 기흥구 신구로54번길 5-7 (구갈동)106, ,,육류 도매업,2013-09-03,12월
주식회사 가르텐,Garten,가르텐, ,한윤교,기타법인,160111-0358740,314-86-53093,"대전광역시 중구 중앙로 124 3층(대흥동, 이화빌딩)",없음,,가전제품 소매업,2013-11-08,12월
가리봉전기 주식회사,KARIBONG ELECTRO-MECHANICS CORP.,가리봉전기, ,방병찬,기타법인,110111-1243221,106-81-58982,서울특별시 용산구 한강로3가 16-9, ,,기타 기계 및 장비 도매업,1996-02-15,12월
(주)가리온,GARION CO.LTD.,가리온, ,서경수,기타법인,124411-0191289,349-87-00717,"서울특별시 강남구 학동로4길 15 (논현동, 동화상가) A동 407호", ,,도매 및 상품 중개업,2017-03-31,12월
(주)가림아이앤씨,KALIM INC,가림아이앤씨, ,김동회,기타법인,110111-3382390,206-86-05024,"서울특별시 광진구 아차산로 627 6층(광장동, 인성하이텍빌딩)",www.surfinia.co.kr/,,상품 종합 중개업,2006-01-18,12월
(주)가림트레이딩앤디자인,"GaReem T&D Co., Ltd.",가림트레이딩앤디자인, ,박금희,기타법인,110111-3146712,120-86-77170,"서울특별시 강남구 봉은사로 543 (삼성동, 두에빌딩)", ,,사무용 가구 및 기기 도매업,2005-01-07,12월
주식회사 가베,GABE Inc.,가베, ,도호숙,기타법인,170111-0669187,269-86-00845,대구광역시 서구 와룡로75길 30 (중리동), ,,"문구용품, 회화용품, 사무용품 도매업",2018-01-18,12월
주식회사 가본네트웍스,Corporation Gabonnetworks,가본네트웍스, ,차형진,기타법인,160111-0414245,495-87-00290,"대전광역시 중구 계룡로 825 (용두동, 희영빌딩) 2층 202호", ,,통신ㆍ방송장비 및 부품 도매업,2016-01-01,12월
주식회사 가비,"GABE Co., Ltd..",가비, ,홍용완,기타법인,110111-5627421,281-86-00016,서울특별시 용산구 이태원로55가길 3 골든너겟빌딩 2층 (한남동),-,,상품 중개업,2015-01-28,12월
(주)가빈,GAHBIN CORPORATION,가빈, ,김경원,기타법인,110111-0757653,205-81-23626,경기도 하남시 덕풍동 42-4,www.gahbin.com,,자동차 신품 부품 및 내장품 판매업,1991-03-20,12월
주식회사 가솔린,"Gasoline Co., ltd.",가솔린, ,최주일,기타법인,284211-0059256,132-81-95007,경기도 구리시 아차산로 479 (교문동) 3층,www.gnc-corp.com,,통신 판매업,2011-01-21,12월
가스코주식회사,gaskor Ltd.,가스코, ,이병철,기타법인,161411-0006128,310-81-08999,"충청남도 아산시 둔포면 윤보선로 555 (시포리, 가스코)", ,,기타 화학물질 및 화학제품 도매업,1997-06-20,12월
가야약품(주),KAYA PHARM CO.LTD,가야약품, ,조선혜,기타법인,110111-0835558,109-81-48182,서울특별시 강서구 염창동 282-19,..,,의약품 도매업,1992-03-16,12월
(주)가야특수강,GAYA SPECIAL STEEL CORP.,가야특수강, ,임호건,기타법인,180111-0390219,606-81-71980,부산광역시 강서구 송정동 1629-12,www.gayasteel.com,,1차 금속제품 도매업,2002-01-01,12월
주식회사 가양수산,kayang fisheries.co.kr,가양수산, ,박춘재,기타법인,110111-4211944,215-87-65265,"서울특별시 송파구 석촌호수로 262 (송파동, 선일타워) 401호", ,,음ㆍ식료품 및 담배 도매업,2012-03-01,12월
(주)가영세라믹스,GA YOUNG CERAMICS,가영세라믹스, ,정준욱,기타법인,200111-0194418,408-81-62378,광주광역시 동구 천변우로 397 (불로동), ,,그 외 기타 건축자재 도매업,2004-05-28,12월
주식회사 가온누리,GAONNURI,가온누리, ,구영찬,기타법인,170111-0328080,504-81-71006,대구광역시 중구 동인동4가 55 원진빌딩7층, ,,통신ㆍ방송장비 및 부품 도매업,2007-03-16,12월
가온메탈 주식회사,"GAONMETAL Co.,Ltd.",가온메탈, ,최성만,기타법인,180111-0750992,605-86-05390,경상남도 양산시 산막공단남14길 166 (북정동), ,,1차 금속제품 도매업,2011-03-17,12월
주식회사 가온에너지,"Gaon Energy Co., Ltd",가온에너지, ,장수용,기타법인,195511-0219604,424-81-01091,경상남도 김해시 김해대로 1924 (구산동), ,,운송장비용 주유소 운영업,2018-05-18,12월
(주)가온에프엔비,GAON FOOD AND BEVERAGE CO LTD,가온에프엔비, ,김병석,기타법인,110111-5390466,215-87-90615,서울특별시 송파구 동남로 128 5층 (문정동), ,,육류 도매업,2014-04-11,12월
주식회사 가온텔레콤,Gaon telecom inc.,가온텔레콤, ,이경상,기타법인,135511-0229960,140-81-57305,"경기도 시흥시 복지로 15 209호 (신천동, 시흥5차푸르지오)", ,,통신ㆍ방송장비 및 부품 도매업,2011-11-01,03월
(주)가온피앤이,kaoenpioeni,가온피앤이, ,송순용,기타법인,110111-4360064,210-81-64653,"경기도 성남시 분당구 성남대로925번길 16 (야탑동, 분당종합터미널)", ,,액체연료 및 관련제품 도매업,2010-07-01,12월
(주)가우넷,GAUNET CO. LTD,가우넷, ,이호상,기타법인,110111-1313850,106-81-64164,서울특별시 중구 남창동 1-2 1층 에이취-1호,www.gaunet.co.kr,,"안경, 사진장비 및 광학용품 도매업",1996-08-27,12월
주식회사 가우정푸드,"GAWOOJUNGFOOD Co.,Ltd",가우정푸드, ,오송균,기타법인,230111-0225142,610-86-30789,경상남도 거창군 남상면 홍덕길 33 (대산리), ,,육류 가공식품 도매업,2014-07-16,12월
주식회사가운,GOWN,가운, ,정현숙,기타법인,110111-4443919,107-87-41851,"전라북도 고창군 고창읍 보릿골로 105 (읍내리, 흥농원농약사)", ,,도매 및 상품 중개업,2010-10-07,12월
주식회사 가원,gawon,가원, ,윤진섭,기타법인,161311-0022184,308-81-24716,충청남도 논산시 광석면 사계로 659 (사월리), ,,신선식품 및 단순 가공식품 도매업,2006-11-02,12월
