회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
사회복지법인 삼성생명공익재단,SAMSUNG LIFE PUBLIC WELFARE FOUNDATION,사회복지법인삼성생명공익재단, ,한승환,기타법인,110132-0000545,104-82-05093,서울특별시 용산구 이태원로55길 48 (한남동), ,,종합 병원,1982-05-31,12월
사회복지법인 셀트리온복지재단,celltrion welfare foundation,사회복지법인셀트리온복지재단, ,박경옥,기타법인,120132-0003985,131-82-12067,인천광역시 연수구 아카데미로51번길 19 (송도동),www.celltrionwelfare.com,,그 외 기타 비거주 복지 서비스업,2006-07-26,12월
사회복지법인 씨제이나눔재단,SAHOEBOKJI BEOPIN CJ WELFARE FOUNDATION,사회복지법인씨제이나눔재단, ,이재현,기타법인,110132-0030344,104-82-09274,"서울특별시 중구 동호로 330 (쌍림동, 씨제이제일제당센터)",www.donorscamp.org/index.do,,그 외 기타 비거주 복지 서비스업,2005-07-22,12월
사회복지법인 아모레퍼시픽공감재단,Amorepacific Empathy Foundation,사회복지법인아모레퍼시픽공감재단, ,이상목,기타법인,114232-0000359,106-82-04367,"서울특별시 용산구 한강대로 100 (한강로2가, 아모레퍼시픽)",awf.amorepacific.co.kr/index,,그 외 기타 비거주 복지 서비스업,1982-04-12,12월
사회복지법인 에쓰오일울산복지재단,Social Welfare Corporation S-OIL Ulsan Welfare Foundation,사회복지법인에쓰오일울산복지재단, ,박봉수,기타법인,230132-0003726,610-82-11580,"울산광역시 남구 삼산로 183 (달동, 에쓰오일빌딩)",www.s-oil.com/relation/contribution05.aspx,,그 외 기타 비거주 복지 서비스업,2007-01-30,12월
사회복지법인 엘지복지재단,LG WELFARE FOUNDATION,사회복지법인엘지복지재단, ,구연경,기타법인,111232-0005401,116-82-03860,"경기도 평택시 진위면 엘지로 222 (청호리, 엘지전자(주))", ,,사회복지 서비스업,1991-01-18,12월
사회복지법인 지엠한마음재단코리아,GM Employee Foundation Korea,사회복지법인지엠한마음재단코리아, ,헥터라울비자레알곤사레스,기타법인,124232-0000240,122-82-07482,"인천광역시 부평구 부평대로 233 (청천동, 한국지엠주식회사) 서문", ,,그 외 기타 비거주 복지 서비스업,2005-07-01,12월
사회복지법인 함께걷는아이들,Walking With Us Children's Foundation,사회복지법인함께걷는아이들, ,조순실,기타법인,110232-0017572,214-82-12362,"서울특별시 서초구 서초대로74길 23 (서초동, 서초타운트라팰리스) 801호",www.withu.or.kr,,그 외 기타 비거주 복지 서비스업,2010-06-22,12월
사회복지법인해남희망원,sahoebokjibeobinhaenamhuimangwon,사회복지법인해남희망원, ,김종호,기타법인,201432-0000052,415-82-01153,"전라남도 해남군 해남읍 중앙1로 391 (구교리, 사회복지법인해남희망원)", ,,노인 요양 복지시설 운영업,1953-05-03,12월
삼성노블라이프 주식회사,"Samsung Noble Life Co., Ltd.",삼성노블라이프, ,이길호,기타법인,134511-0074503,490-81-03591,"경기도 용인시 기흥구 덕영대로 1751 (하갈동, 삼성노블카운티)", ,,노인 양로 복지시설 운영업,2025-08-07,12월
(주)새성복건설,SE SUNG BOK CONSTRUCTION.CO.,새성복건설, ,박충근,기타법인,115211-0039715,132-81-42330,경기도 남양주시 수동면 운수리 산 14-7, ,,노인 양로 복지시설 운영업,2002-11-01,12월
서울대학교병원,SEOUL NATIONAL UNIVERSITY HOSPITAL,서울대학교병원, ,김영태,기타법인,110133-0000634,208-82-01633,"서울특별시 종로구 대학로 101 (연건동, 서울대학교병원)",www.snuh.org,,보건업,1978-07-04,12월
서울시니어스타워(주),SEOUL SENIORS TOWER,서울시니어스타워, ,이안분,기타법인,110111-0984511,203-81-53745,"서울특별시 강서구 화곡로68길 102 (등촌동, 서울시니어스가양타워)",-,,노인 양로 복지시설 운영업,1993-11-12,12월
(주)성은실버케어스,sungeunsilvercares,성은실버케어스, ,신성은,기타법인,134511-0213625,142-81-61222,"서울특별시 강남구 논현로 88 (개포동, KSD노엘빌딩)", ,,노인 요양 복지시설 운영업,2013-07-04,12월
신한라이프케어 주식회사,"Shinhan LifeCare Co., Ltd.",신한라이프케어, ,우석문,기타법인,110111-8141478,124-87-59356,"서울특별시 중구 삼일대로 358 2층 (을지로2가, 신한LTower)", ,,노인 요양 복지시설 운영업,2021-12-23,12월
주식회사 씨에스씨,CSC,씨에스씨, ,책가화,기타법인,220111-0087619,616-81-90757,제주특별자치도 서귀포시 법환상로22번길 15-2 (법환동), ,,병원,2011-11-12,12월
재단법인 아가페,Agape Foundation,아가페, ,김삼환,기타법인,110222-0005809,214-82-06725,"서울특별시 강동구 양재대로 1601 (천호동, 장수빌딩) 5층", ,,그 외 기타 거주 복지시설 운영업,2001-07-25,12월
재단법인 아산사회복지재단,THE ASAN FOUNDATION,아산사회복지재단, ,정몽준,기타법인,110122-0001974,219-82-00065,"서울특별시 송파구 올림픽로43길 88 (풍납동, 서울아산병원)",www.asanfoundation.or.kr,,종합 병원,1977-07-21,12월
양지산업개발 주식회사,"YANG JI INDUSTRY DEVELOPMENT CO.,LTD",양지산업개발, ,이경찬,기타법인,200111-0403174,409-86-47808,광주광역시 북구 동운로213번길 31 (운암동) 5층 503호, ,,보건업,2014-07-25,12월
(주)양평도우누리,yangpyeongdowoonuri,양평도우누리, ,박성,기타법인,134311-0019366,132-86-00086,경기도 양평군 양평읍 공흥로 25 (공흥리),ypdowoonuri.co.kr/,,사회복지 서비스업,2011-09-16,12월
주식회사 에스에스지홀딩스,ssgholdings,에스에스지홀딩스, ,신철승,기타법인,110111-4835637,119-86-54823,서울특별시 강남구 선릉로129길 23 (논현동), ,,보건업,2018-10-17,12월
주식회사 에스에이치원,SH1,에스에이치원, ,이정환,기타법인,140111-0102191,823-81-02813,강원특별자치도 춘천시 금강로 119 (운교동) 3층, ,,노인 양로 복지시설 운영업,2022-12-02,12월
(주)에이앤투케이,A&2K,에이앤투케이, ,안중현,기타법인,110111-4032978,120-87-35916,"서울특별시 강남구 테헤란로64길 13 B동 103호(대치동, 선릉역풍림아이원)", ,,보건업,2009-01-23,12월
주식회사 에이플러스효담라이프케어,aplushyodamlifecare,에이플러스효담라이프케어, ,서덕태,기타법인,110111-6661890,288-81-01006,"서울특별시 강남구 역삼로 415 (대치동, 성진빌딩) 7층", ,,그 외 기타 비거주 복지 서비스업,2018-02-14,12월
에코바이크(주),Ecobike co.ltd.,에코바이크, ,양성수,기타법인,285011-0163034,128-86-41429,경기도 고양시 덕양구 화정동 956,www.fifteenlife.com,,사회복지 서비스업,2009-08-12,12월
주식회사 엠시티개발,"MCT Development, inc.",엠시티개발, ,"박원규, 이창수, 최진수, 조대현, 지성우, 박순창",기타법인,170111-0558330,387-87-00024,대구광역시 중구 공평로 16 (삼덕동2가), ,,방사선 진단 및 병리 검사 의원,2015-03-03,12월
(주)엠포레,M Foret,엠포레, ,강태건,기타법인,110111-0934816,413-81-09846,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) 19층", ,,노인 거주 복지시설 운영업,2025-08-19,12월
(재)연암장학회,-,연암장학회, ,남상수,기타법인,110122-0001891,201-82-00915,서울특별시 용산구 서빙고로51길 52 (서빙고동), ,,기타 비거주 복지 서비스업,1976-08-06,12월
영남콜드체인주식회사,Yeongnam Cold Chain ,영남콜드체인, ,김기원,기타법인,131111-0564102,329-87-01589,"서울특별시 송파구 송파대로 167 (문정동, 문정역테라타워)비동 708호", ,,보건업,2019-08-14,12월
오스타파라곤3(주),ostarparagon3,오스타파라곤3, ,최재근,기타법인,120111-0608573,122-86-23684,"인천광역시 부평구 부평동 장제로 145, 510 스카이홈", ,,보건업,2012-04-20,12월
와이즈클래스아이,wiseclassi,와이즈클래스아이, ,신철승,기타법인,110111-7918969,295-88-02225,서울특별시 강남구 선릉로129길 23 (논현동)1층, ,,보건업,2021-06-11,12월
와이즈클래스케이,wiseclassk,와이즈클래스케이, ,신철승,기타법인,170111-0807399,134-87-39677,서울특별시 강남구 선릉로129길 23 (논현동), ,,보건업,2021-02-17,12월
주식회사 위드시니어스,"withseniors,co.ltd",위드시니어스, ,유석우,기타법인,110111-1474909,205-81-37907,서울특별시 강남구 역삼2동 706 한화진넥스빌 307호, ,,병원,1997-10-20,12월
유니실버(주),unisilver,유니실버, ,임은순,기타법인,131211-0011630,126-81-46423,경기도 안성시 죽산면 매산리, ,,노인 양로 복지시설 운영업,2000-06-29,12월
의료법인 남우의료재단,NAMWOO MEDICAL FOUNDATION,의료법인남우의료재단, ,김도균,기타법인,206133-0005952,218-82-01678,"전라남도 진도군 진도읍 남문길 12-11 (남동리, 진도전남병원)", ,,일반 병원,2018-01-15,12월
의료법인 노은의료재단,Doeun Hospital ,의료법인노은의료재단, ,박상현,기타법인,154333-0002478,301-82-19811,"충청북도 진천군 문백면 문진로 88-56 (도하리, 도은병원)", ,,보건업,2013-12-18,12월
의료법인 롯데의료재단,LOTTE Medical Foundation,의료법인롯데의료재단, ,안세진,기타법인,135633-0000023,129-82-06301,"경기도 성남시 분당구 대왕판교로 155-7 (금곡동, 보바스기념병원)",www.bobath.co.kr,,요양 병원,2001-06-19,12월
의료법인매그너스의료재단,amstronghospital,의료법인매그너스의료재단, ,손의섭,기타법인,145233-0001564,223-82-03590,강원도 춘천시 서면 율장길 328 (안보리),www.amstrong.org,,병원,2005-03-03,12월
의료법인문원의료재단서울병원,moonweonseoulmedicalcenter,의료법인문원의료재단서울병원, ,조효진,기타법인,244233-0006580,215-82-13442,서울특별시 송파구 오금로 290 (가락동)  서울병원,seoulmedicalcenter.co.kr,,병원,2011-02-01,12월
의료법인백세의료재단,siloamsarang,의료법인백세의료재단, ,실로암사랑요양병원,기타법인,214933-0012092,403-82-10606,"전라북도 익산시 선화로 389 (영등동, 실로암사랑병원)", ,,병원,2007-04-01,12월
의료법인 백송의료재단 ,medical foundation Baek Song ,의료법인백송의료재단, ,이승광,기타법인,134733-0001202,125-82-04280,경기도 평택시 중앙로 338 (합정동), ,,종합 병원,1995-01-01,12월
의료법인 서강의료재단,seoKang hospital,의료법인서강의료재단, ,박병기,기타법인,184133-0008127,563-82-00017,"부산광역시 동구 중앙대로 514 (범일동, 한성기린아파트)201호외",seokang.com,,종합 병원,2015-08-04,12월
의료법인 일민의료재단 세강병원,Sekang Hospital ,의료법인일민의료재단세강병원, ,김징균,기타법인,171833-0008011,145-82-00143,"대구광역시 달서구 구마로 220 (송현동, 세강병원)",www.skhospital.co.kr,,병원,2017-01-02,12월
의료법인 케이엔의료재단 경남요양병원,KN Geriatric Hospital,의료법인케이엔의료재단경남요양병원, ,김원식,기타법인,195133-0005287,841-82-00391,경상남도 창녕군 남지읍 남지중앙로 45 경남요양병원, ,,요양 병원,2021-05-03,12월
의료법인 필 의료재단,FEEL HP,의료법인필의료재단, ,김용래,기타법인,114933-0003919,109-82-07835,서울특별시 강서구 강서로17길 24 (화곡동),www.feelhp.com,,요양 병원,2001-05-19,12월
의료법인한마음의료재단하나병원,Hana general hospital,의료법인한마음의료재단하나병원, ,박중겸,기타법인,154771-0000432,301-82-08556,"충청북도 청주시 흥덕구 2순환로 1262 (가경동, 하나병원)", ,,종합 병원,1995-06-15,12월
의료법인 해솔의료재단,Haesol medical corporation,의료법인해솔의료재단, ,오영호,기타법인,144733-0002563,434-82-00325,"강원도 동해시 중앙로 210 (천곡동, 한마음병원)",www.hanhospital.com,,일반 병원,2021-11-19,12월
의료법인혜원의료재단,Hyewon Medical Foundation,의료법인혜원의료재단, ,박진식,기타법인,124333-0000072,130-82-01679,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",bucheonsjh.co.kr,,종합 병원,1981-07-29,12월
(주) 이 - 호스피탈코리아,E-hospital korea,이-호스피탈코리아, ,김주성,기타법인,170111-0187345,502-81-55825,대구광역시 수성구 중동 267-3,www.e-hospitalkorea.co.kr,,그 외 기타 보건업,2000-12-28,12월
주식회사 인자인,INJAIN CO.LTD.,인자인, ,조동제,기타법인,110111-0810112,219-81-09394,"경기도 부천시 소사구 양지로 27 (괴안동, 인자인케어센터)",bucheon.injaincare.co.kr/,,노인 요양 복지시설 운영업,1992-01-11,12월
주식회사 일산시니어,"ILSAN SENIOR CO., LTD",일산시니어, ,이찬재,기타법인,285011-0289989,640-86-00030,경기도 김포시 김포한강4로 140 (장기동), ,,노인 요양 복지시설 운영업,2015-04-01,12월
재단법인 정헌재단,JUNG-HUN FOUNDATION,정헌재단, ,이영숙,기타법인,134122-0000035,138-82-00693,서울특별시 강남구 테헤란로 516 (대치동), ,,기타 비거주 복지 서비스업,1979-06-25,12월
주식회사 진명해피케어,JINMYUNG HAPPY CARE,진명해피케어, ,김석표,기타법인,170111-0411687,502-86-07065,대구광역시 동구 송라로2길 23 (신천동), ,,방문 복지서비스 제공업,2010-09-09,12월
주식회사 천안돌봄사회서비스센터,cheonandolbomsocialservicecenter,천안돌봄사회서비스센터, ,정경록,기타법인,161511-0111058,312-86-11078,충청남도 천안시 동남구 다가말2길 86-1,www.ecare.or.kr,,그 외 기타 비거주 복지 서비스업,2009-10-06,12월
커넥트중앙 주식회사,"Connect Joongang Co.,LTD",커넥트중앙, ,남주현,기타법인,110111-7713468,740-88-01954,"서울특별시 마포구 상암산로 48-6 (상암동, 중앙일보빌딩) 2층",www.joonganggroup.com/,,그 외 기타 비거주 복지 서비스업,2020-12-11,12월
케어링 주식회사,"Caring Co.,Ltd.",케어링, ,김태성,기타법인,110111-7174256,507-81-15401,"서울특별시 강남구 강남대로 514 (논현동, 두보빌딩) 5층",www.caring.co.kr,,노인 양로 복지시설 운영업,2019-07-17,12월
케어링 커뮤니티케어 주식회사,"Caring Communitycare Co., Ltd.",케어링커뮤니티케어, ,박성복,기타법인,180111-1460417,365-87-02643,부산광역시 수영구 구락로 23 (수영동) 3층 GNC 빌딩, ,,방문 복지서비스 제공업,2022-08-11,12월
케어링케어 주식회사,"Caring Care Co., Ltd.",케어링케어, ,김지수,기타법인,200111-0696810,847-87-03014,"광주광역시 남구 봉선중앙로131번길 12 (봉선동, 가원빌리지) 2층", ,,방문 복지서비스 제공업,2023-05-12,12월
(주)케어맥스,caremax,케어맥스, ,이증연,기타법인,110111-5926261,141-81-46927,"서울특별시 송파구 올림픽로43길 88 (풍납동, 서울아산병원)", ,,그 외 기타 보건업,2016-01-01,12월
주식회사 케이비골든라이프케어,"KB Golden Life Care Co., Ltd.",케이비골든라이프케어, ,양태훈,기타법인,110111-6243995,822-87-00610,"서울특별시 강남구 테헤란로 334 (역삼동, LIG강남빌딩)15층",www.kbgoldenlifecare.co.kr,,노인 요양 복지시설 운영업,2016-11-29,12월
케이티바이오시스(주),KTBiosys.Inc,케이티바이오시스, ,이수열,기타법인,160111-0114415,314-81-40410,서울특별시 서대문구 신촌동 연세대학교 134 연세공학원 412호,www.ktbiosys.com,,그 외 기타 보건업,2001-03-23,12월
투엠케이주식회사,TWO MK CO.,투엠케이, ,양미숙,기타법인,135811-0432442,574-81-02435,경기도 수원시 영통구 이의동 1360, ,,노인 요양 복지시설 운영업,2024-09-04,12월
주식회사 파나마,PANAMA,파나마, ,송영규,기타법인,160111-0476568,618-88-01021,대전광역시 동구 옥천로 195 (판암동), ,,노인 요양 복지시설 운영업,2018-02-07,12월
재단법인 파라다이스복지재단,PARADISE WELFARE FOUNDATION,파라다이스복지재단, ,최윤정,기타법인,110122-0027431,203-82-32922,서울특별시 중구 퇴계로 299 (쌍림동) 3층 파라다이스복지재단,paradise.or.kr,,신체 부자유자 거주 복지시설 운영업,1994-12-21,12월
(주)푸른소나무,"Green pine tree Co., Ltd",푸른소나무,057880,장석열,기타법인,131111-0033389,129-81-25015,"경기도 용인시 기흥구 기흥로 60-1, 제씨동 1405호(구갈동, 기흥아이씨티밸리) -",www.philosyshealthcare.co.kr,,비거주 복지시설 운영업,1998-05-06,12월
재단법인 한국산업보건연구재단 서울DMC건강의원,SEOUL DMC HEALTHCARE,한국산업보건연구재단서울DMC건강의원, ,김선기,기타법인,161522-0000547,860-82-00295,"서울특별시 마포구 성암로 179 (상암동, 한샘상암) 15층",www.dmchc.org,,방사선 진단 및 병리 검사 의원,2018-10-29,12월
(주)행복더하기,"Happy Plus Co., Ltd.",행복더하기, ,유명곤,기타법인,284911-0106756,141-81-30406,경기도 파주시 금물다리길 271 3층(맥금동),www.happy3040.com/www.hdvists.com,,노인 요양 복지시설 운영업,2012-08-09,12월
(주)헬스케어21,HealthCare21,헬스케어21, ,김광연,기타법인,110111-4948018,107-87-77572,"서울특별시 강남구 봉은사로 429 (삼성동, 위즈빌딩)102호",healthcare21.co.kr/,,그 외 기타 보건업,2016-03-31,12월
(재)호주장로교선교회 ,Juridical Person Australian Presbyterian Mission,호주장로교선교회, ,정권섭,기타법인,184122-0000134,604-82-00109,부산광역시 동구 좌천1동 일신기독병원, ,,종합 병원,1924-09-30,12월
(주)화앤담픽쳐스,hwa&dam pictures,화앤담픽쳐스, ,윤하림,기타법인,110111-3696311,211-87-98269,"서울특별시 강남구 도산대로 518 15층 (청담동, 더모자익빌딩)", ,,사회복지 서비스업,2007-06-11,12월
(주)효다움,hyodaoom,효다움, ,강충구,기타법인,201211-0005266,415-81-31039,광주광역시 남구 송하동 329-3, ,,노인 요양 복지시설 운영업,2009-05-12,12월
주식회사 희망세상,Hopeworld Inc.,희망세상, ,정수정,기타법인,135811-0335373,121-87-00929,"경기도 화성시 경기대로 1025-5 (병점동, 병점제일타운), 405호", ,,그 외 기타 보건업,2018-02-27,12월
