회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
2014신보크리에이티브제1차유동화전문 유한회사,"2014 Kodit Creative the 1st Securitization Specialty Co., Ltd.",2014신보크리에이티브제1차유동화전문유한회사, ,장은재,기타법인,110114-0150299,105-88-07460,"서울특별시 마포구 마포대로 122 (공덕동, 신용보증기금빌딩) 18층", ,,그 외 기타 분류 안된 금융업,2014-08-22,12월
2015기보제일차유동화전문 유한회사,"2015 KIBO 1rd Securitization Specialty Co., Ltd",2015기보제일차유동화전문유한회사, ,손정화,기타법인,110114-0167145,676-81-00179,"서울특별시 중구 을지로 79 (을지로2가, 기업은행)", ,,그 외 기타 분류 안된 금융업,2015-08-26,12월
2016기보제삼차유동화전문 유한회사,"2016 KIBO 3 Securitization Specialty Co.,Ltd.",2016기보제삼차유동화전문유한회사, ,안해연,기타법인,110114-0194172,474-88-00612,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩)",.,,그 외 기타 금융업,2016-12-07,12월
2016기보제이차유동화전문 유한회사,"2016 KIBO 2nd securitization specialty Co., Ltd.",2016기보제이차유동화전문유한회사, ,장은재,기타법인,110114-0191798,748-88-00380,"서울특별시 영등포구 은행로 14 (여의도동, 한국산업은행)", ,,그 외 기타 분류 안된 금융업,2016-11-03,02월
2016 기보제일차유동화전문 유한회사,"2016 KIBO 1st Securitization Speecialty Co., Ltd.",2016기보제일차유동화전문유한회사, ,황재영,기타법인,110114-0180791,837-86-00314,"서울특별시 중구 을지로 79 (을지로2가, 기업은행)", ,,그 외 기타 분류 안된 금융업,2016-05-20,12월
2017기보제삼차유동화전문 유한회사,"2017 KIBO 3rd Securitization Specialty Co., Ltd",2017기보제삼차유동화전문유한회사, ,이수민,기타법인,110114-0214293,867-86-00969,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2017-12-01,03월
2017기보제이차유동화전문 유한회사,"2017 KIBO 2nd Securitization Specialty  Co.,Ltd.",2017기보제이차유동화전문유한회사, ,손정화,기타법인,110114-0208551,405-81-11623,"서울특별시 중구 을지로 82 (을지로2가, IBK파이낸스타워)", ,,그 외 기타 분류 안된 금융업,2017-08-10,12월
2017기보제일차유동화전문 유한회사,"2017 KIBO 1st Securitization Specialty Co.,Ltd.",2017기보제일차유동화전문유한회사, ,손정화,기타법인,110114-0202199,693-87-00671,"서울특별시 중구 을지로 82 (을지로2가, IBK파이낸스타워)", ,,그 외 기타 분류 안된 금융업,2017-04-26,08월
2018기보제이차유동화전문유한회사,"2018 KIBO 2nd Securitization Specialty Co.,Ltd.",2018기보제이차유동화전문유한회사, ,심미란,기타법인,110114-0232469,507-87-01082,서울특별시 종로구 새문안로3길 30 2층(내수동), ,,그 외 기타 분류 안된 금융업,2018-11-05,02월
2018기보제일차유동화전문 유한회사,"2018KIBO1st Securitization Specialty Co.,Ltd",2018기보제일차유동화전문유한회사, ,유정란,기타법인,110114-0223426,170-86-01170,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2018-05-16,12월
2018큐씨피13호 사모투자합자회사,2018 QCP 13th Private Equity Fund,2018큐씨피13호사모투자, ,큐캐피탈파트너스(주),기타법인,110113-0024777,427-87-01428,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) 11층", ,,기타 금융업,2019-04-26,12월
2019기보제삼차유동화전문 유한회사,2019kibojesamchayoudongwhyjunmoon limited,2019기보제삼차유동화전문유한회사, ,유정란,기타법인,110114-0250958,117-86-01276,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩) 2층", ,,기타 금융 투자업,2019-11-13,12월
2019기보제이차유동화전문 유한회사,"2019 KIBO 2nd Securitization Specialty Co.,Ltd.",2019기보제이차유동화전문유한회사, ,심미란,기타법인,110114-0247335,557-87-01641,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2019-09-02,12월
2019기보제일차유동화전문 유한회사,"2019 KIBO 1st Securitization Specialty Co., Ltd.",2019기보제일차유동화전문유한회사, ,유정란,기타법인,110114-0241197,283-87-01473,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩) 2층", ,,금융업,2019-04-29,12월
2019제1차스케일업유동화전문 유한회사,"2019 1st Scale-up Securitization Specialty Co., Ltd",2019제1차스케일업유동화전문유한회사, ,한규성,기타법인,110114-0247286,665-87-01471,"서울특별시 중구 을지로 82 (을지로2가, IBK파이낸스타워)", ,,기타 금융업,2019-08-30,12월
2019제2차스케일업유동화전문(유),"2019 2nd Scale-uo Securitization Specialty Co., Ltd.",2019제2차스케일업유동화전문, ,김세현,기타법인,110114-0250601,763-86-01633,"서울특별시 송파구 오금로 62 (신천동, 수협중앙회빌딩)", ,,그 외 기타 분류 안된 금융업,2019-11-07,12월
2020기보제이차유동화전문 유한회사,"2020 KIBO 2nd Securitization Specialty Co., Ltd",2020기보제이차유동화전문유한회사, ,진홍제,기타법인,110114-0267622,889-88-01846,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2020-10-26,02월
2020기보제일차유동화전문(유),"2020 KIBO 1st Securitization Specialty Co., Ltd.",2020기보제일차유동화전문, ,유정란,기타법인,110114-0260064,136-81-35675,서울특별시 종로구 새문안로3길 30 2층(내수동), ,,그 외 기타 분류 안된 금융업,2020-05-14,12월
2020제1차스케일업유동화전문 유한회사,"2020 1st Scale-up Securitization Specialty Co., Ltd.",2020제1차스케일업유동화전문유한회사, ,한규성,기타법인,110114-0265189,829-81-02354,"서울특별시 중구 을지로 82 (을지로2가, IBK파이낸스타워)", ,,그 외 기타 분류 안된 금융업,2020-08-28,12월
2021기보제이차유동화전문 유한회사,"2021 KIBO 2nd Securitization Specialty Co., Ltd.",2021기보제이차유동화전문유한회사, ,조형일,기타법인,110114-0284296,719-88-02056,서울특별시 종로구 새문안로3길 30 (내수동), ,,그 외 기타 분류 안된 금융업,2021-10-08,02월
2021기보제일차유동화전문 유한회사,"2021 KIBO 1st Securitization Specialty Co.,Ltd.",2021기보제일차유동화전문유한회사, ,심미란,기타법인,110114-0276110,170-88-02076,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩) 2층", ,,그 외 기타 분류 안된 금융업,2021-04-26,02월
2021큐씨피제15호 사모투자합자회사,2021QCP15th Private Equity Fund,2021큐씨피제15호사모투자, ,큐캐피탈파트너스주식회사,기타법인,110113-0032655,694-86-02786,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) 11층", ,,금융업,2022-03-28,12월
2022기보제일차유동화전문유한회사,"2022 KIBO 1st Securitization Specialty Co.,Ltd.",2022기보제일차유동화전문유한회사, ,심미란,기타법인,110114-0302600,222-81-36223,"서울특별시 종로구 새문안로3길 30 2층 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2022-10-14,11월
2023기보제이차유동화전문 유한회사,"2023 KIBO 2nd Securitization Specialty Co., Ltd.",2023기보제이차유동화전문유한회사, ,심미란,기타법인,110114-0321890,826-81-03029,"서울특별시 종로구 새문안로3길 30 2층 (내수동, 기술보증기금 내)", ,,그 외 기타 분류 안된 금융업,2023-09-27,11월
2023기보제일차유동화전문유한회사,"2023 KIBO 1st Securitization Specialty Co.,Ltd.",2023기보제일차유동화전문유한회사, ,조형일,기타법인,110114-0313699,188-88-02913,"서울특별시 종로구 새문안로3길 30 2층 (내수동, 대우빌딩)", ,,그 외 기타 분류 안된 금융업,2023-05-12,06월
2024기보제이차유동화전문 유한회사,"2024 KIBO 2nd Securitization Specialty Co., Ltd.",2024기보제이차유동화전문유한회사, ,심미란,기타법인,110114-0346517,451-81-03859,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩), 2층", ,,그 외 기타 분류 안된 금융업,2024-10-11,02월
2024기보제일차유동화전문 유한회사,"2024 KIBO 1st Securitization Specialty Co., Ltd.",2024기보제일차유동화전문유한회사, ,조형일,기타법인,110114-0336592,199-87-03273,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩) 2층", ,,그 외 기타 분류 안된 금융업,2024-05-28,12월
2025기보제이차유동화전문 유한회사,"2025 KIBO 2nd Securitization Specialty Co.,Ltd.",2025기보제이차유동화전문유한회사, ,조형일,기타법인,110114-0037718,832-88-03402,"서울특별시 종로구 새문안로3길 30 2층(내수동, 기술보증기금 내)", ,,그 외 기타 분류 안된 금융업,2025-10-02,02월
2025기보제일차유동화전문 유한회사,"2025KIBO1st Securitization Specialty Co., Ltd.",2025기보제일차유동화전문유한회사, ,박채영,기타법인,110114-0036368,695-86-04017,"서울특별시 종로구 새문안로3길 30 (내수동, 대우빌딩), 2층", ,,그 외 기타 분류 안된 금융업,2025-05-23,08월
3NOD INVESTMENT (HONG KONG) LIMITED,3NOD INVESTMENT (HONG KONG) LIMITED,3NODINVESTMENT(HONGKONG)LIMITED, ,LIU Zhixiong,기타법인, ,35481,"Rooms 2201-03, 22/F., World-Wide House, 19 Des Voeux Road Central, Hong Kong", ,,그 외 기타 분류 안된 금융업,2012-07-09,12월
3노드디지탈그룹유한공사,"3NODDigitalGroupCo.,Ltd.",3노드디지탈그룹유한공사,900010,리유쯔슝,기타법인, ,21611,케이만군도 그랜드케이만조지타운스코티아4층 사서함2804호,www.3nod.com.cn/index/index.aspx,,지주회사,1996-07-03,12월
500메트로 유한회사,"500 Metro Co., Llc",500메트로, ,김윤정,기타법인,110114-0241585,150-88-01369,서울특별시 영등포구 여의대로 60 8층(여의도동),-,,그 외 기타 금융업,2019-05-08,12월
500메트로제이차 유한회사,500 Metro Secondary Ltd,500메트로제이차, ,송향전,기타법인,110114-0246527,873-81-01541,"서울특별시 영등포구 여의대로 60 8층(여의도동, NH투자증권빌딩)", ,,그 외 기타 분류 안된 금융업,2019-08-13,11월
816공간제일차 주식회사,"816 space 1st co., ltd",816공간제일차, ,한송이,기타법인,110111-8887303,264-88-03157,"서울특별시 영등포구 의사당대로 96 39층 (여의도동, TPTower)", ,,기타 금융 투자업,2024-03-07,03월
Aberdeen International Fund Managers Limited,Aberdeen International Fund Managers Limited,AberdeenInternationalFundManagersLimited, ,Alexander Colin BOGGIS,기타법인, ,145551,"Rooms 2603-06,26/F, Alexandra House, 18 Chater Road, Central, Hong Kong", ,,그 외 기타 분류 안된 금융업,1985-01-08,09월
ABN AMRO ASIA SECURITIES LTD,ABN AMRO ASIA SECURITIES LTD,ABNAMROASIASECURITIESLTD, ,DAVID C GUEST,기타법인, ,64,서울특별시 중구 남대문로 5가 581번지 서울시티타워빌딩 11층 에이비엔암로은행 서울지점, ,,증권 중개업,1984-04-06,12월
ABN AMRO ASIA SECURITIES SINGAPORE PTE LTD ,ABN AMRO ASIA SECURITIES SINGAPORE PTE LTD ,ABNAMROASIASECURITIESSINGAPOREPTELTD, ,SOO TSUNG YAN,기타법인, ,12316,서울특별시 중구 남대문로 5가 581번지 서울시티타워빌딩 11층 에이비엔암로은행 서울지점, ,,증권 중개업,1987-10-26,12월
ABN AMRO Nominees Singapore Pte Ltd,ABN AMRO Nominees Singapore Pte Ltd,ABNAMRONomineesSingaporePteLtd, ,Teo Teow Hock & Changez Saleem Jan,기타법인, ,28220,"50 Raffles Place, #32-01 Singapore Land Tower, Singapore 048623",www.abnamroprivatebanking.asia/en/index.html,,"증권 발행, 관리, 보관 및 거래 지원 서비스업",1978-07-24,12월
Above Joy Limited,Above Joy Limited,AboveJoyLimited, ,YEUNG Siu Tung Tony,기타법인, ,1859647,"서울특별시 강남구 테헤란로 133 (역삼동, 한국타이어빌딩) - 대리인주소", ,,그 외 기타 분류 안된 금융업,2015-01-21,12월
abrdn Asia Limited,Aberdeen Asset Management Asia Limited,abrdnAsiaLimited, ,Charles Irby,기타법인, ,199105448E,21 Church Street #01-01 Capital Square Two Singapore 049480,www.aberdeen-asia.com,,기타 금융 투자업,1999-10-28,09월
ABU DHABI INVESTMENT AUTHORITY,ABU DHABI INVESTMENT AUTHORITY,ABUDHABIINVESTMENTAUTHORITY, ,Hussain Al Sayegh,기타법인, ,1322,서울특별시 중구 태평로1가 84번지 서울 파이넨스센터빌딩 22층 스탠다드 차타드 은행, ,,신탁업 및 집합투자업,1976-03-20,12월
Acorn Investment Holdings Ltd.,Acorn Investment Holdings Ltd.,AcornInvestmentHoldingsLtd., ,Qiang Chang Sun,기타법인, ,12376,"Lot 2&3, Level 3, Wisma Lazenda, Jalan Kemajuan 87000, Labuan, Malaysia", ,,기타 금융 투자업,2000-11-29,12월
Admiralty Holding Co Limited,Admiralty Holding Co Limited,AdmiraltyHoldingCoLimited, ,Pan Shuen Wai Nichols,기타법인, ,43385,"서울특별시 중구 퇴계로 100 (회현동2가, 스테이트타워남산)",-,,그 외 기타 분류 안된 금융업,2015-12-31,12월
ADP INVESTMENT,ADP INVESTMENT SUBSIDIARY Ⅲ,ADPINVESTMENT, ,이하욱,기타법인, ,991437,서울특별시 종로구 서린동 영풍빌딩 14층, ,,그 외 기타 분류 안된 금융업,1999-10-08,12월
Advance Photonics Investments Limited,Advance Photonics Investments Limited,AdvancePhotonicsInvestmentsLimited, ,Qinglin Na,기타법인, ,2144660,"Unit 601-2, 6th Floor, Saint Georges Building, 2 Ice House Street,Central Hong Kong", ,,투자 자문업 및 투자 일임업,2014-09-16,12월
"AENEAS PORTFOLIO COMPANY, L.P.","AENEAS PORTFOLIO COMPANY, L.P.","AENEASPORTFOLIOCOMPANY,L.P.", ,"John C, Suglia",기타법인, ,10200,서울특별시 종로구 신문로2가 89-29 씨티코프센터, ,,신탁업 및 집합투자업,2000-02-04,09월
AGNES,AGNES,AGNES, ,LEE Sang Hyun,기타법인, ,50899,"Grand Cayman KY1-1002, Gearge Town, Cayman Islands 4th Floor, Harbour Place, 103 South Church Street, P.O. Box 10240", ,,신탁업 및 집합투자업,2020-09-10,12월
"AIF II NT, Ltd.","AIF II NT, Ltd.","AIFIINT,Ltd.", ,Winston Mok Nai Ngong,기타법인, ,LL03061,"Unit 3(I), Main Office Tower, Financial Park Labuan, Jalan Merdeka, 87000 Labuan F.T., Malaysia", ,,기타 금융 투자업,2001-12-03,12월
AIG-ADIF,AIG-ADIF,AIG-ADIF, ,이상휘(사무소장),기타법인, ,9923,서울특별시 중구 충무로 2가 64-5 한일빌딩 814호, ,,신탁업 및 집합투자업,1999-02-03,12월
AIG-AOF,AIG-AOF,AIG-AOF, ,이상휘(사무소장),기타법인, ,9922,서울특별시 중구 충무로 2가 64-5 한일빌딩 814호, ,,신탁업 및 집합투자업,1999-02-03,12월
AIG Asian Infrastructure Fund II L.P.,AIG Asian Infrastructure Fund II L.P.,AIGAsianInfrastructureFundIIL.P., ,Carolyn Campbell,기타법인, ,12927,"29 Richmond Road, Pembroke HM08, Bermuda", ,,기타 금융 투자업,1997-11-19,01월
"AIG Asian Opportunity Fund, L.P.","AIG Asian Opportunity Fund, L.P.","AIGAsianOpportunityFund,L.P.", ,Ada Tse,기타법인, ,19329,"P.O. Box 309, Ugland House, South Church Street, Grand Cayma", ,,그 외 기타 여신금융업,1999-08-31,12월
"Aioi Nissay Dowa Insurance Co., Ltd.","Aioi Insurance Co., Ltd.","AioiNissayDowaInsuranceCo.,Ltd.", ,코다마 타다시,기타법인, ,0110-01-027739,도쿄도 시부야쿠 에비수 1-28-1, ,,손해 보험업,1918-06-30,03월
AKC GLOBAL INC.,AKC GLOBAL INC.,AKCGLOBALINC., ,MEI Y LEE,기타법인, ,020876,3530 WILSHIRE BLVD #210 LA CA 90010, ,,그 외 기타 분류 안된 금융업,2005-01-22,12월
AK홀딩스(주),"AK Holdings, Inc.",AK홀딩스,006840,"고준, 채형석 (각자 대표이사)",유가증권시장,110111-0029721,113-81-10894,서울특별시 마포구 양화로 188 -,www.aekyunggroup.co.kr,,지주회사,1970-10-13,12월
Alipay Singapore Holding Pte. Ltd.,Alipay Singapore Holding Pte. Ltd.,AlipaySingaporeHoldingPte.Ltd., ,Leiming Chen,기타법인, ,49903,"1 Bras Basah Road, 04-08 Lazada One, Singapore 189554", ,,기타 금융 투자업,2016-05-25,12월
AllianceBernstein L.P.,AllianceBernstein L.P.,AllianceBernsteinL.P., ,"Lewis A, Sanders",기타법인, ,80156720,"1345 Avenue of Americas, New York, NY 10105, U.S.A.", ,,투자 자문업 및 투자 일임업,1971-01-01,12월
Allianz AG, ,AllianzAG, ,Henning Schulte-Noelle,기타법인, ,HR B 7158,"KoeniginStrasse 28, 80 802, Muenchen, Germany",www.allianz.com,,그 외 기타 분류 안된 금융업,1889-09-17,01월
Allianz Finance B.V.,Allianz Finance B.V.,AllianzFinanceB.V., ,"H, Konig",기타법인, ,14006,"Keizersgracht 484, 1017EH Amsterdam, the Netherlands", ,,그 외 기타 분류 안된 금융업,1989-02-20,12월
Allianz Global Investors Asia Pacific Limited,Allianz Global Investors Asia Pacific Limited,AllianzGlobalInvestorsAsiaPacificLimited, ,Raymond Chan,기타법인, ,BFE699,"27/F, ICBC Tower, 3 Garden Road, Central, Hong Kong", ,,투자 자문업 및 투자 일임업,2006-08-14,12월
Allianz Global Investors GmbH,Allianz Global Investors GmbH,AllianzGlobalInvestorsGmbH, ,"Tobias C, Pross",기타법인, ,FCA 419431,"Bockenheimer Landstraß3 42-44, 60323 Frankfurt am Main, Germany", ,,투자 자문업 및 투자 일임업,1955-12-20,12월
ALLIED EUROPEAN INVESTMENTS LIMITED,ALLIED EUROPEAN INVESTMENTS LIMITED,ALLIEDEUROPEANINVESTMENTSLIMITED, ,"Chiang K, Shong",기타법인, ,15790,서울특별시 영등포구 여의도동 동화빌딩 4층 신흥증권,http://,,기타 금융 투자업,2004-01-21,12월
Allied Victory Corporation,Allied Victory Corporation,AlliedVictoryCorporation, ,Juno Secretarial Services Limited,기타법인, ,15491,서울특별시 강남구 삼성동159-9 도심공항타워 14층,http://,,그 외 기타 분류 안된 금융업,1995-12-27,12월
"Altos Korea Opportunity Fund 2, L.P.","Altos Korea Opportunity Fund 2, L.P.","AltosKoreaOpportunityFund2,L.P.", ,"Altos KOF2 Management Partners, LLC",기타법인, ,44317,"Menlo Park, California 94025, USA 2882 Sand Hill, Suite 100", ,,기타 금융 투자업,2015-10-21,12월
"Altos Ventures Ⅲ, L.P.","Altos Ventures Ⅲ, L.P.","AltosVenturesⅢ,L.P.", ,Hodong Nam,기타법인, ,5345106,"2882 Sand Hill Road, Suite 100, Menlo park, California 94025, USA", ,,기타 금융 투자업,2004-11-22,12월
Amaranth Advisors LLC,Amaranth Advisors LLC,AmaranthAdvisorsLLC, ,"Nicholas M, Maounis",기타법인, ,061613383,"One American Lane, Greenwich, Connecticut 06831, U.S.A.",http://http://,,기타 금융 투자업,2001-03-23,12월
Amaranth Fund L.P.,Amaranth Fund L.P.,AmaranthFundL.P., ,Roderick Forrest,기타법인, ,98-0187979,"Chancery Hall, 52 Reid Street, Hamilton HM12, Bermuda", ,,기타 금융 투자업,1998-01-16,12월
Amaranth LLC,Amaranth LLC,AmaranthLLC, ,Robin Bedford,기타법인, ,15503,"28 N. Church St., George Town, Grand Cayman, Cayman Islands",http://,,기타 금융 투자업,2000-07-14,12월
Amazing Microcomputer Inc.,Amazing Microcomputer Inc.,AmazingMicrocomputerInc., ,chen hsi nan,기타법인, ,016415,서울특별시 강남구 역삼동 677-25 큰길타워 6층, ,,금융시장 관리업,1965-09-30,12월
Amazon.com NV Investment Holdings LLC,Amazon.com NV Investment Holdings LLC,Amazon.comNVInvestmentHoldingsLLC, ,Alex Ceballos Encarnacion,기타법인, ,C22372-00,"410 Terry Avenue North Seattle, WA 98109-5210, United States of America", ,,기타 금융 투자업,2000-08-17,12월
"American Century Investment Management, Inc.","American Century Investment Management, Inc.","AmericanCenturyInvestmentManagement,Inc.", ,"William M, Lyons",기타법인, ,8018174,서울특별시 종로구 내자동 세양빌딩, ,,기타 금융 투자업,1958-02-21,12월
American Funds Insurance Series International Fund,American Funds Insurance Series International Fund,AmericanFundsInsuranceSeriesInternationalFund, ,"Chad L, Norton",기타법인, ,95-4257949,"333 South Hope Street, 55th Floor LosAngeles, CA90071 USA", ,,신탁업 및 집합투자업,1983-09-13,12월
