회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
주식회사 강원금속,"KANG WON METAL CO.,LTD",강원금속, ,김덕규,기타법인,141211-0021322,224-81-22915,강원도 원주시 지정면 신평리787,www.kangwonmetal.co.kr,,"비금속류 해체, 선별 및 원료 재생업",2001-07-12,12월
강원바이오에너지(주),"Gangwon Bio Energy Co., Ltd.",강원바이오에너지, ,안상국,기타법인,141211-0057640,224-81-51972,강원도 원주시 저금어지길 456, ,,지정 외 폐기물 처리업,2011-09-21,12월
강인산업(주),kang in,강인산업, ,이경호,기타법인,206411-0013509,416-81-30993,충청남도 당진군 송산면 동곡리 174-2, ,,"금속류 해체, 선별 및 원료 재생업",2001-03-02,12월
(주)강화클린,kanghwaclean corporation,강화클린, ,허찬,기타법인,120111-0386880,137-81-71048,"인천광역시 강화군 불은면 강화동로726번길 126 (고능리, 강화클린)", ,,지정 외 폐기물 처리업,2005-10-26,12월
(주)개암이엔티,"GAEAM ENT Co.,Ltd",개암이엔티, ,박인규,기타법인,210111-0181380,418-81-11949,전라북도 전주시 덕진구 서귀로 150-4 (여의동), ,,"지정 외 폐기물 수집, 운반업",1995-01-04,12월
(주)거단산업,Keodan industry,거단산업, ,박형남,기타법인,131311-0059969,125-81-58192,경기도 평택시 청북읍 청북중앙로 692-23 (고잔리), ,,지정 외 폐기물 처리업,2005-06-02,12월
주식회사 건도개발,Geondo Inc.,건도개발, ,김권택,기타법인,180111-1277424,780-87-01843,부산광역시 사하구 다산로208번길 38 (장림동), ,,건설 폐기물 처리업,2020-12-01,12월
건백산업주식회사,GB environment ind.,건백산업, ,유수명,기타법인,144611-0004814,222-81-10505,"강원특별자치도 삼척시 우지1길 31 (우지동, 건백산업)", ,,건설 폐기물 처리업,1999-08-03,12월
주식회사 건용환경개발,kunyong,건용환경개발, ,김영철,기타법인,115311-0006644,127-81-34648,경기도 연천군 청산면 초대로 136 (대전리), ,,"폐기물 수집, 운반업",1999-10-15,12월
검단에코텍주식회사,Kumdan Ecotech Corporation,검단에코텍, ,김진헌,기타법인,110111-3205659,104-81-93251,인천광역시 서구 검단천로 333, ,,하수 처리업,2005-04-11,12월
경기이엔티 주식회사,"Gyeonggi ENT Co., Ltd.",경기이엔티, ,이정환,기타법인,134811-0410647,442-87-00791,경기도 화성시 남양읍 신남안길 251-95 (신남리),https://wik.co.kr,,건설 폐기물 처리업,2017-06-01,12월
경남기업 주식회사,KyungNam Co.Ltd,경남기업, ,윤민애,기타법인,124311-0005713,130-81-05547,"경기도 부천시 소향로 17 (상동, 두성프라자) 503호", ,,"지정 외 폐기물 수집, 운반업",1980-05-08,12월
(주)경동기업,"KyungDong co.,LTD.",경동기업, ,정광채,기타법인,174811-0052441,515-81-37615,경상북도 경산시 남천면 하도리 754-2 , ,,지정 폐기물 처리업,2009-10-12,12월
경마금속쓰리알(주),"Kyungma Metal 3R..,Co Ltd",경마금속쓰리알, ,김종태,기타법인,110111-1833634,206-81-20277,"서울특별시 성동구 성수일로 18 (성수동1가, 경마금속)", ,,"폐기물 수집, 운반업",2000-01-01,12월
경민철강(주),kyungminsteel.Co.Ltd,경민철강, ,박기언,기타법인,171711-0064574,506-81-54788,충청북도 충주시 엄정면 세고개안길 123-18 (신만리), ,,금속류 원료 재생업,2005-04-06,12월
경산맑은물 주식회사,Gyeongsan Pure Water Co.Ltd.,경산맑은물, ,조영주,기타법인,134111-0547410,720-86-01733,"경기도 안양시 만안구 일직로 88 8층(석수동, 케이타워 본관)", ,,하수 처리업,2020-03-13,12월
경산맑은물길(주),"Gyeongsan Clean Water Way CO.,LTD",경산맑은물길, ,조영주,기타법인,120111-0701848,131-86-59022,경상북도 경산시 경안로 497 (대정동), ,,하수 및 폐수 처리업,2014-03-27,12월
경산에코에너지 주식회사,"Kyeongsan Eco Energy Co.,Lt",경산에코에너지, ,이병진,기타법인,110111-4640325,215-87-55980,"서울특별시 영등포구 여의공원로 111 (여의도동, 여의도태영빌딩)", ,,"폐기물 수집, 운반, 처리 및 원료 재생업",2011-07-05,12월
경인그린텍주식회사,KYUN GREEN TECH CO.LTD,경인그린텍, ,김재우,기타법인,120111-0439043,137-86-06256,인천광역시 서구 길무로 232-13 (오류동), ,,비금속류 원료 재생업,2010-10-01,12월
(주)경주농원,"Co., Ltd. Gyeong Ju Farm",경주농원, ,최환혁,기타법인,171211-0108439,324-86-01331,경상북도 경주시 천북면 천강로 295-260 (화산리), ,,지정 외 폐기물 처리업,2019-03-22,12월
경주바이오텍(주),GYEONGJU BIOTECH CORPORATION,경주바이오텍, ,김종일,기타법인,171211-0036739,505-81-39810,경상북도 경주시 외동읍 문산리 864-6, ,,하수 처리업,2004-09-21,12월
(주)경주산업개발,"Gyeng Ju Industrial Development Co,. Ltd",경주산업개발, ,기노준,기타법인,171211-0051018,505-81-51570,경상북도 경주시 건천읍 건천리 283,-,,지정 폐기물 처리업,2008-04-10,12월
경주에스엠씨 주식회사,"Gyeongju SMC Co.,Ltd.",경주에스엠씨, ,양치호,기타법인,171211-0044675,505-81-45705,경상북도 경주시 외동읍 문산리 864-6, ,,"하수, 폐수 및 분뇨 처리업",2006-09-21,12월
경주엔바이로(주),Kyoungju enviroment,경주엔바이로, ,유재홍,기타법인,110111-4227743,104-86-24593,경상북도 경주시 내남면 반구대로 3027 (노곡리), ,,하수 처리업,2009-11-26,12월
주식회사 경한,"KYUNG HAN CO., LTD.",경한, ,"국만호, 신용환",기타법인,110111-0339170,506-81-10252,경상북도 포항시 남구 대송면 철강산단로 176,http://www.gokh.co.kr,,"금속류 해체, 선별 및 원료 재생업",1982-12-14,12월
(주)고려엠텍,"Koryo M Tech Co., Ltd.",고려엠텍, ,박정이,기타법인,170111-0167587,514-81-36160,대구광역시 달성군 논공읍 비슬로264길 46-11 (상리), ,,금속류 원료 재생업,2000-02-21,12월
고려철재(주),kofeco,고려철재, ,빈옥균,기타법인,110111-1207607,206-81-49895,인천광역시 부평구 송내대로373번길 73 (삼산동),kofeco.com,,"금속류 해체, 선별 및 원료 재생업",1995-11-01,12월
(주)고려환경,korea environment ,고려환경, ,한순일,기타법인,120111-0101791,121-81-19940,인천광역시 중구 도원로 61 (유동), ,,"건설 폐기물 수집, 운반업",1994-12-15,12월
곡성환경(주),Goksung env,곡성환경, ,조영주,기타법인,200111-0187330,408-81-60666,전라남도 곡성군 옥과면 죽림5길 67-23 (죽림리), ,,하수 및 폐수 처리업,2004-01-06,12월
골든에코 주식회사,"Golden Eco Co., Ltd.",골든에코, ,안창욱,기타법인,204611-0058579,389-87-01349,전라남도 광양시 제철로 2412 (금호동), ,,지정 폐기물 처리업,2019-04-03,12월
(주)공감이앤티,Empathy Earth&Technology,공감이앤티, ,김상우,기타법인,110111-5983823,808-81-00359,경상북도 경주시 건천읍 용명공단길 173-160 (용명리), ,,지정 외 폐기물 처리업,2016-02-24,12월
주식회사광메탈,"GWANGMETAL CO.,LTD",광메탈, ,이강준,기타법인,154511-0042913,303-81-55757,충청북도 음성군 생극면 일생로 435-33, ,,"금속류 해체, 선별 및 원료 재생업",2009-09-16,12월
주식회사 광신스크렙,Gwangshinscrap,광신스크렙, ,김인진,기타법인,200111-0100340,410-81-51312,광주광역시 광산구 하남산단7번로 91, ,,"금속류 해체, 선별 및 원료 재생업",1999-06-16,12월
(주)광양환경공사,"Gwangyang Environment Co., Ltd.",광양환경공사, ,김채진,기타법인,206411-0006926,416-81-16690,전라남도 광양시 광양읍 유당로 35 (목성리),kysr.modoo.at//,,"지정 외 폐기물 수집, 운반업",1997-01-21,12월
광주맑은물(주),"Gwangju Clean Water Co., Ltd.",광주맑은물, ,이종윤,기타법인,110111-4309187,104-86-26868,"서울특별시 종로구 인사동7길 32 (관훈동, SK건설빌딩) 8층 일부",없음,,하수 처리업,2010-03-19,12월
광주자원환경주식회사,"GRE. Co.,Ltd",광주자원환경, ,정해복,기타법인,134211-0107668,126-86-27154,경기도 광주시 실촌읍 수양리 423, ,,지정 외 폐기물 처리업,2009-12-30,12월
광진수지 주식회사,kwangjinsooji,광진수지, ,서상훈,기타법인,120111-0450289,137-81-83689,"인천광역시 서구 건지로86번길 33 (가좌동, 광진수지)", ,,비금속류 원료 재생업,2007-10-01,12월
광진폐차산업(주),"KWANG JIN Automotive Dismantling IND Co.,Ltd",광진폐차산업, ,허진행,기타법인,135011-0089645,134-81-46633,경기도 안산시 단원구 성곡동 710-14, ,,"금속류 해체, 선별 및 원료 재생업",1999-06-14,12월
주식회사 구미그린,"Gumi Green CO.,LTD.",구미그린, ,김영호,기타법인,176011-0169810,345-81-02803,"경상북도 구미시 4공단로10길 56 (금전동, 구미매립장)",www.ecorbit.com,,지정 외 폐기물 처리업,2023-12-27,12월
구미맑은물(주),GUMIMAKEUNMUL,구미맑은물, ,윤정환,기타법인,110111-6201901,409-87-00606,"서울특별시 종로구 종로 33 (청진동, 그랑서울)", ,,하수 처리업,2016-10-13,12월
군산그린에너지센터(주),GUNSANGREENENERGYCENTER,군산그린에너지센터, ,이종민,기타법인,110111-5873925,507-88-00187,"서울특별시 종로구 종로 33 (청진동, 그랑서울)", ,,지정 외 폐기물 처리업,2015-10-28,12월
군포에코텍(주),Gunpo Ecotech Corporation,군포에코텍, ,김진헌,기타법인,110111-2629941,104-81-75952,경기도 군포시 호수로 170-85, ,,하수 처리업,2002-10-14,12월
(주)군포종합폐차장,GUNPOJONGHAP AUTO RECYCLING CENTER,군포종합폐차장, ,이선우,기타법인,135111-0115589,123-86-38424,경기도 군포시 공단로 37-1 (당동), ,,"금속류 해체, 선별 및 원료 재생업",2013-05-08,12월
(주)그린바이로,"GREENVIRO.CO.,LTD",그린바이로, ,김영석,기타법인,171711-0110377,506-81-87519,경상북도 포항시 남구 대송면 송덕로 188 (옥명리),www.greenviro.co.kr,,지정 폐기물 처리업,2014-03-01,12월
(주)그린밸리,encompany,그린밸리, ,김정환,기타법인,110111-2291138,215-86-11699,"서울특별시 용산구 독서당로 111 3층 (한남동, 한남더힐제근린생활시설동)", ,,"지정 외 폐기물 수집, 운반업",2001-07-20,12월
주식회사 그린서비스,"GREENS SERVICE Co.,Ltd.",그린서비스, ,이주연,기타법인,171711-0177856,452-81-03041,경상북도 포항시 남구 오천읍 하원로46번길 15-8 (원리) 1층, ,,"지정 외 폐기물 수집, 운반업",2022-11-29,12월
(주)그린순창,Green Sunchang INC.,그린순창, ,조영주,기타법인,160111-0134942,305-81-53570,전라북도 순창군 유등면 향가로 65, ,,하수 처리업,2002-03-19,12월
(주)그린스코,"Greensco CO.,LTD",그린스코, ,박래수,기타법인,110111-0938188,120-81-38186,인천광역시 남동구 고잔동 742-3,없음,,하수 및 폐수 처리업,1993-04-27,12월
그린스톤산업(주),GreenStone Industry Inc.,그린스톤산업, ,조만형,기타법인,280111-0083475,127-86-06564,경기도 양주시 은현면 용암로 143-33 (용암리), ,,건설 폐기물 처리업,2007-09-18,12월
그린에코 주식회사,"Green Eco Co., Ltd",그린에코, ,류용탁,기타법인,230111-0112331,610-81-76849,경상북도 경주시 천북면 오야리 12-65, ,,지정 폐기물 처리업,2005-05-09,12월
그린에코사이클 주식회사,"Green Eco Cycle Co., Ltd.",그린에코사이클, ,조광재,기타법인,110111-5481554,105-88-06651,경기도 평택시 안중읍 서해로 1219-6 (용성리), ,,"폐기물 수집, 운반, 처리 및 원료 재생업",2014-08-01,12월
그린에코솔루션 주식회사,"GREEN ECO SOLUTION CO.,LTD.",그린에코솔루션, ,조광재,기타법인,110111-7808714,696-81-02259,"서울특별시 중구 수표로 34 (저동2가, 씨티센터타워) 7층", ,,지정 외 폐기물 처리업,2021-03-09,12월
(주)그린엔텍,Green entec,그린엔텍, ,김정애,기타법인,120111-0081422,137-81-19760,인천광역시 서구 건지로109번길 54 (석남동), ,,폐수 처리업,1998-03-01,12월
주식회사 그린워터텍,주식회사 그린워터텍,그린워터텍, ,이상복,기타법인,120111-0722232,137-86-49314,인천광역시 서구 중봉대로 374 (원창동) 382-69, ,,폐수 처리업,2014-08-19,12월
주식회사 그린월드,"Green World Co., Ltd.",그린월드, ,신은영,기타법인,141111-0040316,226-81-45817,강원도 강릉시 강동면 임곡로 511 (임곡리), ,,지정 외 폐기물 처리업,2012-07-01,12월
그린이엔티(주),GREEN ENT(Co. Ltd),그린이엔티, ,안성국,기타법인,210111-0067043,405-81-08701,전라북도 전주시 완산구 서신로 19 (서신동) 301호, ,,"건설 폐기물 수집, 운반업",2009-11-19,12월
(주)그린플러스,greenplus Co. Ltd,그린플러스, ,김우순,기타법인,134611-0044317,125-81-84443,경기도 안성시 미양면 개정산업단지로 85 (개정리), ,,지정 외 폐기물 처리업,2009-11-17,12월
(주)그린환경기술,"green environment technology co.,ltd.",그린환경기술, ,이재환,기타법인,115211-0030408,132-81-30703,충청남도 천안시 서북구 성거읍 망향로 903-19, ,,지정 외 폐기물 처리업,1999-05-20,12월
금강도시환경주식회사,KUMKANG CITY ENT,금강도시환경, ,남경호,기타법인,111511-0045108,127-81-46412,경기도 양주시 은현면 은현로 352-39 (봉암리) 20번지, ,,"건설 폐기물 수집, 운반업",2001-05-09,12월
금광개발주식회사,"GEUMGWANG DEVELOPMENT CO., LTD.",금광개발, ,유선주,기타법인,184611-0025036,622-81-19201,경상남도 김해시 삼계동 산120번지,www.goldrecycle.co.kr,,건설 폐기물 처리업,1997-11-15,12월
(주)금광공사,KUM KWANG KONG SA,금광공사, ,김환국,기타법인,200111-0000996,409-81-00282,광주광역시 북구 불태1로 8 (대촌동), ,,"지정 외 폐기물 수집, 운반업",1974-09-13,12월
(주)금륜,"KUMRYUN CO.,LTD.",금륜, ,김옥례,기타법인,194711-0009052,613-81-57744,경상남도 하동군 금성면 경제산업로 507-80 (가덕리), ,,"폐기물 수집, 운반, 처리 및 원료 재생업",2010-08-10,12월
주식회사 금보산업,KEUMBO INDUSTRY,금보산업, ,"강우진, 김진희",기타법인,160111-0507941,269-86-01349,대전광역시 대덕구 대화로132번안길 34-21 (대화동), ,,비금속류 해체 및 선별업,2019-02-20,06월
(주)금성테크,"Keum Sung Tech co,. ltd",금성테크, ,김지환,기타법인,135511-0166378,140-81-12614,"경기도 시흥시 정왕동 1268-4,5 2나 406,406",-,,"금속류 해체, 선별 및 원료 재생업",2005-12-22,12월
금풍재생에너지 주식회사,"Gumfung Jaesaeng Energy Co., Ltd.",금풍재생에너지, ,정재섭,기타법인,194211-0208084,608-81-96065,울산광역시 울주군 삼동면 암리3길 22, ,,지정 폐기물 처리업,2012-12-14,12월
금호그린바이오부산 주식회사,Kumho Green Bio Busan Inc.,금호그린바이오부산, ,한락균,기타법인,180111-1579903,235-87-03375,부산광역시 강서구 낙동남로533번길 41 (녹산동), ,,"지정 외 폐기물 수집, 운반업",2024-11-01,12월
금호그린바이오창원 주식회사,Kumho Green Bio Changwon Inc.,금호그린바이오창원, ,한락균,기타법인,201311-0060987,784-81-00164,"경상남도 창원시 마산회원구 내서읍 광려로 41 (삼계리, 청남우노프라자 제에이동 3층 303호)", ,,"지정 외 폐기물 수집, 운반업",2015-07-20,12월
(주)금호환경,KUMHO ENVIRONMENT ,금호환경, ,김순복,기타법인,134711-0002991,125-81-17207,경기도 평택시 안중면 성해리 161,없음,,지정 외 폐기물 처리업,1987-10-17,12월
기베스(주),GIBES.CO.LTD,기베스, ,문종규,기타법인,180111-0919796,605-86-29242,부산광역시 강서구 생곡산단2로11번길 19 (생곡동),gibes2020@nate.com,,"비금속류 해체, 선별 및 원료 재생업",2014-06-27,12월
주식회사 기은솔루션,"Kieun Solution Co.,Ltd",기은솔루션, ,이기중,기타법인,134811-0707581,333-81-02872,경기도 화성시 장안면 장안로227번길 40-5 (어은리), ,,"지정 외 폐기물 수집, 운반업",2022-09-15,12월
주식회사 기은알에스,"Kieun RS Co.,Ltd",기은알에스, ,이덕희,기타법인,134811-0716491,332-87-02828,경기도 화성시 양감면 용소금각로 2 (용소리), ,,"지정 외 폐기물 수집, 운반업",2022-11-16,12월
기전산업주식회사,gijeon industries,기전산업, ,김종원,기타법인,110111-0318570,139-81-10071,인천광역시 남동구 남동동로34번길 25 (고잔동), ,,"금속류 해체, 선별 및 원료 재생업",1982-05-10,12월
김제에스엠씨 주식회사,Gimjesmc,김제에스엠씨, ,우철식,기타법인,214811-0014012,403-81-59989,전라북도 김제시 검산동, ,,"하수, 폐수 및 분뇨 처리업",2010-09-09,12월
김천그린환경 주식회사,Gimcheon green enviroment company,김천그린환경, ,양승석,기타법인,171311-0012969,510-81-15862,경상북도 김천시 대광동 850, ,,하수 처리업,2005-03-24,12월
주식회사 김해이앤아이,"GIMHAE ENI Co., Ltd.",김해이앤아이, ,이해정,기타법인,151111-0074967,438-81-02084,경상남도 김해시 주촌면 골든루트로66번길 70 (농소리), ,,지정 폐기물 처리업,2020-04-24,12월
(주)깨끗한환경,"clean environment co., ltd.",깨끗한환경, ,박귀연,기타법인,131311-0210115,726-87-01266,경기도 평택시 청북읍 청북중앙로 692-21 (고잔리), ,,지정 외 폐기물 처리업,2019-01-30,12월
꿈에그린 주식회사,"Dream Green Co., Ltd.",꿈에그린, ,유영미,기타법인,134811-0151746,124-86-63800,경기도 화성시 향남읍 장안로 764-30 2동,www.집수조준설.com,,"폐기물 수집, 운반, 처리 및 원료 재생업",2008-02-13,12월
주식회사 나라산업,"NARA INDUSTRY CO.,LTD",나라산업, ,이현진,기타법인,201311-0052835,416-81-90967,전라남도 순천시 해촌길 26 (조례동), ,,금속류 원료 재생업,2013-05-27,12월
(주)나무야처리장,Namuya Recycling Inc.,나무야처리장, ,김용현,기타법인,134211-0239875,762-87-01961,경기도 광주시 고불로 355-9, ,,지정 외 폐기물 처리업,2020-09-29,12월
남양기업(주),namyang enterprise ,남양기업, ,석도준,기타법인,190111-0054475,608-81-56457,경상남도 마산시 진전면 율티리 128-2, ,,"금속류 해체, 선별 및 원료 재생업",2004-07-02,12월
남양나주씨앤지 주식회사,namyangnajooc&g,남양나주씨앤지, ,윤호,기타법인,200111-0276042,409-86-08106,광주광역시 북구 중흥동 712-14 남양빌딩, ,,하수 처리업,2009-06-17,12월
남원산업(주),namwon.co,남원산업, ,정향기,기타법인,110111-0355902,219-81-08231,"서울특별시 강동구 아리수로93길 33 (강일동, 베스트프라자)7층",no1nam1@hanmail.net,,"폐기물 수집, 운반, 처리 및 원료 재생업",1983-09-02,12월
주식회사 남호,Namho,남호, ,"김명숙, 남용진",기타법인,234111-0081160,748-87-00063,경상남도 양산시 산막공단남8길 30, ,,금속류 원료 재생업,2015-06-01,12월
(주)네비엔,"NEVEN Co,.LTD",네비엔, ,이승재,기타법인,174611-0027240,506-81-24566,경상북도 포항시 남구 대송면 송동리 850번지, ,,"금속류 해체, 선별 및 원료 재생업",1996-12-20,12월
네이처이앤티주식회사,natureent inc.,네이처이앤티, ,이호진,기타법인,174611-0005006,506-81-04518,경상북도 포항시 남구 대송면 철강로492번길 49, ,,지정 외 폐기물 처리업,1986-02-27,12월
주식회사 네이처이앤티경주,"Dong yang eco Gyeongju  co., Ltd ",네이처이앤티경주, ,이호진,기타법인,170111-0422634,505-81-65282,경상북도 경주시 외동읍 구어2산단로1길 62, ,,지정 외 폐기물 처리업,2011-02-16,12월
(주)넥스트워터,"NEXT Water CO., LTD.",넥스트워터, ,김인석,기타법인,131111-0532282,677-86-01176,"경기도 성남시 수정구 위례서일로 18 205(창곡동, 더존메디컬타워)",www.ecorbit.com/,,하수 처리업,2018-10-01,12월
녹색자원(주),GREEN RECYCLING,녹색자원, ,이필영,기타법인,170111-0182783,503-81-47478,대구광역시 달서구 성서공단로21길 78 (갈산동), ,,"폐기물 수집, 운반, 처리 및 원료 재생업",2000-10-16,12월
논산그린환경주식회사,NonsSanGreen.Co.Ltd,논산그린환경, ,김양수,기타법인,161311-0017391,308-81-20705,충청남도 논산시 은진면 시묘리, ,,지정 외 폐기물 처리업,2005-04-14,12월
논산아랫물길 주식회사,"Nonsan Sewage Pipe Co., Ltd",논산아랫물길, ,정재환,기타법인,161311-0021251,308-81-24002,충청남도 논산시 계백로665번길 100 (등화동), ,,하수 처리업,2006-04-26,12월
놀뫼환경(주),"NOLMOE ENVIRONMENT CO., LTD.",놀뫼환경, ,서주원,기타법인,161311-0003853,308-81-05970,충청남도 논산시 벌곡면 황룡재로 361-11 (한삼천리), ,,건설 폐기물 처리업,1994-08-31,12월
농업회사법인(주)기반,GIVAN,농업회사법인기반, ,김미서,기타법인,161111-0020835,310-81-31582,충청남도 홍성군 은하면 홍남서로886번길 230 (덕실리) 139,www.givan.co.kr,,축산 분뇨 처리업,2014-11-28,12월
주식회사 누리,"corporation, joint stock company nuri",누리, ,임대옥,기타법인,204311-0028833,409-86-49539,전라남도 나주시 산포면 산남로 141 (등정리)  201호, ,,하수 처리업,2014-09-29,12월
주식회사 뉴그린 ,"Newgreen CO.,LTD",뉴그린, ,김형순,기타법인,110111-1197759,213-86-14351,"경기도 평택시 포승읍 포승공단순환로 602 (원정리, (주)뉴그린)", ,,지정 외 폐기물 처리업,1995-09-21,12월
주식회사 뉴그린에코,"New Green Eco Co.,LTD.",뉴그린에코, ,남곤,기타법인,180111-1361756,816-87-01986,경상북도 김천시 남면 농남로 1071-25 (부상리), ,,"지정 외 폐기물 수집, 운반업",2021-05-10,12월
(주)뉴대성,NEW DAE SEONG CO.LTD,뉴대성, ,이대석,기타법인,161511-0068382,312-81-72503,경기도 안산시 상록구 석호로 348 (본오동) 2층, ,,"방사성 폐기물 수집, 운반 및 처리업",2005-02-01,12월
뉴워터(주),"New Water co,.Ltd",뉴워터, ,김월봉,기타법인,214911-0029580,403-81-51901,전라북도 익산시 왕궁면 온수리 320-1, ,,축산 분뇨 처리업,2008-10-15,12월
주식회사 늘푸른환경,EverGreen Environmental.Co.LTD,늘푸른환경, ,원성남,기타법인,180111-0209999,601-81-30306,부산광역시 영도구 청학2동 1-15, ,,건설 폐기물 처리업,1996-07-04,12월
주식회사 다나에너지솔루션,"Dana Energy Solution Co.,Ltd.",다나에너지솔루션, ,이종석,기타법인,150111-0125323,317-81-14492,충청북도 청주시 청원구 오창읍 여천3길 166 다나에너지솔루션,eco-management.co.kr,,지정 외 폐기물 처리업,2009-08-05,12월
주식회사 다우메탈,"DAUMETAL CO.,LTD",다우메탈, ,최형진,기타법인,110111-3314400,214-87-78525,울산광역시 울주군 온산읍 화산리 333,www.daumetal.com,,"비금속류 해체, 선별 및 원료 재생업",2005-09-29,12월
(주)다원환경,DAWON,다원환경, ,정병관 박건호,기타법인,134811-0031310,124-81-51366,경기도 화성시 송산면 삼존리 649-17, ,,"건설 폐기물 수집, 운반업",1997-08-09,12월
달성맑은물길(주),"Dalsung Clean Waterway Co.,Ltd",달성맑은물길, ,조영주,기타법인,160111-0317770,305-86-16809,대구광역시 달성군 논공읍 논공중앙로 13, ,,하수 및 폐수 처리업,2012-02-28,12월
담양하수관거(주),Damyang-Sewerage Co.Ltd,담양하수관거, ,윤석진,기타법인,110111-3365544,220-87-21798,전라남도 담양군 담양읍 강쟁리, ,,하수 처리업,2005-12-22,12월
대건산업 주식회사,"DAEKEUN INDUSTRY CO., LTD",대건산업, ,김세훈,기타법인,134811-0035156,124-81-54607,경기도 화성시 향남면 동오리 135-5,-,,"비금속류 해체, 선별 및 원료 재생업",1998-02-10,12월
(주)대경산업,"Daekyung Industry Co., LTD",대경산업, ,박주원,기타법인,195311-0007201,611-81-16844,경상남도 합천군 율곡면 임북길 171 (임북리),-,,"금속류 해체, 선별 및 원료 재생업",2008-12-23,12월
대경스틸 주식회사 ,Daekyeong Steal co.ltd,대경스틸, ,이병익,기타법인,200111-0261879,410-86-20584,광주광역시 광산구 도천남길 38-42 (도천동), ,,금속류 해체 및 선별업,2008-07-01,12월
대광에코텍 주식회사,"DAEKWANG ECOTECH Co., Ltd.",대광에코텍, ,유승무,기타법인,280211-0215141,125-86-32881,경기도 양주시 은현면 은현로 352-60, ,,지정 외 폐기물 처리업,2020-08-31,12월
대구에코 주식회사,DAEGUECO.CO.KR,대구에코, ,박한상,기타법인,110111-6561389,630-87-00952,서울특별시 용산구 한강대로 350 (갈월동) 9층, ,,하수 처리업,2017-11-20,12월
(주)대길이에스,DAEGILES,대길이에스, ,"김문회, 김구회",기타법인,115611-0012945,128-81-27761,경기도 파주시 월롱면 영태리 14-7,dgcall@hanmail.net,,"비금속류 해체, 선별 및 원료 재생업",1997-04-29,12월
대길환경 주식회사,WIK Environment Limited,대길환경, ,김영호,기타법인,161211-0009267,307-81-16606,충청남도 공주시 이인면 백제큰길 1096,wik.co.kr/,,"건설 폐기물 수집, 운반업",2001-03-31,12월
(주)대룡이앤씨,DAERYONG E&C,대룡이앤씨, ,이종대,기타법인,135011-0105558,134-81-59399,경기도 안산시 단원구 목내동 396-1, ,,"폐기물 수집, 운반, 처리 및 원료 재생업",2000-08-22,12월
대륙자원(주),daeruckresources co.ltd.,대륙자원, ,조영춘,기타법인,110111-0284862,107-81-11689,서울특별시 영등포구 문래동6가 5-2 문래아카데미8층, ,,"금속류 해체, 선별 및 원료 재생업", ,12월
