회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
가림종합건설 주식회사,"GALIM E&C co.,ltd",가림종합건설, ,윤정무,기타법인,135811-0249326,124-87-50170,강원도 홍천군 북방면 중화계로 41 1층(중화계리), ,,종합 건설업,2014-05-23,12월
(주)가보이앤씨,GABOENC,가보이앤씨, ,송임철,기타법인,211311-0008597,407-81-26739,"전라남도 무안군 망운면 조산길 6-5 (목동리, 장터골목집)", ,,비주거용 건물 건설업,2013-06-04,12월
(주)가비건설,GABI,가비건설, ,최재갑,기타법인,180111-1138105,517-88-00767,부산광역시 동래구 안남로 90 4층(안락동), ,,아파트 건설업,2018-02-01,12월
가산건설주식회사,KASAN CONSTRUCTION CO.LTD,가산건설, ,노희운,기타법인,160111-0003949,305-81-03992,경기도 수원시 영통구 센트럴타운로100번길 20 5층(이의동),kasanenc.com/,,조경 건설업,1980-09-01,12월
주식회사 가산종합건설,Gasan Construction Co. ltd.,가산종합건설, ,고경권,기타법인,135811-0111781,124-86-28972,"경기도 수원시 장안구 팔달로259번길 34 4층 (영화동, 구산빌딩)",www.gasan9696.co.kr,,종합 건설업,2005-01-28,12월
가산토건주식회사,"Gasan Construction Co.,LTD",가산토건, ,"조경구, 조남설",기타법인,201111-0001167,411-81-01343,전라남도 목포시 산정동 1082-7번지,없슴,,"항만, 수로, 댐 및 유사 구조물 건설업",1980-10-27,12월
가성건설(주),"Gaeseong Construction Co., Ltd.",가성건설, ,곽복희,기타법인,210111-0015919,402-81-21461,전라북도 전주시 완산구 능안자구길 29 (삼천동3가), ,,포장 공사업,1995-08-17,12월
주식회사 가야이에스씨,GAYA ENGINEERING OF STEEL CONSTRUCTION CO.LTD,가야이에스씨, ,윤병국,기타법인,195111-0011389,608-81-70667,경상남도 창녕군 대합면 등지리 888, ,,전문직별 공사업,2008-02-14,12월
주식회사 가야종합건설,Gaya construction co. Ltd,가야종합건설, ,"허한태, 김녹훈",기타법인,195511-0183148,633-86-00070,경상남도 김해시 가야로157번길 32-4 (삼계동), ,,아파트 건설업,2015-04-29,12월
(주)가야종합건설,KAYA Construtian co.ltd.,가야종합건설, ,김민태,기타법인,110111-0566830,216-81-02790,서울특별시 중랑구 중화동 301-29 주택은행 4층,KAYA101.CO.KR,,아파트 건설업,1988-04-01,12월
주식회사 가야종합건설,Gaya. Co,가야종합건설, ,신상우,기타법인,200111-0127691,410-81-62139,광주광역시 서구 쌍촌동 1239-7,egaya.com,,아파트 건설업,2001-01-12,12월
가야철도(주),Gaya Railroad,가야철도, ,유제헌,기타법인,110111-3682378,101-86-32060,"서울특별시 종로구 인사동길 12 14층 1404호 (인사동, 대일빌딩)", ,,"교량, 터널 및 철도 건설업",2007-05-21,12월
가양종합건설(주),"Gayang Consruction Co.,Ltd.",가양종합건설, ,김용국,기타법인,134511-0069820,135-81-62219,경상남도 사천시 사천읍 선인리 647-4, ,,아파트 건설업,2003-04-08,12월
(주)가연,Combustion of a corporation,가연, ,전병호,기타법인,124411-0310912,647-88-02294,경기도 김포시 돌문로 43 (사우동) 2층, ,,사무ㆍ상업용 및 공공기관용 건물 건설업,2021-10-29,12월
(주)가온,"GAON CO.,LTD",가온, ,문유나,기타법인,200111-0529318,226-88-01012,전라남도 담양군 월산면 담장로 407 2122 (부전동),-,,단독 주택 건설업,2018-05-09,12월
주식회사 가온개발,Ltd. gaon develoment,가온개발, ,이희동,기타법인,284911-0138759,525-88-00036,경기도 고양시 일산서구 덕산로173번길 85-47 (가좌동), ,,사무ㆍ상업용 및 공공기관용 건물 건설업,2015-04-28,12월
가온개발산업,rkdhsroqkftksdjq,가온개발산업, ,이관식,기타법인,200111-0644801,482-81-02285,광주광역시 북구 하남대로 675 (동림동),ks660524@hanmail.net,,시설물 유지관리 공사업,2021-08-25,12월
주식회사가온개발산업,kaon,가온개발산업, ,박강호,기타법인,220111-0240499,208-86-02775,제주특별자치도 제주시 선덕로3길 44 (연동)2층201호, ,,종합 건설업,2022-05-31,12월
주식회사가온건설,gaone,가온건설, ,배주열,기타법인,131311-0154230,378-87-00184,"경기도 평택시 상서재로 50 (동삭동, 평택센트럴자이4단지)", ,,사무ㆍ상업용 및 공공기관용 건물 건설업,2015-08-26,12월
주식회사 가온이앤씨,gaone&c,가온이앤씨, ,"박한재, 김정인",기타법인,180111-1334901,146-86-02292,"부산광역시 사하구 윤공단로 14 14,3층(다대동)", ,,시설물 유지관리 공사업,2021-01-07,12월
주식회사가온주택건설,KAWON,가온주택건설, ,장금환,기타법인,110111-5442358,119-86-89910,"서울특별시 금천구 시흥대로73길 11 (시흥동, 무지개아파트)",ley0109@hanmail.net,,기타 공동 주택 건설업,2014-06-18,12월
(주)가우리안,PS''Tech Corporation,가우리안, ,김동준,기타법인,115911-0074006,128-81-77349,경기도 고양시 일산동구 무궁화로 20-38 로데오탑프라자빌딩 7층 (장항동),www.ps-tech.co.kr,,전문직별 공사업,2002-11-22,12월
(주)가원아이,Gawon i,가원아이, ,오양원,기타법인,110111-1177909,209-81-16525,서울특별시 성북구 성북동 132-3 운석빌딩 3층,www.gawonet.com,,전문직별 공사업,1995-07-18,12월
가원이엔씨(주),gawon engineering&construction,가원이엔씨, ,박기경,기타법인,110111-2835217,215-86-46558,경기도 하남시 창우동 523 하남벤처센타 701호,www.gawonenc.com,,전문직별 공사업,2005-04-15,12월
가은건설(주),"ka eun construction Co., Ltd.",가은건설, ,신재영,기타법인,200111-0368899,410-86-74964,"광주광역시 광산구 월계로 223-22 403호 (쌍암동, 윤진리안채)", ,,비주거용 건물 건설업,2013-05-15,12월
주식회사 가은종합건설,"GAEUN CONTSTRUCTION CO., LTD.",가은종합건설, ,김병화,기타법인,110111-4865593,107-87-70832,서울특별시 광진구 자양로 246 (구의동),www.gecon.co.kr,,주거용 건물 건설업,2012-05-10,12월
가이아건설(주), ,가이아건설, ,황규철,기타법인,120111-0202143,131-81-50837,인천광역시 남동구 구월동 1154-4, ,,아파트 건설업,1999-10-01,12월
(주)가이아글로벌 ,"GAIA GLOBAL Co.,Ltd.",가이아글로벌, ,박명권,기타법인,110111-2594722,114-86-21399,서울특별시 서초구 방배로 143 3층 (방배동), ,,기타 옥외 시설물 축조 관련 전문공사업,2002-09-01,12월
주식회사 가이엔지니어링,"GUY ENGINEERING CO.,LTD",가이엔지니어링, ,조성인,기타법인,110111-0243553,211-86-12153,서울특별시 강남구 논현동 206-1 대티빌딩 2층, ,,비주거용 건물 건설업,1995-12-27,12월
가인주택개발 주식회사,"Kain Housing Development Co., Ltd.",가인주택개발, ,정남원,기타법인,110111-2354168,214-86-92423,서울특별시 동작구 상도2동 24-120, ,,아파트 건설업,2001-10-17,12월
주식회사 가인주택건설,"GAINHOUSECONSTRUCTION CO.,LTD",가인주택건설, ,유상근,기타법인,170111-0450586,514-81-80220,대구광역시 남구 성당로 74-2 (대명동), ,,주거용 건물 건설업,2012-01-31,12월
가치와사람,-,가치와사람, ,김명구,기타법인,110111-0525787,206-81-62165,경기도 고양시 일산구 장항동 775-1/2 일산마이다스 322,-,,아파트 건설업,1987-03-31,12월
가현건설(주),"GA HYUN CONSTRUCTION CO., LTD.",가현건설, ,김기성,기타법인,194211-0023242,609-81-27090,경상남도 창녕군 남지읍 남지리 988-1,없음,,도로 건설업,1996-08-30,12월
(주) 가화건설,"Kahwa, Inc",가화건설, ,김병균,기타법인,180111-0374370,621-81-45249,부산광역시 기장군 기장읍 차성동로 167-10 상가 301호, ,,주거용 건물 건설업,2001-08-24,12월
각산건설(주),GAKSAN CONSTRUCTION  COMPANY,각산건설, ,김정종,기타법인,110111-1149031,210-81-19653,서울특별시 중구 신당6동 52 33 각산타운2층, ,,주거용 건물 건설업,1995-06-29,12월
(주)감계개발,GAMGYE D&C,감계개발, ,채규빈,기타법인,110111-3486712,220-87-32335,서울특별시 강남구 신사동 성도빌딩 9층, ,,아파트 건설업,2006-07-01,12월
감로건설 (주),"Kamro Construction Co., Ltd.",감로건설, ,전완준,기타법인,110111-1505829,215-81-68071,서울특별시 서초구 서초동 1543-11 산우빌딩 702호,www.kamro.com,,전문직별 공사업,1998-01-22,12월
주식회사 감브이엔씨,GAMB ENC,감브이엔씨, ,김호우 홍성표,기타법인,170111-0276239,502-81-77703,대구광역시 수성구 수성동3가 290 3층,-,,아파트 건설업,2004-11-16,12월
갑을개발(주),"Kabool Engineering construction co., ltd.",갑을개발, ,이용수,기타법인,170111-0001793,502-81-27090,대구광역시 남구 대명동 1647-3,www.kbec.co.kr,,아파트 건설업, ,12월
주식회사 갑을건설,Kab Eul Construction co. Ltd,갑을건설, ,김종욱,기타법인,180111-0129395,607-81-30755,부산광역시 금정구 두구죽전1길 48 (두구동), ,,건물 건설업,1992-07-01,12월
갑을공영종합건설주식회사,"GAPEUL CONSTRUCTION Co.,Ltd.",갑을공영종합건설, ,김명기,기타법인,110111-1355167,214-86-12787,서울특별시 서초구 양재동 209-5, ,,아파트 건설업,1996-12-20,12월
(주)갑일건설,"Gobil Construction Co.,Ltd.",갑일건설, ,윤태성,기타법인,200111-0035034,408-81-17228,광주광역시 남구 주월동 1152 상가동, ,,전문직별 공사업,1992-09-01,12월
(주)강구토건,KANGGU ENGINEERING & CONSTRUCTION,강구토건, ,"이재균, 이재관",기타법인,110111-0586812,214-81-00724,"서울특별시 마포구 희우정로 16 (합정동, 리버아인아파트) 8층",kanggu,,전문직별 공사업,1988-09-01,12월
강남건설(주),"gangnam construction co., ltd.",강남건설, ,서운수,기타법인,180111-0085456,604-81-10920,부산광역시 사하구 다대동 1506-1, ,,전문직별 공사업,1989-02-16,12월
강남건영 주식회사,"KANG NAM GUNYOUNG CO., LTD.",강남건영, ,신승호,기타법인,110111-0328412,214-81-10839,"서울특별시 서초구 서운로1길 12 (서초동, 강남빌딩) 10층", ,,아파트 건설업,1964-11-23,12월
강남건축(주),kangnam construct ,강남건축, ,황준석,기타법인,110111-5958389,505-88-00181,서울특별시 강남구 테헤란로70길 14-10 (대치동) 남양빌딩 10층, ,,기타 공동 주택 건설업,2016-01-19,12월
강남메트로㈜,"Gangnam Metro Co.,Ltd.",강남메트로, ,양동완,기타법인,110111-7665445,630-81-01963,"서울특별시 종로구 종로 33 (청진동, 그랑서울)", ,,토목시설물 건설업,2020-10-28,12월
(주)강남종합건설," Gangnam  Construction Co.,Ltd",강남종합건설, ,송영춘,기타법인,110111-4786286,214-88-91393,"서울특별시 강동구 천호대로 1156-20 (둔촌동, 상상프리) 202호", ,,종합 건설업,2012-02-01,12월
강동산단주식회사,"KANG DONG INDUSTRIAL COMPLEX CO,. LTD.",강동산단, ,오세곤,기타법인,171211-0080926,505-81-81375,경상북도 경주시 강동면 강동산단로 61 (왕신리),www.igangdong.co.kr,,지반조성 건설업,2014-08-01,12월
주식회사강릉주택,KANG NUNG JU TAEK CO.LTD.,강릉주택, ,심형섭,기타법인,141111-0001269,226-81-02220,강원도 강릉시 하평길 54 (포남동), ,,아파트 건설업,1984-03-09,12월
주식회사 강림건설,"KangLim Construction Co.,Ltd ",강림건설, ,강경구,기타법인,134411-0014570,126-81-42446,경기도 평택시 이충동 492∼4 광산타워빌딩 6층 601호, ,,기타 토목시설물 건설업,1999-11-29,12월
주식회사 강명,"KANG MYUNG CO., LTD.",강명, ,손영백,기타법인,180111-0391720,606-81-72470,부산광역시 강서구 신호동 211-1,-,,비주거용 건물 건설업,2002-01-10,12월
강명종합건설(주),KANGMYUNG TOTAL CONSTRUCTION,강명종합건설, ,손영덕,기타법인,180111-0643246,606-86-11987,부산광역시 강서구 신호산단1로 220-3 (신호동),www.kangmyung.co.kr/wave/01/01,,제조업 및 유사 산업용 건물 건설업,2008-09-01,12월
강보건설주식회사,"KANGBO CONSTRUCTIOC.CL.LTD.,",강보건설, ,현대관,기타법인,110111-0967004,114-81-55201,서울특별시 서초구 방배1동 908-25, ,,전문직별 공사업,1993-08-25,12월
강산개발(주),"KANG SAN DEVELOPMENT CO., LTD",강산개발, ,박재준,기타법인,110111-0233520,220-81-20365,서울특별시 강남구 도곡로1길 25 (역삼동) 강산빌딩 5층, ,,전문직별 공사업,1978-06-05,12월
강산건설(주),"KANG SAN CONSTRUCTION CO., LTD",강산건설, ,박윤배,기타법인,110111-0337653,220-81-20370,서울특별시 강남구 도곡로1길 25 (역삼동), ,,종합 건설업,1982-11-01,12월
주식회사 강산건설산업,KANGSAN CONSTRUCTION CORPORATION,강산건설산업, ,채종백,기타법인,120111-0984915,872-88-01227,"인천광역시 남동구 은청로 16-7 403호(고잔동, 삼일빌딩)", ,,아파트 건설업,2019-02-25,12월
강산전기(주),"Gang San Electric co., LTD",강산전기, ,이돈효,기타법인,200111-0613062,669-86-02077,전라북도 김제시 백산면 지평선산단5길 183 (부거리), ,,일반전기 공사업,2020-10-06,12월
강성건설주식회사,kangseong,강성건설, ,김정호,기타법인,110111-5036242,107-87-85034,"서울특별시 영등포구 경인로 706 (문래동1가, 한양빌딩) 지하2층", ,,주거용 건물 건설업,2013-01-03,12월
강우기업(주),KangWu Engineering&Construction Co. LTD.,강우기업, ,이은아,기타법인,110111-0392582,214-81-08274,서울특별시 서초구 서초동 1660-6,www.Kangwu.co.kr,,전문직별 공사업,1982-06-19,12월
강원나래관주식회사,gangwonnarae,강원나래관, ,윤치현,기타법인,200111-0240964,409-81-95983,광주광역시 북구 중흥동 712-14 남양빌딩,없음,,종합 건설업,2007-04-23,12월
강원아이앤디,"KANG WON INDUSTRY & DEVELOPMENT Co., Ltd",강원아이앤디, ,윤영선,기타법인,180111-0534586,621-81-64547,부산광역시 금정구 남산동 970-6 원재빌딩 3층, ,,아파트 건설업,2005-10-20,12월
주식회사 강원이솔루션,"Kangwon E-solution co.,Ltd",강원이솔루션, ,신진용,기타법인,134211-0127575,126-86-49366,"경상북도 경주시 외동읍 제내못안길 1-34 (제내리, (주)강원이솔루션)", ,,기타 건물 관련설비 설치 공사업,2012-02-14,12월
강원학교관리(주),Kangwon school management co.ltd,강원학교관리, ,이동,기타법인,110111-3432913,214-87-87999,서울특별시 서초구 서초3동 1706-5, ,,전문직별 공사업,2006-04-13,12월
강진문화원주식회사,KANG JIN MUN HWA WON CO.LTD,강진문화원, ,이석형,기타법인,200111-0255640,409-86-00778,"경상남도 진주시 진주대로 897 (강남동, 대경빌딩)12층", ,,비주거용 건물 건설업,2008-02-20,12월
주식회사 강진참사랑의료원,kangjinchamsalasng,강진참사랑의료원, ,공관식,기타법인,134111-0173679,138-81-50779,경기도 안양시 동안구 관양동 954-2 고려개발안양연구소 22, ,,기타 비주거용 건물 건설업,2009-01-12,12월
(주)강한건설,"KANGHAN CONSTRUCTION CO.,LTD",강한건설, ,강민석,기타법인,200111-0430672,190-87-00094,광주광역시 광산구 사암로 209, ,,아파트 건설업,2015-06-01,12월
주식회사강호개발,kangho,강호개발, ,박강호,기타법인,161511-0119044,312-86-17937,제주특별자치도 제주시 선덕로3길 44 (연동)2층, ,,종합 건설업,2010-06-21,12월
강희개발 주식회사,"Kanghee development Co., Ltd.",강희개발, ,하학명,기타법인,131411-0370181,282-86-00455,"경기도 안산시 단원구 광덕대로 145 (고잔동, 강희그랜드오피스텔) 309-1호", ,,건물 건설업,2016-07-06,12월
(주)개성건설,Kaesung Construction,개성건설, ,박형국,기타법인,110111-1106180,110-81-31639,경기도 안양시 만안구 수리산로48번길 47 존스빌 1층 (안양동), ,,주거용 건물 건설업,2003-01-15,12월
(주)개성토건,Corp.GAESUNG CONSTRUCTION ,개성토건, ,김양묵,기타법인,214911-0011793,403-81-17882,"전라북도 익산시 오산면 군익로 252 (장신리, (주)동양건설기계)", ,,도로 건설업,1999-01-01,12월
주식회사 개오망디자인,Gaeomang.Co.Ltd,개오망디자인, ,이만희,기타법인,110111-0864292,211-81-82519,서울특별시 강남구 신사동 526-10,-,,전문직별 공사업,1995-01-03,12월
개일건설(주),kaeil construction.co,개일건설, ,김남균,기타법인,110111-1921554,214-86-53298,"서울특별시 서초구 서초중앙로 63 (서초동, 리더스빌딩)  905호",kaeil2000@hanmail.net,,전문직별 공사업,2000-03-28,12월
개천산업(주),"OPEN SKY INDUSTRIAL CO., LTD.",개천산업, ,홍수표,기타법인,110111-1134115,101-81-76103,서울특별시 종로구 경운동 고합빌딩, ,,비주거용 건물 건설업,2001-11-14,03월
주식회사 갤럭시,"JEJU GALAXY Inc, Co., Ltd",갤럭시, ,고영식,기타법인,220111-0081629,616-81-84653,제주특별자치도 제주시 남성로 33 (용담일동), ,,주거용 건물 건설업,2011-03-16,12월
