회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
주식회사 광동유통,Kangdong Youtong,광동유통, ,김길웅,기타법인,171111-0006578,508-81-08131,"경상북도 안동시 풍산읍 풍산태사로 1913-40 (계평리, 서안동휴게소)", ,,출장 음식 서비스업,2000-01-12,12월
주식회사 광온,"kwangon Co.,Ltd.",광온, ,진용헌,기타법인,180111-1458529,374-87-02517,부산광역시 수영구 광남로 68 (남천동), ,,호텔업,2022-07-29,12월
(주)광주관광호텔,KWANG JU RESORTS HOTEL.CO.LTD,광주관광호텔, ,"조시형, 이진수",기타법인,134211-0030554,126-81-38525,경기도 광주시 남종면 분원리 250-3,www.hotelariahous.com,,호텔업,1999-06-11,12월
(주)구루라이프스타일,"Gurulifestyle Co., Ltd.",구루라이프스타일, ,김두성,기타법인,110111-4178285,114-86-75954,"서울특별시 용산구 이태원로 270 (한남동, 호성빌딩)", ,,서양식 음식점업,2009-09-14,12월
국도관광개발 주식회사,"Kuk Do Tourism Development Co.,Ltd.",국도관광개발, ,이교상,기타법인,110111-0015605,202-81-41931,서울특별시 중구 을지로 4가 310,www.hotelkukdo.com,,호텔업,1946-10-15,12월
(주)국도타운, ,국도타운, ,박광준,기타법인,180111-0350338,602-81-19866,부산광역시 중구 남포동6가 91번지, ,,서양식 음식점업,2001-02-03,12월
주식회사 국제관광호텔,HOTEL KUKJE,국제관광호텔, ,강석문,기타법인,180111-0031441,604-81-02814,부산광역시 동구 범일동 830-62,www.hotelkukje.com,,호텔업,1978-09-12,12월
(주)국제스카이웨이호텔,International SkyWayHotel,국제스카이웨이호텔, ,김의재,기타법인,110111-0102056,209-81-01245,서울특별시 성북구 성북동 산5-1, ,,음식점업,1969-08-04,12월
주식회사 국제스테이,KUKJEHOTEL,국제스테이, ,김영훈,기타법인,200111-0012371,410-81-05424,"광주광역시 남구 봉선로 8 (주월동, 국제호텔)", ,,호텔업,1988-05-01,12월
군산스테이 주식회사,GUNSANSTAY,군산스테이, ,박정호,기타법인,230111-0286665,324-81-02257,"전북특별자치도 군산시 성산면 철새로 56 (성덕리, 군산스테이관광호텔)", ,,호텔업,2017-12-19,12월
주식회사 굿모닝뷰,GOOD MORING VIEW,굿모닝뷰, ,김정오,기타법인,180111-1091618,482-88-00592,울산광역시 남구 삼산로383번길 6-17 (삼산동), ,,호텔업,2017-04-24,12월
주식회사그랜드관광호텔,"TAEGU GRAND HOTEL Co.,Ltd",그랜드관광호텔, ,서윤자,기타법인,170111-0034330,502-81-10323,"대구광역시 수성구 동대구로 305 (범어동, 그랜드관광호텔)",www.taegugrand.co.kr,,호텔업,1988-05-10,03월
그랜드애플,Grandapple,그랜드애플, ,김선희,기타법인,180111-1126910,777-88-00826,"부산광역시 해운대구 센텀1로 25 (우동, 센텀한샘빌딩) 5층 6층", ,,서양식 음식점업,2017-11-28,03월
주식회사 그랜드팰리스호텔익산,Grandpalacehoteliksan,그랜드팰리스호텔익산, ,"김지원, 조용환",기타법인,214911-0048275,167-86-00461,"전라북도 익산시 목천로1길 9 (평화동, 그랜드호텔)",www.iksangrandhotel.co.kr,,호텔업,2016-05-24,12월
(주)그랜드호텔,Grand Hotel,그랜드호텔, ,이종순,기타법인,110111-1188154,117-81-14572,경기도 의정부시 의정부동 199-3, ,,호텔업,1995-08-21,12월
주식회사 그린라군,GREEN LAGOON,그린라군, ,오경오,기타법인,141311-0020968,175-87-01207,경기도 양주시 남면 개나리18길 27 (신산리),www.greenlagoon.co.kr/,,호텔업,2018-09-14,12월
그린랜드센터제주 유한회사,"Greenland Center Jeju Co.,Ltd",그린랜드센터제주, ,GU XIAFANG,기타법인,220114-0005285,616-86-18293,"제주특별자치도 제주시 1100로 3351 7층 (노형동, 세기빌딩)", ,,휴양콘도 운영업,2014-06-16,12월
주식회사 그린빌라,Hotel Green Villa Cheju,그린빌라, ,최용자,기타법인,110111-0271819,107-81-34718,서울특별시 영등포구 양평4가 156-1,www.green.kol.net,,호텔업,1980-03-28,12월
주식회사 그린씨앤디,GREEN C&D,그린씨앤디, ,지필근,기타법인,110111-4754598,108-81-99320,"서울특별시 동작구 대방동15나길 20-5 지하1층(대방동, 그린플러스대방해담채)",hotelhaedamchae.com,,호텔업,2011-12-20,12월
(주)그린앤블루,"GREEN AND BLUE CO., LTD",그린앤블루, ,김영배,기타법인,110111-0624737,120-81-49311,서울특별시 서초구 잠원 28-1, ,,휴양콘도 운영업,1989-04-20,12월
주식회사 그린익스프레스파크,Green-Express Park.Co,그린익스프레스파크, ,권혁희,기타법인,135511-0229978,140-81-57533,경기도 시흥시 서울외곽순환고속도로 105 (조남동), ,,한식 음식점업,2011-10-19,12월
(주)그린캐슬,Green Castle Inc.,그린캐슬, ,이장우,기타법인,110111-2321266,120-86-28607,서울특별시 강남구 삼성동 109-15, ,,호텔업,2001-11-09,12월
주식회사 그린트리,Green Tree,그린트리, ,홍성용,기타법인,210111-0088578,402-86-00587,전라북도 완주군 이서면 오공로 21-19 이서면 갈산리 665-16번지,www.classichotelgt.com,,호텔업,2013-12-01,12월
근화관광개발 주식회사,"kunhwa tour development Co,. Ltd",근화관광개발, ,이애자,기타법인,201111-0051310,150-86-01007,전라남도 목포시 용당로 209 (용당동), ,,호텔업,2017-12-20,12월
글래드호텔앤리조트(주),"GLAD HOTELS & RESORTS CO., LTD.",글래드호텔앤리조트, ,이정은,기타법인,220111-0001536,616-81-01370,제주특별자치도 제주시 노연로 80 (연동),www.glad-hotels.com/,,호텔업,1977-06-24,12월
글레즈하임호텔주식회사,Gladsheim Hotel,글레즈하임호텔, ,정성훈,기타법인,224111-0027794,519-81-00084,제주특별자치도 서귀포시 이어도로 777 (강정동),www.gladsheim-hotel.com,,호텔업,2015-04-24,12월
주식회사 글로벌시티,"Global City Co., Ltd.",글로벌시티, ,주석진,기타법인,180111-1340487,401-87-01969,"부산광역시 강서구 유통단지1로 76 (대저2동, 건축자재판매단지) 4동201호", ,,여관업,2021-02-01,12월
글로우 주식회사,"Glow Co., Ltd",글로우, ,조원기,기타법인,284911-0262045,435-88-02027,"경기도 파주시 정담길 41 가동 302호 (아동동, 영창빌딩)", ,,기타 일반 및 생활 숙박시설 운영업,2021-10-14,12월
(주)금강웰빙푸드,kumkangfood,금강웰빙푸드, ,김정순,기타법인,161511-0103667,312-86-05014,"충청남도 천안시 서북구 오성로 64 충남 천안시 서북구 오성로 64, 3층",kumkangfood.co.kr/,,기관 구내식당업,2009-01-05,12월
금돌산개발(주),KUM DOL SAN,금돌산개발, ,최금열,기타법인,110111-0892409,129-81-13275,경기도 성남시 분당구 금곡동 157,www.New town hotel.Co.Kr,,호텔업,1992-09-26,12월
주식회사 금보,"KEUMBO CO.,LTD",금보, ,조태근,기타법인,194211-0237950,821-81-00013,경상남도 창원시 의창구 창원대로363번길 22-5 (팔용동), ,,호텔업,2015-02-16,12월
금성프라자 주식회사,HOTEL GS PLAZA,금성프라자, ,김홍기,기타법인,170111-0173956,502-81-52610,대구광역시 동구 방촌동 1060-1번지,www.gsplazahotel.co.kr,,호텔업,2000-05-25,12월
금양개발 주식회사,"Kumyang development Co., Ltd.",금양개발, ,이용희,기타법인,234111-0080443,706-88-00090,경상남도 양산시 물금읍 증산역로 155 (가촌리), ,,서양식 음식점업,2015-04-01,12월
주식회사 금월봉,-,금월봉, ,최장백,기타법인,151211-0005431,304-81-08714,서울특별시 강남구 대치동 889-5 샹제리제센터 A-902,-,,기타 일반 및 생활 숙박시설 운영업,1999-04-20,12월
(주)금자탑,KUMJATAP,금자탑, ,황시형,기타법인,220111-0007295,616-81-05435,"제주특별자치도 제주시 서사로 20 (용담일동, 제주퍼시픽호텔)", ,,호텔업,1990-12-01,12월
주식회사 금택,GeumTaek,금택, ,김영조,기타법인,180111-1119733,337-86-00852,"부산광역시 해운대구 달맞이길62번길 49 (중동, 클라우드미포)", ,,커피 전문점,2017-10-20,12월
금호리조트(주),"KUMHO RESORT CO., LTD",금호리조트, ,김성일,기타법인,134511-0105856,142-81-03111,"경기도 용인시 처인구 양지면 양대로 290 (정수리, 아시아나C.C)",www.kumhoresort.co.kr,,휴양콘도 운영업,2006-10-02,12월
기원관광주식회사,"KIWON TRAVEL Co.,Ltd.",기원관광, ,이동걸,기타법인,110111-0272594,102-81-16054,서울특별시 종로구 공평동 1번지,없음,,호텔업,1980-04-10,12월
기흥아이씨티스퀘어,"Giheung ICT Square Co., Ltd.",기흥아이씨티스퀘어, ,조은순,기타법인,110111-7682225,545-87-01691,경기도 용인시 기흥구 기흥로 58-1 (구갈동) 기흥ICT밸리 A동 201~207호,ictconvention.co.kr,,음식점업,2021-11-12,12월
길만 인베스트먼트 아시아,Gillmann Investment Asia Ltd,길만인베스트먼트아시아, ,제프리 맥도웰,기타법인,110111-3741489,211-88-02208,서울특별시 강남구 신사동 563-30 피에스지빌딩 13층,www.thegillmanngroup.com,,호텔업,2007-08-23,12월
주식회사 김덕규과자점,KDK bakery,김덕규과자점, ,김덕규,기타법인,195511-0188346,611-87-00266,경상남도 김해시 구지로 20 (내동) KDK빌딩, ,,제과점업,2015-10-08,12월
꿈꾸는이상(주),Dreams of leesang ,꿈꾸는이상, ,이승호,기타법인,110111-4670611,209-81-54010,"서울특별시 성북구 정릉로 395 (하월곡동, 이상빌딩)",www.esang.co.kr,,한식 육류요리 전문점,2011-09-01,12월
(주)나경인터내셔날,NA KYUNG INTERNATIONAL CO.LTD,나경인터내셔날, ,문복숙,기타법인,134811-0074542,215-86-48366,광주광역시 동구 지산동 산 63-1 산 68-17, ,,호텔업,2003-10-01,12월
주식회사나노디앤씨,nano D&C,나노디앤씨, ,장광태,기타법인,131411-0141699,134-86-01780,강원도 평창군 용평면 속사리540-20, ,,기타 일반 및 생활 숙박시설 운영업,2003-06-16,12월
주식회사 나이아가라관광,Niagara co.Ltd,나이아가라관광, ,유기종,기타법인,110111-0202210,109-81-17563,"서울특별시 강서구 양천로 743 (염창동, 나이아가라관광호텔)",www.niagarahotel.co.kr,,호텔업,1976-09-09,12월
주식회사낙산개발,NAKSAN DEVELOPMENT CO.LTD,낙산개발, ,최의석,기타법인,110111-0640824,211-81-51976,서울특별시 강남구 논현동 203,WWW.FREYACONDO.CO.KR,,휴양콘도 운영업,1989-07-28,12월
주식회사 낙산관광호텔,Freya Naksan Resortel,낙산관광호텔, ,김노언,기타법인,144511-0000228,227-81-00958,강원도 양양군 강현면 전진2리 3-2, ,,휴양콘도 운영업,1989-07-28,12월
주식회사 낙원,"NAKWON Co., Ltd",낙원, ,한선이,기타법인,111511-0022122,127-81-67173,경기도 의정부시 의정부동 431-23,없음,,출장 음식 서비스업,1996-06-18,12월
주식회사 남문,"Nammoon, Inc",남문, ,민경혁,기타법인,140111-0050390,221-81-42076,"강원도 춘천시 남산면 남이섬길 1 (방하리, 남이섬)", ,,한식 일반 음식점업,2012-12-12,12월
주식회사 남영,"NAM YOUNG Co.,Ltd.",남영, ,남종길,기타법인,170111-0019712,514-81-04300,대구광역시 남구 대명2동 1824-2,WWW.PRINCEHOTEL.CO.KR,,호텔업,1984-05-11,12월
남우관광(주),"Nam Woo Tourism Co., Ltd.",남우관광, ,조남욱,기타법인,110111-0509624,220-81-02881,"서울특별시 강남구 테헤란로 237 (역삼동, 벨레상스서울호텔)", ,,호텔업,1986-11-05,12월
(주)남일대리조트,Namiltte Resort,남일대리조트, ,"이동주, 이경희",기타법인,180111-0328864,613-81-32078,경상남도 사천시 서동 178-88,www.namiltte.com,,숙박업,2003-05-23,12월
남지리산관광개발 주식회사,"Namchirisan Tourist Co., Ltd.",남지리산관광개발, ,정대훈,기타법인,200111-0025112,409-81-27845,광주광역시 북구 중흥동 699-4번지,www.swresort.co.kr,,휴양콘도 운영업,1991-01-07,12월
(주)남태평양관광호텔,김선경,남태평양관광호텔, ,"HOTEL NAM TAEPYUNG YANG CO, , LTD",기타법인,180111-0069632,606-87-10042,부산광역시 광역시 사상구 엄궁동 149-1, ,,호텔업,1986-11-13,12월
남풍산업(주),nampung,남풍산업, ,신영철,기타법인,110111-0253619,104-81-15691,서울특별시 중구 퇴계로 19 (남대문로5가), ,,숙박업,1984-12-12,12월
(주)남해레져,"NAM HAE LEISURE CO., LTD",남해레져, ,정응기,기타법인,110111-2201294,114-86-10193,경상남도 남해군 서면 서상리 1182-9,http://www.nsfh.co.kr,,호텔업,2001-03-26,12월
주식회사 넌럭셔리어스컴퍼니,Non Luxurious Company,넌럭셔리어스컴퍼니, ,양창근,기타법인,110111-8110390,564-86-02428,서울특별시 송파구 백제고분로 362 (석촌동)5층,www.popeyes.co.kr,,서양식 음식점업,2021-11-30,12월
네스트주식회사,nest,네스트, ,"김영재, 이종화",기타법인,120111-1114272,535-86-01931,"인천광역시 중구 영종해안남로 19-5 (운서동, 네스트호텔)",www.nesthotel.co.kr,,호텔업,2020-12-01,12월
네스트홀딩스주식회사,"NEST Co.,Ltd",네스트홀딩스, ,정건영,기타법인,120111-0604513,121-86-15968,"인천광역시 중구 영종해안남로 19-5 (운서동, 에잇에르메스)",www.nesthotel.co.kr,,호텔업,2012-03-21,12월
네오골드윙스파라다이스 주식회사,NEO GOLDWINGS PARADISE Corp.,네오골드윙스파라다이스, ,현명인,기타법인,110111-0916043,215-81-32457,서울특별시 관악구 봉천동 856-5 대우디오슈페리움 1단지 B 동 1208호,www.ngp153.com,,호텔업,1993-01-27,12월
(주)네오캠퍼스이십일,Neo campus 21,네오캠퍼스이십일, ,원혜경,기타법인,110111-2413229,107-86-10628,제주특별자치도 제주시 이도동, ,,숙박업,2002-01-09,12월
넥스트다이닝(주),Next Dining,넥스트다이닝, ,장경훈,기타법인,110111-5224037,220-88-64891,서울특별시 용산구 대사관로 35 BC동 지2층 15호(한남동), ,,일식 음식점업,2013-09-06,12월
(주)노블스테이,Noblestay,노블스테이, ,나영준,기타법인,170111-0910514,506-81-94723,대구광역시 중구 국채보상로123길 23 (동문동) 노블스테이, ,,호텔업,2023-09-01,12월
녹지제주헬스케어타운 유한회사,Greenland Jeju Healthcare Center Limited,녹지제주헬스케어타운, ,GU XIAFANG,기타법인,224114-0000835,616-86-10516,제주특별자치도 서귀포시 솔오름로 12 (동홍동), ,,휴양콘도 운영업,2013-10-23,12월
녹지한국투자개발 유한회사,"Greenland Korea Investment & Development Co.,Ltd",녹지한국투자개발, ,GU XIAFANG,기타법인,220114-0004732,616-81-99836,제주특별자치도 서귀포시 솔오름로 12 (동홍동), ,,휴양콘도 운영업,2012-10-11,12월
농업회사법인 동화주식회사,"DONGHWA Agricultural co.,ltd",농업회사법인동화, ,장동문,기타법인,284911-0105097,141-81-34120,경기도 파주시 파평면 파평산로363번길 32-9 (두포리),www.dwhealingcamp.com,,기타 일반 및 생활 숙박시설 운영업,2013-04-01,12월
농업회사법인 마리오허브빌리지(주),"mario herbvillage co.,ltd",농업회사법인마리오허브빌리지, ,홍셩열,기타법인,284311-0018391,195-87-00255,"경기도 연천군 왕징면 북삼로20번길 55 (북삼리, 허브빌리지)",www.herbvillage.co.kr,,여관업,2015-12-07,12월
농업회사법인 주식회사 밀모,MILMO COMPANY,농업회사법인밀모, ,이금희,기타법인,195511-0134711,615-81-82031,전라북도 무주군 적상면 밀모길 79-14 (사산리), ,,호텔업,2011-01-31,12월
농업회사법인주식회사소풍캠핑장,sopoongcamping,농업회사법인소풍캠핑장, ,김기숙,기타법인,134511-0275659,397-88-00275,경기도 용인시 처인구 이동읍 경기동로785번길 30 (송전리)소풍캠핑장,beobhee@naver.com,,숙박업,2015-11-24,12월
농업회사법인주식회사장산,jang san,농업회사법인장산, ,이재천,기타법인,164211-0024006,305-86-27591,"충청남도 금산군 추부면 검한1길 156 (요광리, 하늘물빛정원,장산관광농원)", ,,한식 음식점업,2013-07-01,12월
농업회사법인 주식회사 한마루,"Hanmaru, Inc.",농업회사법인한마루, ,박희옥,기타법인,145011-0013262,226-81-44410,강원도 평창군 용평면 이승복생가길 210 (노동리), ,,휴양콘도 운영업,2012-05-04,12월
