회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
SI투자개발주식회사,"SAINT INVESTMENT DEVELOPMENT CO.,LTD",SI투자개발, ,윤근호,기타법인,134811-0137267,124-86-54539,경기도 화성시 향남읍 행정리 395번지 성우빌딩 401호, ,,부동산 개발 및 공급업,2007-04-05,12월
SK디앤디(주),"SK D&D Co.,Ltd.",SK디앤디,210980,김도현,유가증권시장,110111-3001685,101-86-04792,경기도 성남시 분당구 판교로 332 (삼평동),www.skdnd.com,https://www.skdnd.com/invest/profit.do,비주거용 건물 개발 및 공급업,2004-04-27,12월
에스케이위탁관리부동산투자회사 주식회사,"SK REIT Co., Ltd.",SK리츠,395400,에스케이리츠운용 주식회사,유가증권시장,110111-7815446,248-86-02055,서울특별시 중구 세종대로 136 15층,skreit.co.kr,,비주거용 건물 임대업,2021-03-15,03월
SK리츠운용 주식회사,"SK REITs Management Co., Ltd.",SK리츠운용, ,장근준,기타법인,110111-7832127,791-87-02314,"서울특별시 중구 세종대로 136 (태평로1가, 파이낸스빌딩) 15층", ,,부동산업,2021-03-26,12월
Stavridge 주식회사,"Starvridge Construction.,Ltd",Stavridge, ,이양형,기타법인,110111-2090530,105-86-18022,"서울특별시 강남구 언주로 122 (도곡동, 우성캐릭터빌) 703호",-,,비주거용 건물 개발 및 공급업,2000-10-16,12월
"Tasameem Real Estate Co., LLC","Tasameem Real Estate Co., LLC","TasameemRealEstateCo.,LLC", ,Khadem Abudlla Al Qubaisi,기타법인, ,1092091,"Muroor Road, Opposite Bus Station PO Box 73500 Abu Dhabi UAE", ,,기타 부동산 개발 및 공급업,2006-07-29,05월
"Transcontinental Realty Investors, Inc.","Transcontinental Realty Investors, Inc.","TranscontinentalRealtyInvestors,Inc.", ,"Ted P, Stokely",기타법인, ,14443,"1800 Valley View Lane, Dallas, Texas 75234 U.S.A.", ,,기타 부동산 임대업,1983-09-06,12월
주식회사 가가이토,INTERSTELLAR,가가이토, ,김소진,기타법인,134511-0336980,627-88-01670,강원특별자치도 춘천시 남면 소주고개로 238-1 (후동리) 1층, ,,주거용 건물 개발 및 공급업,2017-10-12,12월
주식회사 가경,gageung,가경, ,유영석,기타법인,224111-0033668,428-88-00375,제주특별자치도 제주시 광평중길 73 (노형동), ,,부동산 개발 및 공급업,2016-06-30,12월
(주)가경개발,"KAGYUNG Real Estate Development, Inc.",가경개발, ,황두성,기타법인,110111-4464478,108-81-94247,서울특별시 강남구 삼성로84길 14 2층 (대치동),www.kgreits.com,,부동산 개발 및 공급업,2010-11-04,12월
가경산업개발(주),"KA-KYOUNG INDUSTRIAL DEVELOPMENT CO.,LTD.",가경산업개발, ,신상격,기타법인,110111-1697791,107-81-68654,서울특별시 서초구 서초동 1360-31 정진빌딩 5층, ,,부동산업,1999-05-14,12월
주식회사 가교아이앤디,gagyo industry & development,가교아이앤디, ,박성진,기타법인,195511-0192686,704-86-00353,"경상남도 김해시 번화1로79번길 2 704호 (대청동, 센터빌딩)", ,,부동산 개발 및 공급업,2016-02-16,12월
가나다주식회사,ganada co.,가나다, ,유미란,기타법인,134811-0459942,178-87-01190,"경기도 화성시 효행로 1069 (진안동, 메디피아)801호", ,,부동산업,2018-07-13,12월
가나디비 주식회사 ,"GANADV Co., Ltd.",가나디비, ,박광숙,기타법인,110111-4830364,209-81-56890,"서울특별시 동대문구 난계로 234 7층 (신설동,삼송빌딩)", ,,비주거용 건물 개발 및 공급업,2012-09-03,12월
가나안상사주식회사,borim industrial co.i ted,가나안상사, ,임우성,기타법인,110111-0078140,114-81-44228,"서울특별시 서초구 동작대로 134 (방배동, 가나안빌딩)",없음,,비주거용 건물 임대업,1966-09-30,12월
가나온 주식회사,Ganaon Corp.,가나온, ,장시훈,기타법인,134811-0602252,210-88-02068,"서울특별시 강남구 선릉로 822 지하2층 (청담동, 메가와이즈빌딩)", ,,비주거용 건물 임대업,2021-02-08,12월
가나종합건설주식회사,GANA CONSTRUCTION CORP.,가나종합건설, ,강정인,기타법인,110111-6261997,438-87-00754,"서울특별시 강서구 공항대로 212 (마곡동, 문영퀸즈파크11차), A동 928호", ,,주거용 건물 개발 및 공급업,2016-12-16,12월
가나프라자 주식회사,"GANA PLAZA, CO. LTD.",가나프라자, ,유미란,기타법인,134811-0393091,882-88-00453,"경기도 화성시 동탄지성로 104 301호(반송동, 반석프라자 센트럴파티오오피스텔)", ,,비주거용 건물 개발 및 공급업,2016-12-30,12월
(주)가나피엔비개발,"GANA P&B DEVELOPMENT CO.,LTD.",가나피엔비개발, ,한규영,기타법인,110111-1486061,106-81-70744,서울특별시 영등포구 여의도동 44-13 충무빌딩 610호, ,,비주거용 건물 개발 및 공급업,1997-11-19,12월
가남물류개발 주식회사,"knlogistics.co.,ltd.",가남물류개발, ,이종배,기타법인,110111-7883203,145-87-02340,"서울특별시 금천구 가산디지털1로 212 1009호(가산동, 코오롱디지털타워애스턴)", ,,비주거용 건물 개발 및 공급업,2021-05-11,12월
(주)가든파이브라이프,"Garden5 life co., ltd.",가든파이브라이프, ,이용덕,기타법인,110111-4175190,215-87-30581,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프패션관 11층 관리단사무실)",www.garden5.com,,비주거용 부동산 관리업,2009-09-08,12월
(주)가디언7525,"GUARDIAN7525 Co,.Ltd.",가디언7525, ,이상호,기타법인,284111-0376066,630-86-02666,경기도 남양주시 별내중앙로 26 (별내동) 10층 1002호-152호, ,,비주거용 건물 개발 및 공급업,2022-06-01,12월
주식회사 가디언코어,GUARDIAN CORE,가디언코어, ,김재상,기타법인,110111-6686773,274-88-01137,"강원도 동해시 효자로 572-1 102동109호 (쇄운동, 아름다운아침)", ,,비주거용 부동산 관리업,2018-03-14,12월
가락건설(주),Garak Construction,가락건설, ,김대중,기타법인,110111-0374986,214-81-35261,"서울특별시 서초구 서초대로 411 (서초동, GTTOWER)", ,,비주거용 건물 임대업,1984-05-24,12월
(주)가람D&C,Garam D&C,가람D&C, ,정창화,기타법인,180111-1082667,344-88-00719,"부산광역시 연제구 시청로 12 (연산동, 부산더샵시티애비뉴2차)", ,,부동산업,2017-03-10,12월
주식회사가람감정평가법인,"KAARAM APPRAISAL CO.,LTD.",가람감정평가법인, ,김문석,기타법인,110111-1997240,107-81-85124,"서울특별시 서초구 남부순환로364길 8-9 4층 (양재동, 가람빌딩)",www.kaaram.com,,부동산 감정평가업,2000-06-15,12월
주식회사가람개발산업,garam ,가람개발산업, ,강승인,기타법인,200111-0521398,426-87-00902,"광주광역시 서구 화운로199번길 7 (화정동, 유로전산) 1층", ,,주거용 건물 임대업,2018-02-19,12월
가람건설 주식회사,"GARAM Construction Co., Ltd",가람건설, ,김지덕,기타법인,284311-0015165,127-86-37373,경기도 연천군 전곡읍 평화로 698번길 81, ,,주거용 건물 개발 및 공급업,2012-02-01,12월
주식회사 가람건설,Garam Construction Co. (Ltd.),가람건설, ,이장춘,기타법인,180111-0972637,256-87-00109,"부산광역시 사하구 장평로 439 (괴정동, 가람그린) 2층", ,,주거용 건물 개발 및 공급업,2019-05-21,12월
(주)가리온,cor.garion,가리온, ,류영식,기타법인,124411-0203737,636-88-00772,"경기도 김포시 고촌읍 김포대로 340 (신곡리, 김포뉴시티) 1동 418호", ,,부동산 개발 및 공급업,2017-12-08,12월
주식회사 가림,GALIM Inc.,가림, ,윤귀화,기타법인,135811-0374850,498-87-01599,경기도 수원시 권선구 덕영대로 1093 (세류동) 가림빌딩 9층905호, ,,주거용 건물 개발 및 공급업,2019-09-01,12월
주식회사 가림,"GaRim Co., Ltd.",가림, ,이창배,기타법인,124411-0229410,676-87-01336,경기도 김포시 김포한강10로133번길 127 (구래동) 3층 311-90호, ,,비주거용 건물 개발 및 공급업,2019-02-26,12월
(주)가림산업,"Galim Industrial.Co.,Ltd",가림산업, ,윤정무,기타법인,135811-0356808,684-86-01344,경기도 수원시 권선구 덕영대로 1093 (세류동) 가림빌딩 10층, ,,주거용 건물 개발 및 공급업,2018-12-18,12월
주식회사 가림이엔씨,"GALIM E&C co.,ltd",가림이엔씨, ,윤정무,기타법인,135811-0394345,843-88-01952,"서울특별시 강남구 영동대로 607 14층 (삼성동, 랜드마크빌딩)", ,,비주거용 건물 개발 및 공급업,2020-06-01,12월
가림종합개발 주식회사,GALIM comprehensive development corporation,가림종합개발, ,윤귀화,기타법인,135811-0301423,465-87-00488,경기도 수원시 권선구 덕영대로 1093 (세류동) 가림빌딩 10층, ,,부동산 개발 및 공급업,2016-10-07,12월
주식회사 가림컴퍼니,"KALIM COMPANY Co., Ltd",가림컴퍼니, ,"이호찬, 이주환",기타법인,110111-0707020,114-81-38027,"서울특별시 강남구 역삼로 169 (역삼동, 명우빌딩) 7층 주식회사 가림컴퍼니", ,,비주거용 건물 임대업,1990-06-30,12월
주식회사 가림홀딩스,"Galim Holdings, Inc",가림홀딩스, ,윤정무,기타법인,284911-0241677,632-87-02238,"경기도 파주시 송학3길 4 (야당동, 이산전원아트빌) 지하층 비02호", ,,비주거용 건물 개발 및 공급업,2021-01-22,12월
가산개발(주),gasandev,가산개발, ,이용식,기타법인,131311-0072408,125-81-67497,경기도 평택시 포승읍 만호리 573-10, ,,비주거용 건물 임대업,2007-04-01,12월
가산디씨에스엘원 주식회사,"Gasan DCSL1 Co.,Ltd.",가산디씨에스엘원, ,김준범,기타법인,110111-7850294,394-81-02106,"서울특별시 종로구 통일로 134 (평동, 디타워(돈의문))", ,,비주거용 건물 개발 및 공급업,2021-04-12,12월
㈜가산디앤씨,GASANDNC,가산디앤씨, ,김경민,기타법인,110111-6322327,639-88-00688,서울특별시 강동구 천호대로 1138 (성내동) 506호, ,,부동산업,2017-02-21,12월
가산랜드마크데이터센터피에프브이 주식회사,Gasan Landmark Datacenter PFV Co. Ltd.,가산랜드마크데이터센터피에프브이, ,신재환,기타법인,110111-8241244,461-81-02783,서울특별시 금천구 가산디지털1로 75-24 실주소: 가산동 345-26 (가산디지털2로 54), ,,비주거용 건물 개발 및 공급업,2022-03-23,03월
주식회사 가산로지스,GASAN LOGIS,가산로지스, ,전재원,기타법인,110111-7280772,344-87-01609,서울특별시 서초구 서운로 22 (서초동) 3층, ,,비주거용 건물 개발 및 공급업,2019-11-04,12월
가산브이프로젝트금융투자주식회사,GASAN V PROJECT FINANCIAL INVESTMNET CO. LTD,가산브이프로젝트금융투자, ,윤기은,기타법인,110111-4146018,206-86-34908,"서울특별시 금천구 서부샛길 606 (가산동, 대성디폴리스지식산업센터)A-2401", ,,기타 부동산 개발 및 공급업,2009-07-27,12월
(주)가산아이윌,Gasan iwill,가산아이윌, ,정미영,기타법인,110111-7315959,357-87-01508,"서울특별시 구로구 디지털로31길 12 (구로동, 태평양물산)", ,,부동산 개발 및 공급업,2019-12-10,12월
주식회사 가산와이엔개발,gasanyn,가산와이엔개발, ,전윤미,기타법인,110111-7417086,405-88-01537,"서울특별시 금천구 디지털로 121 (가산동, 에이스가산타워)", ,,비주거용 건물 개발 및 공급업,2020-03-06,12월
주식회사 가산웰스홀딩스,gasan wealth holdings,가산웰스홀딩스, ,김재연,기타법인,110111-6665248,687-88-00770,서울특별시 금천구 디지털로 178 (가산동), ,,부동산업,2019-02-20,12월
주식회사 가석,GASEOK. Ltd.,가석, ,강석화,기타법인,110111-2049850,206-81-29604,"서울특별시 송파구 마천로 243 , 3층(마천동)", ,,부동산 개발 및 공급업,2000-09-05,12월
주식회사 가선디앤씨,"Gasun D&C CO.,Ltd",가선디앤씨, ,서대우,기타법인,135711-0213018,816-87-02665,경상남도 양산시 신명로 23 (평산동) 목우원빌 301호, ,,부동산 임대 및 공급업,2023-03-21,12월
가야도시개발(주),GAYA CITY DEVELOPMENT,가야도시개발, ,김숙아,기타법인,180111-1314713,327-81-01844,"부산광역시 수영구 수영로666번길 6 212호 (광안동, 수영역삼정그린코아더시티)", ,,주거용 건물 개발 및 공급업,2020-09-10,12월
가야주택건설 주식회사,"Gaya housing Construction co.,Ltd",가야주택건설, ,"유석준, 성석동",기타법인,180111-1254133,104-88-01430,"부산광역시 부산진구 가야대로521번길 5 201호 (가야동, 더휴인5차)", ,,주거용 건물 개발 및 공급업,2019-12-02,12월
주식회사 가야테크놀로지,Gaya Technology Co. Ltd,가야테크놀로지, ,정덕관,기타법인,200111-0383219,409-86-41217,"전라남도 나주시 우정로 106, 제613호 (빛가람동)", ,,부동산업,2013-11-21,12월
가야피에프브이 주식회사,"KAYAPFV Co., Ltd.",가야피에프브이, ,천치위,기타법인,110111-8430665,513-88-02666,"서울특별시 강남구 테헤란로 146 (역삼동, 현익빌딩) 13층 1311호", ,,부동산업,2022-09-22,12월
주식회사 가양,GAYANG Corporation,가양, ,인원호,기타법인,160111-0295695,314-86-22800,"대전광역시 유성구 대학로 55-35 201(봉명동,스카이뷰)", ,,주거용 건물 개발 및 공급업,2011-03-14,12월
주식회사 가연,gayeon,가연, ,강두나,기타법인,205511-0063678,320-87-01656,전라남도 나주시 쌍산2길 18 빛가람동, ,,기타 부동산 개발 및 공급업,2019-09-20,12월
주식회사 가온,GAON,가온, ,부희주,기타법인,220111-0124437,777-88-00020,"제주특별자치도 제주시 전농로 101 (삼도이동, 삼도골드빌1차) 101호", ,,주거용 건물 개발 및 공급업,2015-03-02,12월
주식회사 가온,"GAON Co.,Ltd",가온, ,서응수,기타법인,191111-0065439,613-81-80100,경상남도 진주시 새평거로 129 (평거동) 가온빌딩 8층, ,,비주거용 건물 임대업,2015-02-02,12월
주식회사 가온628,gaon628,가온628, ,강정아,기타법인,170111-0875239,465-88-02504,"대구광역시 수성구 청호로 330 (황금동, 수성지구2차우방타운) 213동 1층 21호", ,,비주거용 건물 임대업,2022-07-11,12월
(주)가온감정평가법인,GAON Appraisal Company Limited,가온감정평가법인, ,노용호,기타법인,110111-2275562,114-86-10252,서울특별시 송파구 문정동 292 가든파이브 툴 8층S-33호,www.igaon.co.kr,,부동산 감정평가업,2001-07-02,12월
주식회사 가온과사람들,GAON & PEOPLE Inc.,가온과사람들, ,정혜진,기타법인,150111-0149183,317-81-24234,충청북도 청주시 흥덕구 강서로 122 (강서동), ,,비주거용 건물 임대업,2011-06-15,12월
주식회사 가온관리,KAON,가온관리, ,유병노,기타법인,164711-0082525,781-88-01218,"세종특별자치시 보듬3로 8-20 (도담동, 세종한신휴시티)", ,,비주거용 부동산 관리업,2018-12-31,12월
주식회사가온누리개발,Corporation GaOnnurigaebal,가온누리개발, ,김경배,기타법인,210111-0177959,363-88-02284,전북특별자치도 전주시 덕진구 쪽구름로 186 (반월동), ,,부동산 임대 및 공급업,2022-03-30,12월
주식회사 가온디앤디,GAON,가온디앤디, ,양성진,기타법인,110111-6657592,421-87-01089,"서울특별시 광진구 광나루로56길 85 (구의동, 테크노-마트21) 3402호, 3403호", ,,부동산 관련 서비스업,2018-02-19,12월
주식회사 가온디앤씨,GAON D&C,가온디앤씨, ,이상권,기타법인,124411-0211574,355-81-01233,"경기도 김포시 고촌읍 장차로5번길 9 1-803 (신곡리, 라르플레이스김포)", ,,주거용 건물 개발 및 공급업,2018-04-26,12월
주식회사 가온디앤씨,gaon d and c co.,가온디앤씨, ,강용구,기타법인,180111-1066869,559-88-00645,부산광역시 서구 충무대로211번길 6 (남부민동) 2층, ,,주거용 건물 개발 및 공급업,2017-02-15,12월
(주) 가온빌더스,Gaon Builders,가온빌더스, ,한승재,기타법인,110111-7407277,248-88-01841,서울특별시 성동구 왕십리로 70 (성수동1가), ,,부동산업,2020-02-27,12월
주식회사 가온빌드,Gaon Build,가온빌드, ,김봉찬,기타법인,220111-0143198,636-87-00377,제주특별자치도 제주시 애월읍 평화로 2820-51, ,,주거용 건물 개발 및 공급업,2016-04-01,12월
주식회사 가온빛,KAON-BIT,가온빛, ,유병노,기타법인,160111-0404402,165-81-00174,"대전광역시 유성구 대학로 28 1405호(봉명동, 홍인오피스텔)", ,,비주거용 건물 개발 및 공급업,2015-07-23,12월
주식회사 가온산업개발,Gaon Development,가온산업개발, ,지익진,기타법인,284911-0227768,293-87-01897,"경기도 파주시 경의로 1090 606-1호 (야당동, 삼융타워)", ,,부동산 임대 및 공급업,2020-06-29,12월
주식회사 가온산업개발,"Gaon Industrial Development Co., Ltd.",가온산업개발, ,김재일,기타법인,154211-0018142,574-88-00135,충청북도 옥천군 옥천읍 삼금로4길 6 1층(금구리), ,,비주거용 건물 개발 및 공급업,2015-06-01,12월
주식회사 가온알이에스,"Gaonres Co., Ltd.",가온알이에스, ,방영웅,기타법인,151211-0033648,407-88-00188,경기도 용인시 처인구 명지로60번길 8-12 105호(역북동), ,,주거용 건물 개발 및 공급업,2021-01-20,12월
주식회사 가온에이앤디,GAON A&D,가온에이앤디, ,배광화,기타법인,110111-5550440,230-81-08790,"경상남도 거제시 장승포로 49 202호 (장승포동, 신부월드)", ,,비주거용 건물 개발 및 공급업,2014-10-29,12월
(주)가온엘티엘,GAONLTL,가온엘티엘, ,박성호,기타법인,131311-0227714,555-86-01686,경기도 평택시 비전3로 157 (죽백동) 301~303호, ,,기타 부동산 개발 및 공급업,2020-02-01,12월
주식회사 가온와이더블유,"GAONYW.CO.,LTD",가온와이더블유, ,김정우,기타법인,141411-0011600,405-88-00275,"충청북도 제천시 칠성로 79 (중앙로2가, 주상복합건물), 3층", ,,부동산업,2016-03-23,12월
(주)가온인베스트먼트,Gaon Investment,가온인베스트먼트, ,김진구,기타법인,224111-0040390,580-81-00806,제주특별자치도 서귀포시 대정읍 중산간서로 2244 (구억리), ,,기타 부동산 개발 및 공급업,2017-12-06,12월
