회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
주식회사 공부의신,gongsin,공부의신, ,강성태,기타법인,110111-3984203,119-86-12065,"서울특별시 중구 세종대로 136 3층,8층(태평로1가, 파이낸스빌딩)",gongsin.com,,교육 서비스업,2008-11-11,12월
광주종로학원 주식회사,Gwangju Jongro Academy,광주종로학원, ,이강복,기타법인,134211-0074338,126-81-89475,경기도 광주시 초월읍 신월리 218-2,www.jongroedu.com,,일반 교과 학원,2005-09-06,12월
(주)교육지존,"ZENEDU Co., Ltd",교육지존, ,유용희,기타법인,110111-3550434,114-86-54997,서울특별시 서초구 방배동 769-4 4층,www.zenedu.com,,기타 교습학원,2006-11-26,12월
교육혁명주식회사,Education Revolution Corporate,교육혁명, ,조승아,기타법인,170111-0351453,504-81-76296,"대구광역시 북구 침산남로 154 801호 (침산동, 메이저타워)",www.wmproa.com,www.edurew.com,교육 서비스업,2008-03-14,12월
(주)구리자동차운전학원,"kuri  car driving school co.,ltd",구리자동차운전학원, ,윤순철,기타법인,115211-0039955,132-81-42612,경기도 남양주시 화도읍 창현1리 558번지, ,,교육 서비스업,2001-12-27,12월
주식회사 국제,KUKJE,국제, ,"김정수, 강창욱, 곽선호",기타법인,200111-0143291,408-81-50187,광주광역시 동구 백서로175번길 8 (서석동), ,,직원훈련기관,2001-10-10,12월
주식회사 국풀교육,GUKPUL,국풀교육, ,최용훈,기타법인,110111-4927880,215-87-73163,서울특별시 성동구 성수일로12가길 22 (성수동2가) 전체,"www.gukpul.com , www.kiparang.co.kr",,기타 교육지원 서비스업,2012-08-20,12월
굿캠퍼스(주),Good Campus co. Ltd,굿캠퍼스, ,이석문,기타법인,110111-3969841,117-81-66712,서울특별시 양천구 목5동 우성에펠타운빌딩 11층,www.goodcampus.net,,교육 서비스업,2008-10-17,12월
글로리아교육재단(주),GLORIA EDUCATIONAL FOUNDATION,글로리아교육재단, ,신대현,기타법인,110111-3564055,204-86-02749,서울특별시 동대문구 왕산로 60-1 (용두동),www.gloriacollege.com,,기타 기술 및 직업훈련학원,2006-11-20,12월
글로리아항공(주),goodlearning,글로리아항공, ,신대현,기타법인,110111-1997258,101-81-60275,"서울특별시 동대문구 왕산로 14 (신설동, 글로리아타워) 11층",www.gooodlearning.co.kr,,온라인 교육 학원,2000-06-15,12월
기현기계(주),"Kihyun Machinery Co., Ltd.",기현기계, ,최장석,기타법인,135511-0102489,134-81-49630,경기도 시흥시 정왕동 1250-8 시화공단 1라 403, ,,교육 서비스업,2020-01-01,12월
김승리 국어연구소 주식회사,KIM SEUNG RI KOREAN EDUCATION LAB CO. LTD,김승리국어연구소, ,김승리,기타법인,110111-6799188,771-87-01077,"서울특별시 강남구 역삼로 558 5층 (대치동, 안양빌딩)", ,,온라인 교육 학원,2018-07-02,12월
(주)깊은생각,GIPEUNSAENGGAK,깊은생각, ,박근선,기타법인,110111-2978934,120-86-66765,"서울특별시 강남구 도곡로 457 (대치동, 진흥빌딩) 5층", ,,교육 서비스업,2004-04-23,12월
(주)끌리메,CCLIME.Corp,끌리메, ,이은순,기타법인,131411-0265671,134-86-81616,"서울특별시 강남구 강남대로154길 13 2층(신사동,대경빌딩)", ,,기타 기술 및 직업훈련학원,2011-09-30,12월
주식회사 나무경영아카데미,NAMU BUSINESS ACADEMY,나무경영아카데미, ,"김용남, 송주호",기타법인,110111-4780840,101-86-75040,"서울특별시 종로구 종로 34 (서린동, 알파빌딩)",www.namucpa.com,,기타 교습학원,2012-01-20,12월
(주)나인스쿨,Nine School. Corp.,나인스쿨, ,복진환,기타법인,110111-5283512,105-87-95609,서울특별시 마포구 양화로19길 22-8 403호(동교동),www.nineschool.com,,온라인 교육 학원,2013-12-01,12월
(재)네이버커넥트,NAVER Connect Foundation,네이버커넥트, ,조규찬,기타법인,135622-0005018,129-82-12249,"경기도 성남시 분당구 불정로 6 (정자동, 그린팩토리)",connect.or.kr/,,기타 교육지원 서비스업,2011-10-27,12월
(주)넥스아이디랩,Nex ID Lab Inc.,넥스아이디랩, ,송명석,기타법인,110111-7851135,534-81-02247,"서울특별시 강남구 도산대로 420 7층 (청담동, 청담스퀘어)", ,,방문 교육 학원,2021-04-16,12월
넥스큐브코퍼레이션 주식회사,"NEXCUBE CORP, INC",넥스큐브코퍼레이션, ,고승재,기타법인,110111-2912411,120-86-61080,"서울특별시 금천구 가산디지털1로 128 (가산동, 에스티엑스브이타워) 10층 1006호",www.nexcubecorp.com/,,교육관련 자문 및 평가업,2004-01-01,12월
주식회사 넥스트스터디,NextStudy Co. Ltd ,넥스트스터디, ,윤훈희,기타법인,110111-9115050,561-81-03379,"서울특별시 구로구 경인로 662 31층 (신도림동, 디큐브시티)",www.megagong.net/,,온라인 교육 학원,2024-11-26,12월
(주) 노량진 정진,Noryangjin Jungjin,노량진정진, ,하태웅,기타법인,110111-2166240,108-81-26448,서울특별시 마포구 도화동 22 창강빌딩 14층,www.ejungjin.com,,일반 교과 학원,2001-02-08,12월
농업회사법인 주식회사 제이엠와이,J.M.Y,농업회사법인제이엠와이, ,임미애,기타법인,200111-0312705,410-86-47278,전라남도 화순군 도곡면 지석로 1202-7 (대곡리)1004-1 템마파크 소풍,www.sopoong1004.com,,교육지원 서비스업,2011-03-01,12월
(주)뇌호흡교육,"BR Education co.,Ltd",뇌호흡교육, ,차동훈,기타법인,110111-3324029,120-86-87834,서울특별시 강남구 대치동 923-18,www.brainedu.com,,방문 교육 학원,2005-10-01,12월
(주)뉴런잉글리쉬,NEURONENGLISH,뉴런잉글리쉬, ,이종웅,기타법인,110111-4751221,215-87-62176,"서울특별시 강남구 역삼로 550 2층 (대치동, 원영빌딩)", ,,일반 교과 학원,2011-12-23,12월
(주)다원교육,DAWONEDU,다원교육, ,임균식,기타법인,110111-5753143,153-88-00108,"서울특별시 강남구 삼성로 301 2층 ( 대치동, 하늘도시 )",www.dawonedu.com,,일반 교과 학원,2015-06-16,12월
(주)대교,"DAEKYO CO.,LTD",대교,019680,강호준,유가증권시장,110111-0514029,112-81-41114,서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워,www.daekyo.co.kr,http://company.daekyo.com,초등 교육기관,1986-12-20,12월
(주)대교에듀캠프,DaekyoEducamp,대교에듀캠프, ,서명원,기타법인,110111-3670597,119-81-98281,"서울특별시 관악구 보라매로3길 23 (봉천동, 대교빌딩) 8층",www.dk-educamp.co.kr/,,교육 서비스업,2007-05-02,12월
(주)대교에듀피아,"Daekyo edupia Co.,Ltd.",대교에듀피아, ,유기중,기타법인,110111-2779738,119-81-65612,"서울특별시 서초구 방배천로2길 22 (방배동, 2층)",www.daekyoedupia.com,,일반 교과 학원,2003-06-01,12월
주식회사 대교이오엘,"DAEKYOEOL CO., LTD",대교이오엘, ,조근숙,기타법인,110111-2564337,108-81-55754,서울특별시 동작구 신대방동 395-67 롯데관악타워빌딩,www.daekyophone.com,,온라인 교육 학원,2002-07-09,12월
대성교육출판 주식회사,"Daesung E.P. Co., Ltd.",대성교육출판, ,김문규,기타법인,110111-0725999,214-86-06043,서울특별시 동작구 노량진로 120 (노량진동) 7층 경영지원실, ,,일반 교과 학원,1990-10-18,12월
주식회사 대성남양주,"Daeseong Namyangju Co,. Ltd.",대성남양주, ,홍영준,기타법인,115211-0040960,132-81-44283,경기도 남양주시 수동면 외방로135번길 12-30,www.namyangjuds.co.kr,,일반 교과 학원,2002-03-05,12월
(주)대성마이맥,DAESUNG MIMAC Co.,대성마이맥, ,김희선,기타법인,110111-3437749,215-86-86792,서울특별시 송파구 삼전동 1∼1 신원빌딩 4층,www.mimacstudy.com,,방문 교육 학원,2006-04-12,12월
대성출판주식회사,"Daesung Pub. Co., Ltd.",대성출판, ,김석규,기타법인,110111-0105737,108-81-14618,서울특별시 동작구 노량진로 120 (노량진동),www.dshw.co.kr,,일반 교과 학원,1969-07-01,12월
주식회사 대세,DAESE co.Ltd.,대세, ,황상태,기타법인,134311-0007915,132-81-44167,경기도 양평군 단월면 석산리 1번지, ,,일반 교과 학원,2002-03-11,12월
더블유제이코퍼레이션(주),WJ CORPORATION CORP.,더블유제이코퍼레이션, ,정의정,기타법인,110111-5352664,120-88-09526,"서울특별시 강남구 테헤란로 620 (대치동, 미래에셋타워) 14층", ,,일반 교과 학원,2014-02-28,12월
주식회사 더에듀케이션,"The Education Co.,Ltd.",더에듀케이션, ,이경우,기타법인,110111-5030616,114-87-05872,서울특별시 마포구 토정로 318 (용강동) 영우빌딩 5층,www.theedc.co.kr,,교육 서비스업,2012-12-26,12월
(주)더퍼스텝,The Firstep Inc.,더퍼스텝, ,전선혜,기타법인,110111-8510087,773-87-02771,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) 305동 301호", ,,교육지원 서비스업,2022-12-23,12월
더퍼스트씨에스아카데미주식회사,The First CS Academy,더퍼스트씨에스아카데미, ,정석민,기타법인,110111-3608051,114-86-56826,서울특별시 서초구 방배3동 489-4 나노빌딩 5층, ,,교육 서비스업,2007-02-01,12월
주식회사데우스이엠,DEUSEM,데우스이엠, ,송영성,기타법인,141211-0066162,224-81-59111,경기도 화성시 동탄기흥로353번길 99-3 (오산동) 501호, ,,교육 서비스업,2013-06-28,12월
(주)데이원컴퍼니,Day1 Company Inc.,데이원컴퍼니,373160,이강민,코스닥시장,110111-6377877,810-86-00658,"서울특별시 강남구 테헤란로 231 West동 6층,7층(역삼동,센터필드)",day1company.co.kr/,,기타 기술 및 직업훈련학원,2017-04-17,12월
(주)동보인터캐스트,"dongbointercast co., ltd",동보인터캐스트, ,최인순,기타법인,110111-2134528,107-81-93852,서울특별시 영등포구 영등포동4가 155-1, ,,방문 교육 학원,2000-12-23,05월
주식회사 동화세상에듀코,educo,동화세상에듀코, ,김영철,기타법인,110111-1837595,201-81-27348,서울특별시 동대문구 왕산로 25 (신설동),www.educo.co.kr,,온라인 교육 학원,2000-01-01,12월
두산경영연구원주식회사,Doosan Business Research Institute,두산경영연구원, ,"김성태, 진보근",기타법인,110111-5976761,119-87-07633,"서울특별시 중구 장충단로 275 (을지로6가, 두산타워빌딩)",x,,기타 교육지원 서비스업,2016-02-18,12월
(주)드벡,"DEBAC CO., LTD.",드벡, ,박재윤,기타법인,110111-2447856,220-86-30892,"서울특별시 강남구 역삼동 810-5 반석빌딩3,4층", ,,기타 교육기관,2002-02-19,12월
(주)등용문,Deng young moon,등용문, ,한상희,기타법인,134211-0015142,126-81-24429,경기도 광주시 초월읍 지월리781-1,www.dymk.co.kr,,일반 교과 학원,1986-07-18,02월
주식회사 디앤지스타,D&G Star,디앤지스타, ,김은경,기타법인,110111-3473008,110-81-75170,서울특별시 마포구 동교동 173-14 대영빌딩 2층, ,,교육 서비스업,2006-06-09,12월
(주)디엠블,DMBLE,디엠블, ,맹지호,기타법인,110111-6233235,519-81-00745,"서울특별시 금천구 가산디지털1로 137 (가산동, IT캐슬2차) 201호",proveu.co.kr/,,온라인 교육 학원,2016-11-22,12월
(주)디와이비최선어학원,CHOI SUN LANGUAGE SCHOOL,디와이비최선어학원, ,송방윤,기타법인,110111-2268476,120-86-24881,서울특별시 강남구 대치동 626 청실상가,www.choisun.co.kr,,교육 서비스업,2001-06-23,12월
(주)디지털대성,"Digital Daesung Co., Ltd.",디지털대성,068930,김희선,코스닥시장,110111-1902835,114-81-96124,서울특별시 서초구  방배로 181 단우빌딩,www.digitaldaesung.com,,일반 교습 학원,2000-03-10,12월
주식회사디케이리조트,DK REsort,디케이리조트, ,장대진,기타법인,110111-3304451,220-87-15637,"경기도 여주군 점동면 흔암리66-4,66-5", ,,청소년 수련시설 운영업,2005-09-12,12월
(주)라사라패션교육개발,RASARA,라사라패션교육개발, ,유주화,기타법인,110111-2494815,101-81-81343,서울특별시 마포구 와우산로 138,www.rasara.com,,기타 기술 및 직업훈련학원,2002-04-15,12월
(주)라스카랜드,"RASKALAND CO.,LTD.",라스카랜드, ,김동은,기타법인,110111-4557405,201-86-19955,"서울특별시 중구 장충단로 263 (을지로6가, 밀리오레상가건물) 8층",www.raskaland.com,,교육지원 서비스업,2011-03-16,12월
주식회사 라이즈강남,"Rise Gangnam Co., Ltd",라이즈강남, ,함태종,기타법인,110111-5475630,220-88-84811,서울특별시 강남구 도곡로37길 5 (역삼동), ,,외국어학원,2014-07-25,03월
주식회사 라이즈에듀케이션코리아,RISE EDUCATION KOREA,라이즈에듀케이션코리아, ,함태종,기타법인,110111-5402055,114-87-17325,서울특별시 강남구 도곡로37길 5 (역삼동),www.risekorea.com,,외국어학원,2014-05-07,03월
(주)라퀴진,lacuisine,라퀴진, ,이소영,기타법인,110111-1757610,214-86-36590,서울특별시 강남구 신사동 622~634, ,,기타 기술 및 직업훈련학원,1999-09-01,12월
랜드프로,LANDPRO,랜드프로, ,서종필,기타법인,110111-5572650,264-81-45459,"서울특별시 서초구 서초대로50길 104 (서초동, 코랜드빌딩)",www.landpro.co.kr,,그 외 기타 분류 안된 교육기관,2014-11-27,12월
(주)러닝콤,"Learningcom Co., Ltd",러닝콤, ,김출생,기타법인,110111-1077894,214-81-75598,서울특별시 서초구 서초1동 1622-19 (아진빌딩2층),http://www.education.co.kr,,방문 교육 학원,1994-09-23,12월
(주)리맥스아이앤케이,REMAX I & K,리맥스아이앤케이, ,김식,기타법인,110111-6451217,277-81-00797,"서울특별시 송파구 송파대로28길 6 (가락동, 가락동훼미리오피스텔2차) 907호", ,,교육 서비스업,2017-07-07,12월
(주)리틀팍스,"Little Fox Co.,Ltd ",리틀팍스, ,"양명선, 김원재",기타법인,110111-1890676,214-86-50592,"서울특별시 강남구 역삼로 447 (대치동, 리틀팍스빌딩)",www.littlefox.co.kr,,일반 교습 학원,2000-02-25,12월
주식회사 링글잉글리시에듀케이션서비스,Ringle English Education Service,링글잉글리시에듀케이션서비스, ,"이성파, 이승훈",기타법인,110111-5737543,876-81-00110,"서울특별시 서초구 서초대로78길 22 (서초동, 홍우제2빌딩)", ,,기타 기술 및 직업훈련학원,2015-05-29,12월
(주)링컨아카데미,Lincoln Academy,링컨아카데미, ,김균수,기타법인,110111-2098980,214-86-70356,서울특별시 강북구 수유동 522-31,www.lincoln21.co.kr,,교육 서비스업,2001-10-27,09월
주식회사 마이에듀,"Myedu.Co.,Ltd.",마이에듀, ,박상균,기타법인,135811-0163104,135-86-01672,"서울특별시 금천구 가산디지털1로 146 1004호(가산동, 대륭테크노타운22차)", ,,온라인 교육 학원,2009-03-16,12월
주식회사 마켓디자이너스,"Marketdesigners, Inc.",마켓디자이너스, ,김현영,기타법인,110111-6313566,840-87-00656,"서울특별시 강남구 테헤란로20길 9 (역삼동, 동궁빌딩) 3층, 13층", ,,교육 서비스업,2017-02-09,12월
주식회사 머스트리드,BOOKSAN CORP.,머스트리드, ,박민우,기타법인,170111-0277609,502-81-78186,"서울특별시 강남구 테헤란로 116 1090호 (역삼동, 동경빌딩)",www.booksan.com/,,일반 교과 학원,2004-12-10,12월
(주)멀티캠퍼스,Multicampus Corporation,멀티캠퍼스,067280,정석목,코스닥시장,110111-1960792,104-81-53114,서울특별시 강남구 언주로 508 서울상록회관 17층,www.multicampus.com,,직원훈련기관,2000-05-04,12월
메가넥스트 주식회사,"megaNEXT Co.,Ltd",메가넥스트, ,"박준열, 박수영",기타법인,110111-4036574,214-88-37633,"서울특별시 서초구 서운로 19 (서초동, 서초월드오피스텔) 2층",www.meganext.co.kr,,교육관련 자문 및 평가업,2009-02-03,12월
메가스터디교육(주),MegaStudyEdu Co. Ltd,메가스터디교육,215200,손성은,코스닥시장,110111-5685966,780-87-00034,서울특별시 서초구 효령로 321 덕원빌딩,www.megastudy.net,,온라인 교육 학원,2000-07-12,12월
메가아이스박스 주식회사,"MEGAICEBOX CO., Ltd.",메가아이스박스, ,"이인숙, 남주현",기타법인,285011-0568391,312-87-03430,"경기도 고양시 일산서구 호수로 817 3층 (대화동,레이킨스몰)", ,,스포츠 및 레크리에이션 교육기관,2024-05-23,12월
메가엠디(주),"MegaMD Co., Ltd.",메가엠디,133750,윤용국,코스닥시장,110111-2937857,120-86-62487,"서울특별시 서초구 반포대로 81 2층(서초동, 영림빌딩)", http://www.megamd.co.kr ,,온라인 교육 학원,2004-01-19,12월
(주)메가커리어랩,"MegaCareerLab Co.,Ltd.",메가커리어랩, ,이순호,기타법인,110111-7091567,640-81-01354,"서울특별시 서초구 강남대로 279 4층(서초동, 백향빌딩)", ,,컴퓨터 학원,2019-04-26,12월
(주)메디잡리더스,"Medijobleaders Co.,Ltd.",메디잡리더스, ,정낙승,기타법인,110111-7649944,303-87-01739,"서울특별시 강남구 강남대로 368 5층(역삼동, 동인빌딩)", ,,기술 및 직업훈련학원,2020-10-15,12월
(주)메리토교육,-,메리토교육, ,김석태,기타법인,110111-3557969,206-86-12132,서울특별시 성동구 행당동 267-15 2층,-,,일반 교과 학원,2006-11-10,12월
(주)명성학원,MYOUNGSUNG ACADEMY,명성학원, ,이두희,기타법인,110111-2381608,110-81-54947,서울특별시 은평구 응암1동 64-3, ,,일반 교과 학원,2001-11-22,12월
주식회사 명인에듀,"myungin co., ltd",명인에듀, ,이채연,기타법인,110111-4439736,120-87-60754,"서울특별시 강남구 도곡로 408 2층 207호, 208호, 209호, 210호, 211호(대치동, 디마크타워)",myunginedu.co.kr/,,일반 교과 학원,2010-11-08,12월
(주)명품아카데미,edutopic,명품아카데미, ,황성욱,기타법인,110111-1890171,120-86-03061,서울특별시 강남구 언주로 550 장안빌딩 5층 (역삼동),www.edutopic.co.kr/,,교육지원 서비스업,2000-02-25,12월
(주)모이니안 아시아,"The Moinian Asia co.,Ltd.",모이니안아시아, ,박태준,기타법인,110111-2610487,201-81-76572,서울특별시 마포구 마포동 신화빌딩 608호,www.moinian.co.kr,,교육 서비스업,2002-09-16,12월
주식회사 목동입시연구사,"mokdong education co.,ltd",목동입시연구사, ,박정문,기타법인,110111-1574428,117-81-22261,서울특별시 양천구 오목로 284, ,,일반 교과 학원,1998-09-01,12월
주식회사 문깡,Moon Kkang Inc.,문깡, ,문강명,기타법인,170111-0269490,502-81-75739,"대구광역시 수성구 청수로 270 , 4층(황금동)",iplay.kkang.co.kr,,교육 서비스업,2004-07-15,12월
주식회사 뮤직홈오케스트라,"Musichome Orchestra Co.,Ltd",뮤직홈오케스트라, ,서동범,기타법인,110111-3929465,220-87-68793,"경기도 용인시 기흥구 구성로 357 (청덕동, 용인테크노밸리) B동 201호", ,,음악학원,2008-07-07,12월
(주)미래아이티캠퍼스,MIRAE IT CAMPUS,미래아이티캠퍼스, ,이충기,기타법인,110111-4065424,212-81-85877,"서울특별시 성동구 왕십리로 315 (행당동, 한동타워) 8층 801호, 16층",www.mrhi.or.kr/,,직원훈련기관,2009-04-01,12월
(주)미래엔에듀케어,miraeneducare,미래엔에듀케어, ,권혁춘,기타법인,101111-3662552,220-87-46770,"서울특별시 광진구 아차산로 431 (구의동, 강변에스케이뷰)102동 105호",www.miraeneducare.com/,,교육 서비스업,2007-04-18,12월
(주)미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",미래엔에듀파트너,208890,"최용섭, 강윤구",코넥스시장,110111-4073188,101-86-46147,서울특별시 용산구 한남대로11길 12 고뫄스빌딩 6층,www.edupartner.co.kr,,교육지원 서비스업,2009-04-06,12월
(주)미리내,mirinae.co.kr,미리내, ,이광섭,기타법인,110111-0317960,132-81-08915,경기도 양평군 지평면 월산저수지길 21 (월산리 582번지),mirinaecamp.com,,청소년 수련시설 운영업,1982-07-01,12월
주식회사 미리내캠프,mirinaecamp,미리내캠프, ,이지연,기타법인,110111-2892944,223-81-08322,"강원도 인제군 북면 십이선녀탕길 165 (용대리, 미리내캠프)",www.ilovemirinaecamp.com,,청소년 수련시설 운영업,2005-10-01,12월
(주)민병철교육그룹,BCM Educational Group,민병철교육그룹, ,민병철,기타법인,110111-0720074,220-81-12206,"서울특별시 강남구 테헤란로 518 (대치동, 한국섬유산업연합회), 11층",www.uphone.co.kr/,,기타 교육지원 서비스업,1991-01-01,12월
주식회사 민영교육,"Minyoung Education Co., Ltd.",민영교육, ,박병욱,기타법인,284911-0119197,141-81-37369,경기도 파주시 광탄면 부흥로 242 (창만리), ,,기타 교육기관,2013-09-09,12월
주식회사 박문각,"Park Mun Gak Co., Ltd",박문각, ,박용,기타법인,110111-5683697,108-86-13711,"서울특별시 동작구 노량진로 171 (노량진동, 노량진행정고시학원)",www.ngosi.co.kr,,기타 교습학원,2015-04-01,12월
(주)밤비니교육센터,"Bambini Education Center Co., Ltd.",밤비니교육센터, ,"조성식, 송미령",기타법인,110111-3807497,106-86-55374,서울특별시 용산구 한남동 4-5,www.bambini.co.kr,,교육 서비스업,2007-12-18,12월
백암교육재단,BAEKAM EDUCATION,백암교육재단, ,김동한,기타법인,171131-0000081,508-82-02997,경상북도 안동시 동문동 131, ,,교육지원 서비스업,1972-07-12,12월
베리타스엠(주),veritasm,베리타스엠, ,"유용희, 강기정",기타법인,110111-3208009,214-87-69986,서울특별시 동작구 노량진1동 117-2번지 영빌딩1층,www.veritasm.co.kr,,기타 교습학원,2005-04-18,12월
주식회사 베프옥션아카데미,"Bef Auction Academy, Inc",베프옥션아카데미, ,이성재,기타법인,110111-7580114,280-86-02025,"서울특별시 서초구 사임당로 33 (서초동, 홍인빌딩) 3층 302호", ,,기타 교육지원 서비스업,2020-08-06,12월
주식회사보아스,"BOAZ CO.,LTD",보아스, ,김성진,기타법인,131211-0023198,126-81-99707,경기도 여주시 단현길 53 (단현동),www.iboaz.co.kr,,기타 교육지원 서비스업,2007-01-01,12월
(주)부산글로벌빌리지,BUSAN GLOBAL VILLAGE,부산글로벌빌리지, ,"전기득, 정용식",기타법인,180111-0670869,605-81-94092,"부산광역시 부산진구 가야대로 734 (부전동, 부산글로벌빌리지)",www.bgv.co.kr,,외국어학원,2009-05-08,12월
재단법인 부산행복한학교재단,BUSAN HAPPY SCHOOL,부산행복한학교재단, ,이동현,기타법인,184722-0001453,621-82-70143,"부산광역시 금정구 금정로233번길 31 (구서동, 구서시티타워) 1층 103호", ,,방문 교육 학원,2010-07-06,12월
(주)부성자동차운전전문학원,BUSUNG,부성자동차운전전문학원, ,최상봉,기타법인,194111-0004442,609-81-32521,경상남도 진해시 장천동 260번지,-,,운전학원,1998-02-04,12월
(주)브라운교육,"BROWN EDUCATON  Co.,Ltd.",브라운교육, ,강용준,기타법인,110111-3239088,105-86-79859,"서울특별시 성동구 성수일로 77 (성수동1가, 서울숲IT밸리) 1805호",www.ibrown.co.kr,,교육 서비스업,2007-10-20,12월
(주)블루스카이보습학원,"BLUESKY co.,Ltd",블루스카이보습학원, ,김현철,기타법인,110111-3150523,120-86-77146,"서울특별시 강남구 역삼로 538 (대치동, 부림빌딩)", ,,일반 교과 학원,2005-02-01,12월
주식회사 비상엠러닝,"VISANG MLearning, Inc.",비상엠러닝, ,김태진,기타법인,110111-1883770,214-86-49396,"서울특별시 구로구 디지털로33길 48 (구로동, 대륭포스트타워7차) 14층",www.wisecamp.com/,,온라인 교육 학원,2000-02-19,12월
(주)비씨에이캐나다,BC Collegiate Canada,비씨에이캐나다, ,임병영,기타법인,110111-0887400,214-81-57057,서울특별시 서초구 서초3동 1449-9, ,,교육 서비스업,2007-01-29,12월
(주)비에프에이,BFA,비에프에이, ,박수일,기타법인,131111-0336866,144-81-10883,"경기도 성남시 분당구 황새울로200번길 36 (수내동, 분당동부루트빌딩)", ,,교육지원 서비스업,2013-03-13,12월
주식회사 비이교육,British Education Korea,비이교육, ,박수진,기타법인,110111-6483830,249-86-00967,"서울특별시 강남구 역삼로 244 (역삼동, 청심센터) 2층,3층301호,4층,5층", ,,외국어학원 및 기타 교습학원,2017-09-30,08월
