회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
금양수산주식회사,"KEUM YANG FISHERY CO.,LTD",금양수산, ,천금석,기타법인,180111-0074699,602-81-05566,부산광역시 중구 남포동6가 27-2,Ky6681hanmail.net,,연근해 어업,1987-08-07,12월
금영수산주식회사,"keum young fisheries co.,ltd.",금영수산, ,박상호,기타법인,180111-0214790,602-81-11919,부산광역시 서구 남부민로10번길 29,.,,연근해 어업,1996-09-17,12월
금웅수산주식회사,"KUM WOONG FISHERES CO., LTD.",금웅수산, ,김학률,기타법인,180111-0095207,602-81-06702,부산광역시 중구 남포동 5가 92(신동아빌딩 605), ,,원양 어업,1990-02-07,12월
금평수산(주),"kumgpyung co.,ltd",금평수산, ,김학률,기타법인,180111-0162444,602-81-09825,부산광역시 중구 남포동5가 신동아빌딩 611,-,,원양 어업,1994-09-03,12월
금호영농조합법인,kumho farming association ,금호영농조합법인, ,정연권,기타법인,284471-0016652,127-81-96611,경기도 포천시 창수면 옥수로327번길 44 (주원리), ,,양돈업,2006-01-01,12월
금화종묘 주식회사,"KUMHWA SEED&YOUNGPLANTS CO.,LTD",금화종묘, ,김한균,기타법인,131111-0142106,129-81-85575,경기도 성남시 수정구 시흥동 63-5 금화빌딩1층, ,,작물 재배업,2008-07-10,12월
(주)나라바이오텍,Nara Bio-tech incorporation,나라바이오텍, ,주영덕,기타법인,110111-3429134,211-87-79559,"서울특별시 강남구 영동대로 719 (청담동, 나라빌딩)", ,,그 외 기타 축산업,2006-03-29,12월
주식회사 남북수산,"NAM BUK FISHERIES  CO., LTD.",남북수산, ,박재준,기타법인,110111-0042971,104-81-24884,서울특별시 중구 남창동 51-1,해당사항없음,,원양 어업,1962-10-08,12월
(주)넓은,"Neorb Eun Co., Ltd",넓은, ,김인호,기타법인,110111-1053993,616-81-14953,제주특별자치도 남제주 표선면 성읍2리 2483, ,,육우 사육업,1994-07-05,12월
네르프,"DongBang Bldg, 5th Fliir, Suite 506#517, Majang-dong, Seongdong-gu Seoul 133-050",네르프, ,이종경,기타법인,110111-1612541,211-86-47540,서울특별시 성동구 마장동 517 동방빌딩 506호, ,,농업,1998-11-25,03월
네버에버제일차주식회사,n,네버에버제일차, ,임지현,기타법인,110111-7923132,161-87-02003,서울특별시 영등포구 국제금융로 70 (여의도동), ,,곡물 및 기타 식량작물 재배업,2021-06-15,03월
농업법인진천오리인티(유),Nongeopbeopin jincheonoriinti(yu),농업법인진천오리인티, ,오익균,기타법인,154414-0000222,301-81-60797,"충청북도 진천군 광혜원면 진광로 941-5 (송림리13,농업법인진천오리인티(유)", ,,기타 가금류 및 조류 사육업,2002-03-28,12월
농업회사법인(주)삼화육종,"SAMHWA BREEDING AGRI, INC",농업회사법인, ,"배성황, 배평황",기타법인,164511-0005349,313-81-07102,충청남도 보령시 천북면 신죽 247-2, ,,양돈업,1999-10-16,12월
농업회사법인 가농유한회사,Ganong Agricultural Co. Ltd.,농업회사법인가농, ,두광수,기타법인,211114-0024765,401-81-40413,"전라북도 군산시 나포면 서라로 534 (장상리, 주식회사동우)", ,,양계업,2010-06-21,12월
농업회사법인 가야육종주식회사,"KAYA PIG GREEDING CO.,LTD",농업회사법인가야육종, ,안희복,기타법인,195011-0002380,612-81-08615,경상남도 사천시 축동면 사천대로 2166 (배춘리), ,,양돈업,1998-08-13,12월
농업회사법인 감미 주식회사,gammi,농업회사법인감미, ,김은선,기타법인,220111-0108770,616-86-13056,전라남도 나주시 우정로 10 가동 313호(빛가람동), ,,농업,2014-01-16,12월
농업회사법인주식회사거문오름,bhfarm.inc ,농업회사법인거문오름, ,조규태,기타법인,220111-0120138,616-86-24058,제주특별자치도 제주시 조천읍 선교로 434-2 (선흘리), ,,작물재배 및 축산 복합농업,2014-11-18,12월
농업회사법인(주)건형축산,KUN HYUNG,농업회사법인건형축산, ,안정원,기타법인,134511-0147957,142-81-24907,경기도 용인시 기흥구 용구대로2219번길 3 (신갈동), ,,양계업,2009-12-28,12월
농업회사법인(주)계림농장,Gyerim Farm,농업회사법인계림농장, ,홍성학,기타법인,164811-0054407,312-86-17636,충청남도 아산시 신창면 서부남로 771 (읍내리), ,,양계업,2010-06-03,12월
농업회사법인 계명(주),"GYEMYEONG, Inc.",농업회사법인계명, ,"장영준, 박덕환",기타법인,175411-0008011,511-81-14963,경상북도 의성군 봉양면 봉기길 54-39, ,,양계업,2007-06-28,12월
농업회사법인 계영농산(주),kyeyoungnongsan,농업회사법인계영농산, ,고도욱,기타법인,161511-0081847,312-81-84353,충청남도 아산시 둔포면 이화동길 138 (염작리), ,,양계업,2006-07-20,12월
농업회사법인 주식회사 군자농원,"GUNJA NONGWON CO.,LTD",농업회사법인군자농원, ,윤용식,기타법인,134511-0191665,142-81-48627,경기도 용인시 처인구 원삼면 수정로6번길 112-1 (맹리), ,,기타 시설작물 재배업,2012-06-07,12월
농업회사법인굿가든(주),"Good Garden Co.,Ltd",농업회사법인굿가든, ,이병호,기타법인,124411-0121468,137-86-20170,경기도 김포시 통진읍 절골로127번길 186, ,,"채소, 화훼작물 및 종묘 재배업",2012-04-17,12월
농업회사법인 굿랜드(주),"Good Land Co.,Ltd",농업회사법인굿랜드, ,이백행,기타법인,134811-0234568,124-87-26350,경기도 화성시 비봉면 삼화리 539-14, ,,작물 재배업,2012-01-13,12월
농업회사법인 궁촌인 주식회사,GUNGCHONIN,농업회사법인궁촌인, ,배병량,기타법인,141211-0113848,588-81-01828,"경기도 부천시 소사구 경인옛로 18 6층(소사본동, 배성빌딩)", ,,곡물 및 기타 식량작물 재배업,2020-07-10,12월
농업회사법인 주식회사 그루웰,"GRUWELL Co.,Ltd",농업회사법인그루웰, ,배기문,기타법인,180111-1575703,881-86-03088,부산광역시 기장군 일광읍 곡천길 317 (용천리) 관리동 2층, ,,곡물 및 기타 식량작물 재배업,2024-08-13,12월
농업회사법인 주식회사 그린케이팜,AGRICULTURAL CORPORATION GREEN K-FARM,농업회사법인그린케이팜, ,박정기,기타법인,165011-0042978,311-81-46166,경기도 평택시 오성면 오성북로 306-42 (양교리), ,,"채소, 화훼 및 과실작물 시설 재배업",2013-09-02,12월
농업회사법인그린투모로우(주),"Agricultural Corporation Company Green Tomorrow Co.,Ltd.",농업회사법인그린투모로우, ,김지완,기타법인,134511-0150356,142-81-26190,"경기도 용인시 처인구 남사읍 봉무로153번길 79 (통삼리, 한화리조트)", ,,농업,2010-02-25,12월
농업회사법인 그린팜 주식회사,Green Farm. Corp,농업회사법인그린팜, ,오진국,기타법인,134511-0081501,135-81-71815,"경기도 용인시 기흥구 기흥단지로 406 (고매동, 골드훼미리콘도) 1층", ,,"채소, 화훼 및 과실작물 시설 재배업",2004-07-12,12월
농업회사법인 그린피그팜(주),greenfarm,농업회사법인그린피그팜, ,박태오,기타법인,201411-0029212,525-88-03315,전라남도 해남군 황산면 교동길 110 (원호리), ,,양돈업,2024-10-25,12월
(유)농업회사법인 그린피그팜스,"Greenpigfarms Agricultural Co., Ltd.",농업회사법인그린피그팜스, ,강하늘,기타법인,201414-0002692,415-81-28228,"전라남도 해남군 황산면 남석길 159 (연당리, 그린농장)", ,,양돈업,2008-08-01,12월
농업회사법인 그린피스화양주식회사,greenpeace hwayang. Co. Ltd,농업회사법인그린피스화양, ,엄순덕,기타법인,174911-0012477,289-87-00040,경상북도 청도군 화양읍 토평길 37-13 (토평리), ,,기타 시설작물 재배업,2015-04-01,12월
농업회사법인 주식회사 글로벌,"Global Co., Ltd.",농업회사법인글로벌, ,김익균,기타법인,131311-0181811,244-88-00651,충청남도 부여군 홍산면 남성로 64-48, ,,양돈업,2017-06-05,12월
농업회사법인(유) 금강엘에프,kumkanglf ,농업회사법인금강엘에프, ,이양의,기타법인,161314-0000572,308-81-21650,충청남도 논산시 광석면 사월길 249 (사월리), ,,양계업,2005-01-20,12월
농업회사법인주식회사금돈,gumbo ,농업회사법인금돈, ,장성훈,기타법인,141211-0084023,224-81-31689,"강원도 원주시 지정면 자작길 73 (월송리, (주)금보육종)", ,,양돈업,2004-08-01,12월
농업회사법인(주)금악목장,gumak farm,농업회사법인금악목장, ,이준기,기타법인,220111-0062869,616-81-62867,제주특별자치도 북제주군 한림읍 금악리 산18-3,www.gumakfarm.com,,축산업,2007-10-05,12월
(주)농업회사법인길선,"Agricultural Corporation Company GILSUN Co., Ltd.",농업회사법인길선, ,이동현,기타법인,205011-0011213,541-88-00208,전라남도 화순군 능주면 효죽로 433 (만수리), ,,양계업,2015-09-14,12월
농업회사법인 깨비농장 주식회사,KEBIFARM,농업회사법인깨비농장, ,조만익,기타법인,161511-0231260,896-87-01100,충청남도 천안시 서북구 성거읍 삼곡2길 123 (삼곡리), ,,종자 및 묘목 생산업,2018-04-19,12월
농업회사법인주식회사꿀떡,honeyrice.,농업회사법인꿀떡, ,박경준,기타법인,200111-0652698,360-81-02383,광주광역시 동구 독립로 286 5층 (대인동), ,,과실작물 재배업,2021-11-19,12월
농업회사법인 나라 주식회사,NARA Corp,농업회사법인나라, ,조완연,기타법인,120111-0640666,122-86-29451,"인천광역시 계양구 계산새로 71 (계산동, 하이베라스) 디동 508-1호", ,,곡물 및 기타 식량작물 재배업,2013-01-01,12월
농업회사법인 나래 주식회사,"NARAE CO.,LTD",농업회사법인나래, ,이수호,기타법인,134411-0075837,296-86-00847,충청북도 충주시 대소원면 메가폴리스3로 115 (영평리), ,,양계업,2017-05-17,12월
농업회사법인 주식회사 나래,"Agricultural corporation Co., Ltd narae",농업회사법인나래, ,장숙자,기타법인,161511-0327118,762-86-02513,"충청남도 천안시 동남구 신촌4로 34 2층 (신방동, 금강빌딩)", ,,과실작물 재배업,2022-09-16,12월
농업회사법인주식회사남도,namdo,농업회사법인남도, ,박지효,기타법인,201411-0016706,581-88-00619,전라남도 해남군 해남읍 호교길 73-321 (복평리), ,,양돈업,2016-08-22,12월
농업회사법인 주식회사 네이처팜,"Naturefarm.co,ltd",농업회사법인네이처팜, ,예정수,기타법인,174911-0009036,515-81-39724,경상북도 청도군 화양읍 학산토평길 257-18 (유등리), ,,"농산물 건조, 선별 및 기타 수확 후 서비스업",2010-06-24,12월
농업회사법인 주식회사 넥스트온,"NextON Co.,Ltd",농업회사법인넥스트온, ,최재빈,기타법인,134311-0030940,590-88-00457,경기도 양평군 강상면 신당곡1길 23,http:www.inexton.com,,작물재배 지원 서비스업,2017-01-06,12월
농업회사법인 주식회사 농산,NONGSAN TRADING.CO.LTD,농업회사법인농산, ,조기심,기타법인,214811-0013907,405-81-10769,전라북도 김제시 순동2길 332 (순동),www.paprika.kr,,"농산물 건조, 선별 및 기타 수확 후 서비스업",1999-08-15,12월
농업회사법인주식회사 다가치 팜,dagachi farm,농업회사법인다가치팜, ,박기정,기타법인,161411-0042619,791-86-01040,충청남도 서산시 팔봉면 정자동길 189 (어송리), ,,양돈업,2018-05-15,12월
농업회사법인(주)다솔,"Dasol.co.,LTD",농업회사법인다솔, ,강승봉,기타법인,211311-0006343,407-81-19669,"전라남도 장흥군 장흥읍 산단로 277 (해당리, (주)다솔)",-,,기타 가금류 및 조류 사육업,2009-08-14,12월
농업회사법인 주식회사다솜,DASOM,농업회사법인다솜, ,김영진,기타법인,161511-0300081,818-81-02183,충청남도 천안시 서북구 직산읍 봉주로 64 (삼은리), ,,작물 재배업,2021-07-26,12월
농업회사법인 주식회사 다원팜,"Dawon_farm Agricultural Co., Ltd.",농업회사법인다원팜, ,박상도,기타법인,134511-0274669,444-88-00187,경기도 용인시 처인구 백암면 옥산로 40-16, ,,양계업,2015-11-12,12월
농업회사법인 닥터애그 주식회사,"DR. AG Co., LTD.",농업회사법인닥터애그, ,김진석,기타법인,174911-0012170,515-81-53707,경상북도 청도군 풍각면 안국길 6 흑석리 176번지,www.doctor-ag.com,,기타 시설작물 재배업,2015-01-01,12월
농업회사법인(주)대덕종돈,"DAEDUKJONGDON CO.,LTD",농업회사법인대덕종돈, ,오하식,기타법인,171311-0022893,510-81-28052,경상북도 김천시 대덕면 문의길 220-58 (문의리),www.darby.co.kr,,양돈업,2012-03-30,12월
농업회사법인 대영농원 주식회사,DAEYEONG FARMS,농업회사법인대영농원, ,우대일,기타법인,174711-0016639,505-81-38086,경상북도 영천시 금호읍 어은길 9, ,,양계업,2003-12-29,12월
농업회사법인 대원그린 주식회사,DaewonGreen,농업회사법인대원그린, ,안경우,기타법인,171711-0139955,411-88-01094,경상북도 포항시 남구 서원재로 66 (호동), ,,채소작물 재배업,2018-06-04,12월
농업회사법인 주식회사 대유하늘,"DAYOU SKY CO., LTD.",농업회사법인대유하늘, ,김상국,기타법인,284411-0112381,495-81-01550,경기도 포천시 영북면 산정호수로 359-12, ,,작물재배 및 축산 복합농업,2020-02-17,12월
농업회사법인 대지영농주식회사,"Daeji Agricultural Co., Ltd., an agricultural corporation",농업회사법인대지영농, ,박종길,기타법인,144511-0008660,227-81-18031,강원도 양양군 현남면 남애안길 2 (남애리) 1층, ,,곡물 및 기타 식량작물 재배업,2011-08-24,12월
농업회사법인 주식회사 대한에코팜,Daehan Ecofarm,농업회사법인대한에코팜, ,공준배,기타법인,170111-0830069,662-88-02217,대구광역시 서구 북비산로 20 (이현동) 2층 202호, ,,양돈업,2021-07-30,12월
농업회사법인 대한에프에스주식회사,"DAEHAN FARM SOLUTION CO.,LTD",농업회사법인대한에프에스, ,이상민,기타법인,164911-0014938,311-81-31606,충청남도 예산군 덕산면 가루실길 201-25, ,,소 사육업,2009-08-01,12월
농업회사법인 대흥농산 동부 주식회사,"DAEHEUNG FARM EAST CO., LTD",농업회사법인대흥농산동부, ,"양필석, 박경수",기타법인,174911-0012162,515-81-53726,경상북도 청도군 풍각면 안국길 6 (흑석리),www.dhdb.co.kr,,기타 시설작물 재배업,2015-01-01,12월
농업회사법인 대흥농산 북부 주식회사,"DAEHEUNG FARM NORTH CO., LTD",농업회사법인대흥농산북부, ,"양필석, 박경수",기타법인,174911-0012071,515-81-53712,경상북도 청도군 각남면 각남로 253 (화리) 134번지,www.dhdb.co.kr,,기타 시설작물 재배업,2015-01-01,12월
농업회사법인(주)더큰정성,beullunailteureiding,농업회사법인더큰정성, ,김승원,기타법인,154311-0034576,301-86-29340,"충청북도 진천군 덕산읍 산수산단3로 47 (산수리, (주)더큰정성)", ,,기타 시설작물 재배업,2014-06-11,12월
농업회사법인덕연주식회사,DUKYEON,농업회사법인덕연, ,지민근,기타법인,164811-0062955,312-86-33242,충청남도 예산군 신암면 예당평야로 92-139 (두곡리), ,,양계업,2011-11-28,12월
농업회사법인도담주식회사,Dodam Farms,농업회사법인도담, ,노성,기타법인,171411-0030729,463-88-02056,경상북도 상주시 모동면 대가산로 234 (덕곡리), ,,"채소, 화훼 및 과실작물 시설 재배업",2020-11-13,12월
농업회사법인 주식회사 도암농장,doam farm,농업회사법인도암농장, ,정휘영,기타법인,164311-0011845,308-81-30993,충청남도 부여군 양화면 수시로 182-17 (시음리), ,,양돈업,2009-07-21,12월
농업회사법인 주식회사 돈나눔,"Donnanum.Co.,Ltd",농업회사법인돈나눔, ,"최덕수, 손상훈",기타법인,151111-0038814,303-81-59976,충청북도 충주시 주덕읍 삼청리 379,karso@naver.com,,양돈업,2010-10-15,12월
농업회사법인주식회사 돈다모,"DonDaMo Agricultrual.co.,Ltd",농업회사법인돈다모, ,"최덕수, 손상훈",기타법인,151111-0041495,303-81-63484,충청북도 충주시 주덕읍 삼청리 379, ,,양돈업,2011-09-22,12월
농업회사법인 주식회사 돈다모아,"Dondamoa Agricultrural.co,Ltd.",농업회사법인돈다모아, ,최덕수,기타법인,151111-0044019,303-81-66889,충청북도 충주시 연수동 1672-2, ,,축산업,2012-07-31,12월
농업회사법인 주식회사 돈사랑,DONSARANG,농업회사법인돈사랑, ,"최준형, 정선영",기타법인,195411-0021861,613-81-62441,경상남도 사천시 곤양면 가화리 91-2, ,,양돈업,2011-10-24,12월
농업회사법인주식회사 돈사모,Donsamo. Inc.,농업회사법인돈사모, ,장성용,기타법인,134211-0043531,126-81-52624,대전광역시 중구 사정동 441-2,http://www.donsamo.co.kr,,양돈업,2001-04-17,12월
농업회사법인주식회사 돈우정,donwoojeong,농업회사법인돈우정, ,김종표,기타법인,164811-0158366,858-86-02376,충청남도 아산시 염치읍 백암길 170-22 (백암리), ,,양돈업,2022-05-02,12월
농업회사법인 주식회사 돈키움,Donkyum Agricultrural.co.ltd.,농업회사법인돈키움, ,최덕수,기타법인,151111-0043376,303-81-65992,충청북도 충주시 주덕읍 후삼로 541, ,,축산업,2012-04-23,12월
농업회사법인(주)돈팜스,agricultural corporation donfarms,농업회사법인돈팜스, ,최덕수,기타법인,151111-0045356,303-81-68325,충청북도 충주시 주덕읍 후삼로 541 (삼청리), ,,축산업,2013-01-02,12월
농업회사법인 동구농원 주식회사,"Agricultural Corporation Dong Gu Co., Ltd.",농업회사법인동구농원, ,이화영,기타법인,284111-0126437,132-86-25485,경기도 남양주시 석실로668번길 91 (금곡동), ,,"채소, 화훼작물 및 종묘 재배업",2014-04-18,12월
농업회사법인 주식회사 동남농장,dongnamfarm,농업회사법인동남농장, ,김창윤,기타법인,174411-0006959,366-81-00840,경상북도 청송군 진보면 기곡길 494-50 (기곡리), ,,양돈업,2017-07-14,12월
농업회사법인주식회사 동명내츄럴,DONGMYUNGNATURAL,농업회사법인동명내츄럴, ,김동춘,기타법인,151211-0025306,304-81-24878,충청북도 제천시 백운면 평동로 87 (평동리), ,,"농산물 건조, 선별 및 기타 수확 후 서비스업",2011-06-23,12월
농업회사법인 주식회사 동산농장,"Dongsan farm Co.,Ltd",농업회사법인동산농장, ,오광칠,기타법인,284311-0015511,127-86-39158,경기도 연천군 전곡읍 양원로231번길 65 (양원리), ,,양돈업,2012-05-24,12월
농업회사법인 동오시드 주식회사,DONGOH SEED,농업회사법인동오시드, ,이용진,기타법인,110111-5381019,264-81-33119,"서울특별시 서초구 효령로77길 28 (서초동, 경농사옥)", ,,종자 및 묘목 생산업,2014-04-02,12월
농업회사법인 동주물산주식회사,DONG JU CORPORATION,농업회사법인동주물산, ,정원석,기타법인,120111-0345034,137-81-61064,인천광역시 강화군 길상면선두리1192-1, ,,곡물 및 기타 식량작물 재배업,2004-04-27,12월
농업회사법인주식회사동해,DONGHAE,농업회사법인동해, ,장성훈,기타법인,141111-0038387,226-81-43537,강원도 횡성군 강림면 주천강로 1313 (강림리), ,,양돈업,2011-07-08,12월
농업회사법인 주식회사 두레개발,duregaebal,농업회사법인두레개발, ,장세경,기타법인,175211-0064356,720-81-01529,경상북도 칠곡군 왜관읍 석전로 77-2 201동201호(왜관한빛타운상가), ,,양돈업,2019-04-10,12월
농업회사법인 두리 주식회사,agricultural doori farm,농업회사법인두리, ,"오현환, 최우락",기타법인,154311-0021119,301-81-94832,충청북도 청주시 청원구 북이면 대율현암길 52-27 (현암리), ,,양돈업,2007-08-01,12월
농업회사법인 디에스디엘스마트팜 주식회사,DSDLSMARTFARM,농업회사법인디에스디엘스마트팜, ,조현강,기타법인,160111-0455067,830-87-00552,대전광역시 유성구 계백로 687 (방동), ,,곡물 및 기타 식량작물 재배업,2017-05-04,12월
농업회사법인주식회사로가닉코리아, rawganickorea,농업회사법인로가닉코리아, ,이길호,기타법인,205211-0035889,408-86-04145,전라남도 화순군 춘양면 학포로 1321 (우봉리),rawganickorea.com/,,"채소, 화훼 및 과실작물 시설 재배업",2013-08-21,12월
농업회사법인로고(주),"FARMLOGO CO.,LTD.",농업회사법인로고, ,이종훈,기타법인,284411-0044881,127-86-01744,경기도 포천시 가산면 마전리642-17, ,,양돈업,2006-11-15,12월
농업회사법인(주)리치월드,RICH WORLD,농업회사법인리치월드, ,이철민,기타법인,161111-0032129,219-87-02224,충청남도 보령시 천북면 송현길 80-64, ,,양돈업,2020-12-31,12월
(주)농업회사법인 리치팜,RICHFARM,농업회사법인리치팜, ,박홍규,기타법인,164311-0019774,526-87-00707,충청남도 부여군 석성면 증산천길 112 (증산리), ,,양돈업,2017-04-05,12월
농업회사법인주식회사마니커농산,"MANIKER BREEDING CO., LTD.",농업회사법인마니커농산, ,유희성,기타법인,284311-0014018,127-86-26084,경기도 포천시 일동면 영일로 665-1, ,,양계업,2010-07-09,12월
농업회사법인 주식회사 마이돈,Mydon Agricultrural.co.Ltd ,농업회사법인마이돈, ,최덕수,기타법인,151111-0043061,303-81-65707,충청북도 충주시 주덕읍 후삼로 541, ,,축산업,2012-04-02,12월
농업회사법인 만나씨이에이(주),MANNACEA,농업회사법인만나씨이에이, ,"전태병, AARON PARK",기타법인,160111-0343759,314-86-45628,"충청북도 진천군 이월면 진광로 702-10 (장양리, 온실)",www.mannacea.com,,채소작물 재배업,2013-03-18,12월
농업회사법인 만나타운 주식회사,MANNA TOWN,농업회사법인만나타운, ,"전태병, AARON PARK",기타법인,154311-0037950,764-81-00234,충청북도 진천군 이월면 진광로 702-9 (장양리), ,,채소작물 재배업,2015-10-14,12월
농업회사법인명진주식회사공성지점,MYEONGJIN,농업회사법인명진공성지점, ,이상금,기타법인,161311-0031325,153-85-00640,경상북도 상주시 공성면 무곡신터길 87 (무곡리),명진닷컴.com,,양계업,2017-11-16,12월
농업회사법인 모닝바이오텍 주식회사,"MORNINGBIOTEC AGRICULTURAL CO.,LTD",농업회사법인모닝바이오텍, ,정행순,기타법인,131211-0026184,126-86-14042,경기도 여주시 흥천면 능북로 163-39 (율극리), ,,양계업,2008-08-01,12월
농업회사법인목원주식회사,MOKWON Agricultural Corporation,농업회사법인목원, ,최창본,기타법인,171511-0007726,508-81-22322,경상북도 의성군 금성면 금성현서로 123 (산운리), ,,육우 사육업,2007-09-27,12월
농업회사법인(주)목현농장,MOKHYUN FARM,농업회사법인목현농장, ,박홍신,기타법인,161111-0011892,310-81-19929,충청남도 홍성군 은하면 홍남서로 895 (목현리), ,,양돈업,2007-04-23,12월
농업회사법인주식회사무의,MUUI,농업회사법인무의, ,이선희,기타법인,120111-0807167,797-87-00406,"인천광역시 중구 큰무리로 104 (무의동, 방갈로)", ,,곡물 및 기타 식량작물 재배업,2016-04-01,12월
농업회사법인 주식회사 문경양돈,Moonkyung Agricultural Corporation,농업회사법인문경양돈, ,김성태,기타법인,175411-0023663,511-81-04499,"경상북도 문경시 산북면 강동로 312-24 (회룡리, 문경약돌돼지양돈장)", ,,양돈업,1994-06-10,12월
농업회사법인주식회사미래팜스,miraefarms,농업회사법인미래팜스, ,나옥봉,기타법인,141211-0073654,224-81-65914,강원도 원주시 문막읍 원문로 2577 (대둔리),www.miraefarms.com,,종자 및 묘목 생산업,2014-12-12,12월
농업회사법인 주식회사미림,"Mirim Agricultural Co.,LTd.",농업회사법인미림, ,박광서,기타법인,134511-0130035,142-81-15733,경기도 용인시 처인구 이동면 경기동로687번길 3 (송전리)(2층), ,,기타 가금류 및 조류 사육업,2008-09-01,12월
농업회사법인 주식회사 민속친한우,MINSOKCHINHANWO,농업회사법인민속친한우, ,권민석,기타법인,171111-0040138,573-88-01198,경상북도 안동시 북후면 저전물한길 67 (물한리), ,,축산업,2018-07-24,12월
농업회사법인주식회사민속한우,NONGEOPHOESABEPINMINSOKHANWOO,농업회사법인민속한우, ,권혁수,기타법인,171111-0019612,508-81-26600,경상북도 안동시 북후면 물한리201번지, ,,소 사육업,2009-09-11,12월
농업회사법인 주식회사 백송농원,BACK SONG,농업회사법인백송농원, ,이장우,기타법인,131211-0037826,126-86-76053,경기도 여주시 능서면 새미실1길 161-30 (신지리), ,,임업용 종묘 생산업,2014-02-03,12월
