회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
HNC비즈니스지원센터,HNbusiness,HNC비즈니스지원센터, ,배성환,기타법인,591111-1630122,850-51-00275,"전라남도 광양시 항만대로 465 501호 인코리아금융서비스(황길동, 월드마린센터)", ,,경영 컨설팅업,2017-11-13,12월
HONG KONG TIGERMED ,"HONG KONG TIGERMED CO.,LIMITED",HONGKONGTIGERMED, ,SHI XIALI,기타법인, ,40763,"서울특별시 종로구 사직로 130 10층 (적선동, 적선현대빌딩)", ,,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",2011-09-14,12월
(주)에이치에스애드,HS Ad Inc.,HS애드,035000,박애리,유가증권시장,110111-0375398,105-81-29368,서울특별시 마포구  마포대로 155 LG마포B/D15F,www.hsad.co.kr/kor/main,,광고 대행업,1984-05-30,12월
"INOVIO PHARMACEUTICALS,INC.","INOVIO PHARMACEUTICALS,INC.","INOVIOPHARMACEUTICALS,INC.", ,KIM JONG JOSEPH,기타법인, ,47644,660 W. Germatown Pike Plymouth Meeting P.A 19462,www.inovio.com,,의학 및 약학 연구개발업,1979-08-08,12월
(주)INVENI,"INVENI Co., Ltd.",INVENI,015360,"구본혁, 이창우",유가증권시장,110111-0290778,218-81-06851,서울특별시 용산구 한강대로 92 LS 용산타워,www.inveni.com,,회사 본부 및 경영 컨설팅 서비스업,1981-03-05,12월
Kensington Technology Investments Limited,Kensington Technology Investments Limited,KensingtonTechnologyInvestmentsLimited, ,Sien Ha Lilian Chan,기타법인, ,11581,"Lot 2&3, Level 3, Wizma Lazenda, Jalan Kemajuan, 87000, Federal Territory of Labuan, Malaysia", ,,경영 컨설팅업,2000-11-09,12월
KPMG 세정회계법인,KPMG Sehjung Accounting Corporation,KPMG세정회계법인, ,안택수,기타법인,114634-0028846,120-86-25935,서울특별시 강남구 역삼동 737 스타타워 9층,www.kr.kpmg.com,,공인회계사업,2001-08-31,03월
KTB글로벌스타주식형펀드, ,KTB글로벌스타주식형펀드, ,김형찬,기타법인,110111-2248569,107-86-00566,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-05-28,05월
KTB밸류스타혼합형펀드, ,KTB밸류스타혼합형펀드, ,김형찬,기타법인,110111-2284753,107-86-02749,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-07-11,07월
KTB밸류코리아혼합형사모펀드, ,KTB밸류코리아혼합형사모펀드, ,김영준,기타법인,110111-2614794,107-86-24103,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-09-23,09월
KTB밸류코스닥혼합형펀드, ,KTB밸류코스닥혼합형펀드, ,선형렬,기타법인,110111-2480252,107-86-15846,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-03-25,03월
KTB베스트바이혼합형펀드, ,KTB베스트바이혼합형펀드, ,최민재,기타법인,110111-2582686,107-86-21917,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-08-05,08월
KTB에버스타혼합형펀드, ,KTB에버스타혼합형펀드, ,선형렬,기타법인,110111-2201541,107-81-98158,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-03-26,03월
KTB에이스찬스혼합형펀드, ,KTB에이스찬스혼합형펀드, ,김영준,기타법인,110111-2411124,107-86-10666,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-01-02,01월
KTB에이플러스2호혼합형사모펀드, ,KTB에이플러스2호혼합형사모펀드, ,김송우,기타법인,110111-2480351,107-86-15787,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-03-25,03월
KTB에이플러스혼합형사모펀드, ,KTB에이플러스혼합형사모펀드, ,이종욱,기타법인,110111-2421545,107-86-11345,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-01-14,01월
KTB장기증권저축펀드, ,KTB장기증권저축펀드, ,장상기,기타법인,110111-2288622,107-86-02996,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-07-16,07월
KTB장기증권저축펀드1호, ,KTB장기증권저축펀드1호, ,박형렬,기타법인,110111-2356669,107-86-07235,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-10-20,10월
KTB채권형펀드, ,KTB채권형펀드, ,최민재,기타법인,110111-2219974,107-81-99268,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-04-19,04월
KTB포트폴리오스타혼합형펀드, ,KTB포트폴리오스타혼합형펀드, ,정승욱,기타법인,110111-2446535,107-86-12742,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-02-14,02월
KTB프라임2호혼합형사모펀드, ,KTB프라임2호혼합형사모펀드, ,정승욱,기타법인,110111-2461880,107-86-14319,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-03-05,03월
KTB프라임4호주식형사모펀드, ,KTB프라임4호주식형사모펀드, ,조영찬,기타법인,110111-2473984,107-86-14890,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-03-18,03월
KTB프리미엄찬스혼합형펀드, ,KTB프리미엄찬스혼합형펀드, ,김형찬,기타법인,110111-2277617,107-86-02356,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-07-03,07월
KTB플러스찬스혼합형펀드, ,KTB플러스찬스혼합형펀드, ,김영준,기타법인,110111-2269606,107-86-02069,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-06-25,06월
KTB하이스타혼합형펀드, ,KTB하이스타혼합형펀드, ,장상기,기타법인,110111-2421834,107-86-11331,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-01-14,01월
KTB하이턴펀드, ,KTB하이턴펀드, ,김중완,기타법인,110111-2506214,107-86-18197,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-04-23,04월
KTB혼합형펀드, ,KTB혼합형펀드, ,박형렬,기타법인,110111-2164963,107-81-95898,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-02-06,02월
(주)케이티나스미디어,"kt nasmedia Co., Ltd.",KT나스미디어,089600,박평권,코스닥시장,110111-1905516,220-81-80363,"서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F",www.nasmedia.co.kr,,광고 대행업,2000-03-13,12월
(주)LG경영개발원,LG Management Development Institute,LG경영개발원, ,김재문,기타법인,110111-0423494,116-81-13527,서울특별시 영등포구 여의대로 128 LG트윈타워,www.lgbr.co.kr,,경제 및 경영학 연구개발업,1986-04-01,12월
LG공모주혼합형펀드,LG IPO Stock Balanced Fund                        ,LG공모주혼합형펀드, ,최창훈,기타법인,110111-2488149,107-86-15394,서울특별시 영등포구 여의도동 23-7 ,www.abrain.co.kr,,경영 컨설팅업,2002-04-02,04월
LG드림혼합형펀드,LG Dream Balanced Fund                            ,LG드림혼합형펀드, ,최창훈,기타법인,110111-2604208,107-86-23399,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-09-05,09월
LG차이나디벨로프먼트주식형사모펀드,LG CHINA DEVELOPMENT EQUITY PRIVATE PLACEMENT FUND,LG차이나디벨로프먼트주식형사모펀드, ,신종기,기타법인,110111-2519267,107-86-17387,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-05-08,05월
"MACROMILL,INC.","MACROMILL,INC.","MACROMILL,INC.", ,Sasaki Toru,기타법인, ,48428,일본 도쿄도 미나토구 코우난 2-16-1 시나가와  이스트원 타워 11층, ,,시장조사 및 여론조사업,2013-11-25,06월
MASTER UNION HOLDING LIMITED,MASTER UNION HOLDING LIMITED,MASTERUNIONHOLDINGLIMITED, ,CAO LAN,기타법인, ,44929,"서울특별시 종로구 사직로 130 (적선동, 적선현대빌딩) 10층", ,,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",2017-04-07,12월
(주)MBC애드컴,MBCAD COMMUNICATION CORP.,MBC애드컴, ,전종건,기타법인,110111-0160715,105-81-76217,서울특별시 마포구 공덕동 450번지,www.mbcad.com,,광고 대행업,1974-02-26,12월
"Nexland, Inc.","Nexland, Inc.","Nexland,Inc.", ,Justin M Lee,기타법인, ,KTHQ-외투06-506,"3250 Wilshire Blvd, #1702 Los Angeles, CA 90010 USA", ,,변호사업,2000-03-15,12월
(주)NICE홀딩스,"NICE Holdings Co., Ltd",NICE,034310,조대민,유가증권시장,110111-0505614,214-81-74186,서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥,www.nice.co.kr,,회사 본부 및 경영 컨설팅 서비스업,1986-09-11,12월
OncoQuest Inc.,OncoQuest Inc.,OncoQuestInc., ,Madi Madiyalakan,기타법인, ,48409,"서울특별시 강남구 테헤란로 445 4층(삼성동, 본솔빌딩)",https://www.oncoquestinc.com/,,의학 및 약학 연구개발업,2015-03-25,01월
Photronics Singapore PTE LTD.,Photronics Singapore PTE LTD.,PhotronicsSingaporePTELTD., ,Soo Hong Jeong,기타법인, ,16841,서울특별시 종로구 내자동 세양빌딩, ,,상업용 사진 촬영업,1994-09-16,12월
"PRIMAX MANAGEMENT, Inc.","PRIMAX MANAGEMENT, Inc.","PRIMAXMANAGEMENT,Inc.", ,Stephen Chandoo Park,기타법인, ,40640,"35 Marjorie Terrace, Englewood Cliffs, New Jersey, U.S.A.", ,,경영 컨설팅업,1997-06-19,12월
(주)SC커뮤니케이션즈,SC Communications,SC커뮤니케이션즈, ,임정민,기타법인,111011-4325901,105-87-43421,서울특별시 마포구 구수동 16-5번지 국제미디어밸리 3층,www.sccin.co.kr,,"광고물 문안, 도안, 설계 등 작성업",2010-04-12,12월
"Shin Nippon Biomedical Laboratories, Ltd.","Shin Nippon Biomedical Laboratories, Ltd.","ShinNipponBiomedicalLaboratories,Ltd.", ,Ryoichi Nagata,기타법인, ,529900C10QR47J2U5R44,"2438 Miyanouracho, Kagoshima-shi, Kagoshima, Japan", ,,의학 및 약학 연구개발업,1973-05-18,03월
SILVERBRIDGE HOLDING LP,SILVERBRIDGE HOLDING LP,SILVERBRIDGEHOLDINGLP, ,"SilverHouse Management Pte, Ltd",기타법인, ,T18LP0073D,"서울특별시 종로구 종로3길 17 (청진동, D타워) D2 23층",-,,경제 및 경영학 연구개발업,2018-07-20,12월
(주)에스엠컬처앤콘텐츠,"SM Culture & Contents Co., Ltd.",SM C&C,048550,박태현,코스닥시장,110111-0275134,219-81-11153,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)",www.smcultureandcontents.com,,광고업,1980-05-13,12월
(주)STX 종합기술원,"STX Institute of Technology Co., Ltd",STX종합기술원, ,신성수,기타법인,110111-4474401,220-88-08088,"서울특별시 강남구 도곡2동 448-2, STX R&D 센터 5층", ,,자연과학 및 공학 연구개발업,2010-11-18,12월
 Sun Metals Holdings Limited, Sun Metals Holdings Limited,SunMetalsHoldingsLimited, ,Lee Sung Chae,기타법인, ,254900JC249OK76PM936,"1 Zinc Avenue Stuart Townsville, Queensland AUSTRALIA", ,,경영 컨설팅업,1991-05-02,12월
"Tongguang Group Co., Ltd. ","Tongguang Group Co., Ltd. ","TongguangGroupCo.,Ltd.", ,Zhang Qiang,기타법인, ,43170,"Changqiao village, Baochang town, Haimen city, Jiangsu Province, China",www.chinatgg.com.cn,,전기ㆍ전자공학 연구개발업,2003-08-18,12월
"Wanfu Investment Co., Ltd","Wanfu Investment Co., Ltd","WanfuInvestmentCo.,Ltd", ,Tommy Lee,기타법인, ,025639,인천광역시 남동구 고잔동 530-2 거풍스카이팰리스 2층, ,,경영 컨설팅업,2008-12-01,12월
주식회사 가교김해오토갤러리,Gagy Auto Gallery,가교김해오토갤러리, ,박성진,기타법인,195511-0230486,533-87-01285,경상남도 김해시 생림면 나전로 60 407호(나전리), ,,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",2019-03-28,12월
가교회계법인,Gagyo Accounting Coporation,가교회계법인, ,강효식,기타법인,114634-0035081,120-87-13270,서울특별시 강남구 삼성로95길 6 삼혜빌딩 4층 (삼성동),www.gagyoac.co.kr,,공인회계사업,2007-04-06,03월
주식회사 가든시티,gardencity,가든시티, ,"곽성현, 곽성희",기타법인,110111-4270247,104-86-26209,"서울특별시 중구 서소문로 130 , 1006호 (서소문동, 대양빌딩)", ,,경영 컨설팅업,2010-01-26,12월
주식회사 가디언 네트웍스,Guardian Networks Co. Ltd.,가디언네트웍스, ,김보겸,기타법인,180111-0582361,605-81-81428,부산광역시 부산진구 범천동 1057-2 대우디오빌 2201, ,,경영 컨설팅업,2007-02-06,12월
가디언앤컴퍼니 주식회사,"Guardian&Company Co.,Ltd",가디언앤컴퍼니, ,이성우,기타법인,110111-6744646,421-87-01153,"서울특별시 강남구 테헤란로82길 15 (대치동)335호(대치동, 디아이타워)", ,,경영 컨설팅업,2018-05-09,12월
주식회사 가디언홀딩스,"Guardian Holdings Co., Ltd.",가디언홀딩스, ,박정삼,기타법인,110111-3122051,214-87-62284,서울특별시 강동구 성내동 444-3, ,,경영 컨설팅업,2004-11-25,12월
가립회계법인,GARIB ACCOUNTING FIRM,가립회계법인, ,권흥락,기타법인,114671-0022569,220-81-44106,"대구광역시 중구 동덕로 61 3층 (대봉동, 선모빌딩)",www.garib.co.kr,,공인회계사업,1997-04-19,03월
주식회사 가온엠에스,gaonms,가온엠에스, ,정재문,기타법인,110111-5656967,658-87-00023,"서울특별시 강서구 공항대로 247 (마곡동, 퀸즈파크나인)", ,,인문 및 사회과학 연구개발업,2015-03-04,12월
가우디오랩 주식회사,"Gaudio Lab, Inc.",가우디오랩, ,오현오,기타법인,110111-5715581,775-86-00108,"서울특별시 강남구 테헤란로 505 (삼성동, 싹타워) 2층",www.gaudiolab.com/,,전기ㆍ전자공학 연구개발업,2015-05-06,12월
가원도시개발주식회사,kawon urban development company,가원도시개발, ,박준석,기타법인,160111-0187561,314-81-73298,대전광역시 유성구 노은동로75번길 20 (노은동)2층 201호, ,,기타 전문 서비스업,2005-03-22,12월
가율 회계법인,GAUL Accounting Corporation,가율회계법인, ,서용욱,기타법인,114634-0035437,120-87-19478,서울특별시 강남구 역삼로7길 11 조선빌딩 4층,www.gaul-acc.com,,공인회계사업,2007-09-21,03월
가은회계법인,gaeun accounting firm,가은회계법인, ,최용,기타법인,110171-0078029,220-88-80931,서울특별시 강남구 삼성로81길 31 (대치동) 애드라빌딩 2층,www.gecpa.co.kr,,공인회계사업,2014-05-22,03월
주식회사 가이아,"Gaia Co.,Ltd.",가이아, ,정우천,기타법인,120111-0995623,833-87-01467,"인천광역시 연수구 인천타워대로 253-25 (송도동, 아트윈푸르지오) 102동 406호", ,,경영 컨설팅업,2020-12-23,12월
가인솔루션스 주식회사,"Gain-Solutions Co,Ltd.",가인솔루션스, ,안정수,기타법인,110111-4515221,215-87-49208,서울특별시 송파구 신천동 11-6, ,,경영 컨설팅업,2011-01-18,01월
(주)가진에이케이엠,"Ga Jin AKM Co.,Ltd",가진에이케이엠, ,이희재,기타법인,110111-9168405,858-87-03616,"서울특별시 서초구 반포대로28길 42 4층 (서초동, 우신1557빌딩)", ,,경영 컨설팅 및 공공 관계 서비스업,2025-01-24,12월
가톨릭대학교기술지주 주식회사,"THE CATHOLIC UNIVERSITY OF KOREA Technology Holdings co., Ltd.",가톨릭대학교기술지주, ,조석구,기타법인,110111-4875659,114-87-01522,서울특별시 서초구 반포대로 222 가톨릭대학교 의생명산업연구원 1007호, ,,경영 컨설팅업,2012-05-23,12월
주식회사 가트너리서치어드바이저리코리아,"Gartner Research & Advisiory Korea Co., Ltd",가트너리서치어드바이저리코리아, ,테리마이클파스코,기타법인,110111-2809395,120-86-54347,"서울특별시 강남구 영동대로 511 (삼성동, 트레이드타워) 2407호", ,,경영 컨설팅업,2003-06-27,12월
(주)가하컨설팅,kahaconsulting,가하컨설팅, ,김정한,기타법인,110111-0729438,206-81-46904,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)", ,,공공관계 서비스업,1988-10-04,06월
가현회계법인,GAHYUN ACCOUNTING CORPORATION,가현회계법인, ,최승근,기타법인,110134-0079364,220-88-89397,서울특별시 강남구 언주로86길 5 (역삼동)육성빌딩 12층, ,,공인회계사업,2014-10-15,03월
(주)간삼건축종합건축사사무소,GANSAM ARCHITECTS&PARTNERS,간삼건축종합건축사사무소, ,"김자호, 김태집",기타법인,110111-0380967,208-81-18350,서울특별시 중구 동호로20다길 16 (신당동) 간삼건축사옥,www.gansam.com,,건축설계 및 관련 서비스업,1983-06-29,12월
(주)개그스테이션,GAGSTATION CO.KR,개그스테이션, ,최용섭,기타법인,110111-3151000,107-86-58772,경기도 고양시 일산동구 장항동 856-3 5층,www.gagstation.co.kr,,매니저업,2005-01-14,12월
갤럭스주식회사,Galux Inc.,갤럭스, ,석차옥,기타법인,110111-7615747,456-81-01894,"서울특별시 관악구 남부순환로 1837 5층 501호,502호 6층 (봉천동, 샤론빌딩)",www.galux.co.kr,,의학 및 약학 연구개발업,2020-09-09,12월
갤럭시아에셋매니지먼트(주),"Galaxia Asset Management Co, Ltd.",갤럭시아에셋매니지먼트, ,이태근,기타법인,110111-0945539,639-87-03771,"서울특별시 성북구 선잠로2나길 12-8 (성북동, 효성성북동빌라) 302호", ,,경영 컨설팅 및 공공 관계 서비스업,2025-12-18,12월
거림의료컨설팅,georimmedicalconsulting,거림의료컨설팅, ,이석재,기타법인,180111-0992114,888-86-00122,부산광역시 수영구 연수로324번길 18 (망미동),www.grmc.co.kr,,기타 전문 서비스업,2015-09-01,12월
거버너스M&A사모펀드2호,Governors M&A Private Placement Fund2,거버너스M&A사모펀드2호, ,강성,기타법인,110111-2488123,107-86-15400,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-04-02,04월
거버너스M&A사모펀드3호,Governors M&A Private Placement Fund3,거버너스M&A사모펀드3호, ,명성욱,기타법인,110111-2586159,107-86-21620,서울특별시 영등포구 여의도동 유화증권빌딩 23-7,www.abrain.co.kr,,경영 컨설팅업,2001-05-30,04월
거버너스엠앤에이사모펀드4호,Governors M&A Private Placement Fund4,거버너스엠앤에이사모펀드4호, ,고재철,기타법인,110111-2625791,107-86-28924,서울특별시 영등포구 여의도동 23-7,www.abrain.co.kr,,경영 컨설팅업,2002-10-08,10월
주식회사 거성건축사 사무소,"Geoseong Architects & Engineering Co., Ltd",거성건축사사무소, ,이홍기,기타법인,180111-0184836,605-81-22341,부산광역시 부산진구 부전동 406-7, ,,건축설계 및 관련 서비스업,1995-07-01,12월
주식회사 거스트앤게일,GUST N GALE,거스트앤게일, ,이용규,기타법인,110111-4744367,211-88-69761,서울특별시 강남구 학동로21길 35 (논현동),www.gustngale.com,,기타 과학기술 서비스업,2011-12-08,12월
(주)거원엔지니어링,Geowon Enginering Co.Ltd,거원엔지니어링, ,김무창,기타법인,180111-0266444,621-81-31518,부산광역시 수영구 광일로29번길 68 (광안동), ,,기타 엔지니어링 서비스업,1998-09-18,12월
주식회사 거잔,"Geojan co., Ltd.",거잔, ,한린규,기타법인,110111-7368495,824-88-01456,"서울특별시 종로구 삼봉로 94 9층 (공평동, 94빌딩)", ,,경영 컨설팅업,2020-04-17,12월
건민회계법인,KUNMIN,건민회계법인, ,장문원,기타법인,134134-0008646,123-86-43999,"경기도 군포시 고산로 166 (당정동, SK벤티움) 101동 321호",-,,공인회계사업,2014-06-12,03월
(주)건설품질기술연구원,ICQT,건설품질기술연구원, ,"강성찬, 홍정훈",기타법인,134511-0289874,261-88-00428,경기도 화성시 양감면 초록로693번길 47 (송산리), ,,"기타 기술 시험, 검사 및 분석업",2016-05-17,12월
(주)건양기술공사건축사사무소,KUN YANG,건양기술공사건축사사무소, ,"유대현, 이구병",기타법인,164311-0002109,308-81-07508,충청북도 청주시 청원구 교서로 111 (우암동), ,,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",1996-02-01,12월
주식회사 건우플러스,"GunWoo Plus Co., LTD.",건우플러스, ,오해석,기타법인,180111-0593805,606-86-03468,경상남도 김해시 한림면 안하로116번길 43 (안하리), ,,제조업 회사 본부,2007-05-18,12월
주식회사 건인투자,"Conin investment Co., Ltd",건인투자, ,박시영,기타법인,134511-0151685,142-81-26768,경기도 용인시 처인구 영문로 2 (유방동), ,,회사 본부 및 경영 컨설팅 서비스업,2010-03-26,12월
(주)건일,"KUNILENG Engineering CO., LTD",건일, ,김석환,기타법인,110111-0999172,220-81-25958,경상북도 포항시 남구 대이로1번길 20 602, ,,기타 엔지니어링 서비스업,1994-01-10,12월
(주)건일엠이씨,KUNIL M.E.C Ltd.,건일엠이씨, ,남상윤,기타법인,124611-0257996,131-81-65529,"경기도 부천시 중동로254번길 64 208호(중동, 신일아르디세)",www.kunilmec.co.kr,,건물 및 토목 엔지니어링 서비스업,2001-07-19,12월
(주)건창이엔씨,Gunchang E&C,건창이엔씨, ,김진귀,기타법인,110111-8993085,276-86-03364,"서울특별시 강남구 논현로76길 24 5층 5267호(역삼동, BPT빌딩)",-,,경영 컨설팅업,2024-07-08,12월
(주)건축사사무소 건원엔지니어링,"KUNWONENGINEERING CO, LTD.",건축사사무소건원엔지니어링, ,김진황,기타법인,110111-1820441,220-81-71530,서울특별시 강남구 역삼동 678-32 동림빌딩 4층,kunwoneng.com,,건축설계 및 관련 서비스업,1999-12-01,12월
(주)건축사사무소광장,PLAZA ARCHITECTS & CONSULTANTS CO . . LTD,건축사사무소광장, ,신만석,기타법인,134511-0023892,135-81-23685,"경기도 용인시 기흥구 죽전로 39 (보정동, 에스제이타워) 707호",www.kwangjangarch.com,,건축설계 및 관련 서비스업,1997-11-11,12월
(주)건축사사무소도움채,DOUMCHAE,건축사사무소도움채, ,임언재,기타법인,170111-0222323,502-81-64135,대구광역시 수성구 범어3동 43-8 정암빌딩8층, ,,건축설계 및 관련 서비스업,2002-04-22,12월
(주)건축사사무소뿌리건축,ROOT ARCHITECTS&ENGINEERS,건축사사무소뿌리건축, ,안재린,기타법인,110111-1066772,211-86-04288,서울특별시 강남구 논현동 62 조일빌딩8층,WWW.AROOT.CO.KR,,건축설계 및 관련 서비스업,1994-09-01,12월
(주)건축사사무소아라그룹,ARAGROUP,건축사사무소아라그룹, ,"왕정한, 이상포",기타법인,110111-1606023,105-81-96232,"서울특별시 송파구 법원로9길 26 C동 413호(문정동, 에이치비지니스파크)",wwww.aragroup.co.kr,,제도업,1998-03-19,12월
(주)건축사사무소에스파스,PLANNING AND DESIGN GROUP ESPACE,건축사사무소에스파스, ,박성환,기타법인,110111-3041037,214-87-55779,"서울특별시 서초구 논현로 145 (양재동, 풍국빌딩) 7층", ,,건축설계 및 관련 서비스업,2004-07-01,12월
