회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
경기남부도로주식회사,"Kyunggi South Road Co., Ltd.",경기남부도로, ,송문선,기타법인,110111-3947805,211-88-16677,"경기도 의왕시 오전로 24 (왕곡동, 의왕영업소)",www.ksroad.co.kr,,도로 및 관련시설 운영업,2008-08-05,12월
경기동서순환도로 주식회사,Gyeonggi East-West Beltway Co.,경기동서순환도로, ,최백규,기타법인,110111-6060654,371-87-00368,경기도 화성시 마도면 쌍송길119번길 133 (쌍송리), ,,도로 및 관련시설 운영업,2016-05-16,12월
(주)경기버스,CORP GYEONG GI BUS,경기버스, ,허상준,기타법인,115411-0000027,127-81-00487,경기도 남양주시 진접읍 진벌리 638-5, ,,시내버스 운송업,1968-08-27,12월
경기복합물류공사(주),gyeoggi area integrated freight terminal ,경기복합물류공사, ,김석주,기타법인,110111-3680025,206-86-16045,서울특별시 광진구 구의동 546-4, ,,물류 터미널 운영업,2007-05-16,12월
(주)경기상운,KYUNGKI TRANSPORT,경기상운, ,허상준,기타법인,135711-0052169,126-81-76456,경기도 하남시 하남대로284번길 59 (상산곡동), ,,시내버스 운송업,2004-01-03,12월
(주)경기여객,kyungki passenger,경기여객, ,허상준,기타법인,284211-0050139,132-81-74813,"경기도 구리시 검배로 167 (수택동, 경기여객)",www.buspia.co.kr,,시내버스 운송업,2007-12-28,12월
(주)경기운수,gyeongki eunsu,경기운수, ,허상준,기타법인,284111-0061162,132-81-65949,경기도 남양주시 진접읍 경복대로 497 (진벌리),www.buspia.co.kr,,시내버스 운송업,2006-04-21,12월
경기철도(주),"Kyunggi Railroad Co.,Ltd",경기철도, ,송정호,기타법인,110111-4229822,211-88-35989,경기도 수원시 영통구 대학로 55 광교차량기지 종합관리동 2층,,,도시철도 운송업,2009-11-30,12월
(주)경기화학물류,k,경기화학물류, ,김종심,기타법인,135011-0061396,134-81-32390,"경기도 안산시 단원구 산단로 342 (원곡동, 원곡유통상가)", ,,기타 도로화물 운송업,1996-07-01,12월
경남고속뉴부산관광 주식회사,"KYEONGNAM EXPRESS NEW BUSAN TRAVEL SERVICE CO,LTD",경남고속뉴부산관광, ,이선호,기타법인,171211-0024461,505-81-27314,"부산광역시 금정구 중앙대로 2008 (남산동, 예일빌딩)", ,,전세버스 운송업,2000-09-26,12월
경남관광,KYUNGNAM TOURIST,경남관광, ,민병수,기타법인,110111-0063117,105-81-00342,서울특별시 마포구 서교동 353-5,kntourist.com,,전세버스 운송업,1966-02-21,12월
경동렌트카(주),"Kyung Dong Rent Car co., Ltd",경동렌트카, ,백성현,기타법인,161511-0036280,312-81-41825,충청남도 천안시 서북구 성정동 895, ,,기타 부정기 여객 육상 운송업,2002-07-08,12월
경동물류(주),KyungDong Logistics,경동물류, ,백영길,기타법인,130111-0049923,135-81-29340,경기도 수원시 장안구 송죽동 183-1,www.kdexp.com,,기타 도로화물 운송업,1998-12-28,12월
경동운수주식회사,Kyungdong.tun,경동운수, ,정부길,기타법인,110111-0114069,210-81-01361,서울특별시 강서구 화곡6동 974~982,-,,택시 운송업,1971-05-01,03월
주식회사 경동탱크터미널,Kyung Dong Tank Terminal,경동탱크터미널, ,지승한,기타법인,131311-0078737,125-81-72326,충청남도 당진시 신평면 당진항만로 81 (서부두 내),www.kdtt.com,,보관 및 창고업,2007-12-27,12월
경동화물자동차(주),KYUNG DONG,경동화물자동차, ,최억만,기타법인,175111-0000013,510-81-00199,경상북도 성주군 초전면 주천로 349, ,,일반 화물자동차 운송업,1969-07-23,12월
주식회사 경보,KYUNGBO,경보, ,추재희,기타법인, ,124-81-16850,경기도 화성군 팔탄면 해창리 산 161-2번지,없음,,일반 창고업,1991-07-26,12월
주식회사 경보,"KYONG BO CO.,LTD.",경보, ,추재희,기타법인,130111-0017532,124-81-16850,경기도 화성시 팔탄면 해창리 산 161-2, ,,일반 창고업,1991-07-26,12월
주식회사 경부종합물류,KB LOGSTICS,경부종합물류, ,임경호,기타법인,131311-0071236,125-81-66391,경기도 평택시 세교동 27-15, ,,보관 및 창고업,2007-01-29,12월
(주)경북고속,"Koreawide kyungbuk express co.,Ltd",경북고속, ,"류상우, 이상훈",기타법인,170111-0756075,842-87-01743,대구광역시 서구 서대구로 295 (비산동), ,,시외버스 운송업,2020-02-03,03월
경북고속(주),kyungbukexpress,경북고속, ,김낙구,기타법인,170111-0002642,503-81-01865,대구광역시 서구 비산7동 1856 3, ,,시외버스 운송업,1965-12-23,12월
경북교통(주),KYUNGBUK,경북교통, ,최준,기타법인,170111-0001652,502-81-06964,대구광역시 동구 경안로 752 (동호동), ,,시내버스 운송업,1965-06-25,02월
경산버스(주),"Gyeongsan Bus Co.,LTD",경산버스, ,홍정민,기타법인,170111-0010992,502-81-03216,"경상북도 경산시 압량읍 원효로 606 (당리리, 경산버스)",www.gsbg.co.kr,,시내버스 운송업,1979-12-28,12월
(주)경산씨스템,kyungsan system,경산씨스템, ,김광기,기타법인,110111-0755178,120-81-21521,경기도 수원시 영통구 봉영로 1612 605호 (영통동), ,,물류 터미널 운영업,1991-03-11,12월
주식회사 경산씨앤엘,Kyungsan C&L,경산씨앤엘, ,박봉석,기타법인,161411-0027364,316-81-19645,충청남도 서산시 대산읍 대죽산업로 105 (대죽리),www.kyungsancnl.com,,일반 화물자동차 운송업,2012-06-01,12월
경상버스자동차(주),KSB,경상버스자동차, ,이희욱,기타법인,170111-0019035,503-81-06138,대구광역시 서구 국채보상로 241 (평리동), ,,시내버스 운송업,1999-12-30,12월
경성여객자동차주식회사,"Kyungsung Bus Co., Ltd.",경성여객자동차, ,"김종원, 김정환",기타법인,110111-0014558,216-81-03066,"서울특별시 중랑구 용마산로 380 (면목동, 경성여객자동차(주))", ,,시내버스 운송업,1970-10-01,12월
경수고속도로주식회사,Gyeong Su Highway Corp,경수고속도로, ,박종혁,기타법인,110111-2921313,104-81-85130,경기도 용인시 수지구 성복1로 260 (신봉동),www.yseway.com,,도로 및 관련시설 운영업,2003-12-24,12월
경신교통(주),KYUNGSHIN TRANSPORT CO,경신교통, ,박준석,기타법인,170111-0010645,503-81-07670,대구광역시 달성군 다사읍 서재로 350 (방천리),-,,시내버스 운송업,1979-12-01,02월
경원여객자동차(주),"KYUNG WON RTANSPORTARION CO., LTD",경원여객자동차, ,이경덕,기타법인,134111-0005591,138-81-04799,경기도 안산시 성곡동 629-1,없음,,시내버스 운송업,1979-10-01,12월
경원여객자동차주식회사,"Gyeong-Won Passengers Bus co.,Ltd.",경원여객자동차, ,강상훈,기타법인,191111-0000097,613-81-00300,경상남도 진주시 남강로 698 (장대동), ,,시외버스 운송업,1966-02-08,12월
경익운수(주),"Kyoungik Transportation co., Ltd.",경익운수, ,윤유식,기타법인,160111-0000705,305-81-00506,대전광역시 유성구 계백로801번길 1 (원내동), ,,시내버스 운송업,1970-08-28,03월
경인냉장(주),"KYUNGIN COLD STORAGE CO.,LTD",경인냉장, ,이균,기타법인,110111-0591564,126-81-11341,경기도 광주시 쌍령동 254, ,,냉장 및 냉동 창고업,1988-09-20,12월
경인로지스틱스,kyoungin logistics,경인로지스틱스, ,배재일,기타법인,120111-0845787,273-81-00441,"인천광역시 부평구 안남로222번길 27 (산곡동, 경남아파트)종합상가동 101호", ,,일반 화물자동차 운송업,2016-11-01,12월
경인항컨테이너부두관리 주식회사,"Gyeongin Port Container Pier Management Co., Ltd.",경인항컨테이너부두관리, ,정승호,기타법인,120111-1170670,369-87-02228,"인천광역시 서구 거첨로 295 (오류동, 에스엠상선경인터미널), 205호", ,,수상 운송지원 서비스업,2021-08-10,12월
경인해운(주),kyug i hiig Co. Ltd.,경인해운, ,김문기,기타법인,110111-1418064,202-81-59178,서울특별시 강남구 역삼동 605-3, ,,내항 화물 운송업,1997-05-23,12월
(주)경일,"KYUNG IL  CO., LTD.",경일, ,"손영일, 고희광",기타법인,234111-0033484,621-81-55844,"경상남도 양산시 어곡공단2길 48 (어곡동, (주)경일)", ,,일반 창고업,2003-10-01,12월
경일글로벌로지스틱스(주),"KYUNG IL GLOBAL LOGISTICS CO., LTD.",경일글로벌로지스틱스, ,고희광,기타법인,194211-0208662,609-86-11254,"경상남도 창원시 진해구 신항8로 27 (남문동, 경일글로벌로지스틱스(주))", ,,일반 창고업,2012-12-28,12월
경일여객자동차(주),Kyeong-il Express co. Ltd,경일여객자동차, ,신동삼,기타법인,134611-0000088,135-81-14793,경기도 안성시 죽산면 죽주로 290 (죽산리), ,,시외버스 운송업,1965-03-17,12월
경전여객자동차(주),Kyungjeon Express,경전여객자동차, ,강병구,기타법인,191111-0001144,613-81-01013,경상남도 진주시 문산읍 삼곡리 1162번지, ,,시외버스 운송업,1951-10-23,12월
경진여객운수주식회사,Kyoung Jin Passenger  Traffic Company,경진여객운수, ,이장호,기타법인,134811-0000290,124-81-00421,경기도 화성시 안녕길 58 (안녕동), ,,시내버스 운송업,1970-07-01,12월
경평물류 주식회사,"KYUNG PYUNG LOGISTICS Co., Ltd.",경평물류, ,노현석,기타법인,131311-0064596,125-81-63716,경기도 평택시 포승읍 평택항만길 305 (만호리), ,,도로 화물 운송업,2006-02-17,12월
경한실업(주),"KYOUNG HAN SIL UP CO.,LTD.",경한실업, ,유광수,기타법인,134411-0001288,126-81-03647,"경기도 이천시 이섭대천로 1200 (중리동, 종합버스터미널)", ,,여객 자동차 터미널 운영업,1984-03-10,12월
경흥정기(주),"KYUNGHEUNG CORPORATION CO,LTD",경흥정기, ,이상진,기타법인,135011-0072195,133-81-26920,"경기도 시흥시 공단1대로321번길 46 (정왕동, (주)경흥정기)",-,,일반 화물자동차 운송업,1995-12-21,12월
계룡버스(주),kyeryoungbus,계룡버스, ,김창중,기타법인,160111-0000557,305-81-03084,대전광역시 대덕구 대화로32번길 521 (대화동),kyeryoungbus.com,,시내버스 운송업,1952-07-11,12월
(주)계명산업개발,gyemyoung,계명산업개발, ,조희선,기타법인,131211-0023685,126-86-02473,경기도 여주시 가남읍 대신리길 70, ,,창고 및 운송관련 서비스업,2007-04-11,12월
주식회사 계성,KYE SUNG CORPORATION,계성, ,최건,기타법인,164111-0000404,306-81-05504,대전광역시 대덕구 신탄진동 100-1번지, ,,일반 화물자동차 운송업,1984-05-14,12월
고려고속훼리(주),"korea express ferry co.,ltd.",고려고속훼리, ,김승남,기타법인,191211-0009659,121-81-78411,인천광역시 중구 중산동 1398번지,www.kefship.com,,내항 여객 운송업,2003-04-23,12월
고려기공(주),"KOREA ENGINEERING CO.,LTD",고려기공, ,배칠한,기타법인,180111-0082113,617-81-03779,"부산광역시 남구 수영로 312 1930호(대연동, 21센츄리시티오피스텔)",www.kec21.co.kr,,그 외 기타 운송관련 서비스업,1988-08-20,12월
고려냉장주식회사,"KOREA COLD STORES CO., LTD.",고려냉장, ,김학균,기타법인,180111-0030823,603-81-00318,부산광역시 사하구 장림동 432번지, ,,냉장 및 냉동 창고업,1978-07-27,12월
고려사일로(주),KCTCSILO,고려사일로, ,류주환,기타법인,180111-0782581,605-86-09950,부산광역시 동구 충장대로 314 고려사일로(주), ,,수상 화물 취급업,2011-11-16,12월
고려수산주식회사,"KOREA COLD STORES CO., LTD.",고려수산, ,김학균,기타법인,180111-0068832,603-81-09395,부산광역시 사하구 감천동 387-19번지,www.koryowater.koreasme.com,,냉장 및 냉동 창고업,1988-02-02,09월
(주) 고려에스엠,"KMTC SHIP MANAGEMENT CO.,LTD.",고려에스엠, ,문영,기타법인,180111-0734889,602-81-53433,"부산광역시 중구 충장대로 7 (중앙동4가, 교보생명보험(주)중앙동사옥) 10층",www.kmtcsm.co.kr,,기타 수상 운송지원 서비스업,2010-11-02,12월
고려여객자동차주식회사,KOREA EXPRESS BUS,고려여객자동차, ,이봉현,기타법인,180111-0006923,604-81-00077,부산광역시 동구 초량동 1211-8, ,,시내버스 운송업,1966-02-16,12월
고려예선주식회사,"KOREA TUG BOAT CO.,LTD",고려예선, ,이정경,기타법인,180111-0034643,601-81-09268,"부산광역시 중구 중앙대로 102 (중앙동4가, STX)",ktbc.co.kr,,기타 해상 운송업,1979-06-29,12월
고려종합국제운송(주),KCTC international LTD.,고려종합국제운송, ,권오인,기타법인,110111-0549117,110-81-30800,"서울특별시 중구 서소문로 89 (순화동, 순화빌딩)",www.kctcintl.com,,그 외 기타 운송관련 서비스업,1987-11-05,12월
고려종합물류(주),KOREA LOGISTICS CORP.,고려종합물류, ,정경근,기타법인,134511-0151990,142-81-27001,"경기도 용인시 기흥구 덕영대로 1994 (상갈동, 고려냉장)", ,,보관 및 창고업,2010-04-01,12월
(주)고려택배,"koryo co.,ltd.",고려택배, ,이창균,기타법인,130111-0056085,135-81-39979,경기도 수원시 영통구 원천동 362-31,www.klogis.kr,,택배업,1999-11-20,12월
고려항만(주),"KOREA PORT LOGISTICS CO., LTD.",고려항만, ,최현우,기타법인,181211-0000344,610-81-00238,울산광역시 남구 매암로 28 (매암동) 부두운영센터 3층, ,,화물 취급업,1963-03-13,12월
고려항업(주),korea hang up,고려항업, ,김종남,기타법인,120111-0203943,121-81-33980,경기도 평택시 포승읍 평택항만길 397 (원정리), ,,기타 보관 및 창고업,2000-01-01,12월
고려해운 (주),KOREA MARINE TRANSPORT CO. LTD,고려해운, ,"박정석, 신용화",기타법인,110111-0406531,201-81-12826,"서울특별시 중구 남대문로 63 (소공동, 한진빌딩) 15층 고려해운",www.kmtc.co.kr,,외항 화물 운송업,1985-10-01,12월
고려훼리주식회사,"KOREAFERRY CO.,LTD",고려훼리, ,김유진,기타법인,180111-0103183,601-81-19747,"부산광역시 동구 충장대로 206 (초량동, 부산항국제여객터미널)사무동4층",www.koreaferry.kr,,그 외 기타 운송관련 서비스업,1990-09-01,12월
