회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
주식회사 가이아에너지,GAIAENERGY,가이아에너지, ,김동수,기타법인,135811-0214197,135-86-23318,"경기도 용인시 기흥구 흥덕1로 13 1402호(영덕동, 흥덕IT밸리)", ,,태양력 발전업,2012-06-05,12월
강동그린컴플렉스 주식회사,GANGDONG GREEN COMPLEX,강동그린컴플렉스, ,주성준,기타법인,171211-0127207,745-88-02185,경상북도 경주시 강동면 강동산단로2길 102 (왕신리), ,,"전기, 가스, 증기 및 공기조절 공급업",2022-01-19,12월
강릉사천연료전지 주식회사,Gangneung Sacheon FuelCell,강릉사천연료전지, ,이재동,기타법인,110111-7014288,235-87-01339,강원도 강릉시 동해대로 3298 (죽헌동),www.gsfc.kr,,기타 발전업,2019-02-14,12월
강릉에코파워 주식회사,"Gangneung Eco Power Co., Ltd.",강릉에코파워, ,유준석,기타법인,141111-0045829,226-81-50381,강원특별자치도 강릉시 강동면 율곡로 1954,www.gepower.co.kr,,화력 발전업,2014-06-27,12월
강릉윈드파워(주),GANGNUNG WIND POWER Ltd.,강릉윈드파워, ,서보원,기타법인,141111-0029360,226-81-36017,강원도 강릉시 왕산면 대기리 2214-120, ,,발전업,2006-12-20,12월
강원도시가스주식회사, ,강원도시가스, ,유춘재,기타법인,140111-0002010,221-81-02394,강원도 춘천시 후평동 311번지 8호,없음,,연료용 가스 제조 및 배관공급업,1984-02-21,12월
강원도시가스(주),"KANGWON City Gas.co.,Ltd ",강원도시가스, ,하형은,기타법인,140111-0002010,221-81-02394,강원도 춘천시 삭주로 163 강원도시가스(주),www.kangwoncitygas.co.kr,,연료용 가스 제조 및 배관공급업,1984-02-21,12월
강원솔라파크(주),"GangWon Solar Park Co., Ltd",강원솔라파크, ,장치평,기타법인,140111-0030392,221-81-27056,강원도 춘천시 송암동 466-2, ,,발전업,2006-01-17,12월
강원풍력발전주식회사,"Gangwon Wind Power Co., Ltd.",강원풍력발전, ,이규환,기타법인,145011-0003651,226-81-27518,강원도 평창군 대관령면 꽃밭양지길 688-206 강원풍력발전주식회사, ,,발전업,2001-09-15,12월
주식회사 강원학교태양광,Kangwonschoolsolr,강원학교태양광, ,고석범,기타법인,140111-0054920,221-81-46034,강원도 강릉시 남부로 197 (노암동), ,,발전업,2014-03-25,12월
(주)강진항촌태양광,"TOPINFRA YEONGAM SOLAR CO.,LTD",강진항촌태양광, ,양홍석,기타법인,205411-0022030,412-81-47584,전라남도 강진군 도암면 월하안길 31-49 (석문리)  산 194-3, ,,발전업,2013-04-05,12월
강화조력발전주식회사,Ganghwa tidal power corporation,강화조력발전, ,김토문,기타법인,120111-0521692,131-86-19258,"서울특별시 중구 을지로 170 (을지로4가, 을지트윈타워)", ,,발전업,2010-01-28,12월
(주)거금솔라파크,"GeoGeum Solar Park Co., Ltd.",거금솔라파크, ,최규석,기타법인,161511-0100837,312-86-01532,"전라남도 고흥군 금산면 석산길 262 (어전리, 일반공장)", ,,발전업,2008-07-31,12월
거금이에스에스주식회사,GGESS,거금이에스에스, ,윤상권,기타법인,110111-6742070,780-88-01063,서울특별시 종로구 자하문로1길 34 지하층(체부동), ,,태양력 발전업,2018-05-04,12월
거창이에스에스주식회사,GEOCHANGESS,거창이에스에스, ,김종보,기타법인,110111-6136801,370-87-00410,경상남도 거창군 신원면 과정1길 22-3 (과정리), ,,발전업,2016-08-01,12월
거창풍력발전(주),Geochang Wind Power,거창풍력발전, ,노광철,기타법인,191411-0012210,611-81-25488,경상남도 거창군 신원면 과정1길 10 (과정리) 산 150-1, ,,풍력 발전업,2014-07-21,12월
주식회사 검바위솔라,gumbawisolar,검바위솔라, ,장주원,기타법인,200111-0541776,487-88-01131,"광주광역시 광산구 첨단중앙로68번길 22 (산월동, 부영아파트)", ,,태양력 발전업,2018-09-18,12월
경기그린에너지 주식회사,"Gyeonggi Green Energy Co., Ltd",경기그린에너지, ,김대영,기타법인,134811-0229816,124-87-22844,경기도 화성시 향남읍 발안공단로3길 77 경기그린에너지,www.ggey.co.kr,,발전업,2011-11-11,12월
경남에너지(주),"KYUNGNAM ENERGY CO.,LTD",경남에너지,008020,신창동,기타법인,190111-0001509,609-81-11676,경상남도 창원시 성산구  연덕로 18 (웅남동),www.knenergy.co.kr,,연료용 가스 제조 및 배관공급업,1972-07-11,12월
경남파워(주),"Kyungnam Power Co.,Ltd.",경남파워, ,신기택,기타법인,194211-0092776,609-81-83544,경상남도 창원시 웅남동 55-5,www.kn-power.co.kr,,발전업,2008-06-13,12월
(주)경동도시가스,"KYUNGDONG CITY GAS CO.,LTD",경동도시가스,267290,"송재호, 나윤호",유가증권시장,230111-0274751,143-81-32491,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스,www.kdgas.co.kr,,연료용 가스 제조 및 배관공급업,2017-04-01,12월
경원파워주식회사,KYUNGWON POWER,경원파워, ,조영호,기타법인,195311-0010543,611-81-23933,대구광역시 수성구 화랑로 164 (만촌동),www.kwpower.co.kr,,태양력 발전업,2013-04-05,12월
경주산업단지풍력발전(주),G.I.C.W.P,경주산업단지풍력발전, ,강욱호,기타법인,180111-0805911,617-81-98581,경상북도 경주시 강동면 강동산단로 43-10, ,,발전업,2012-04-25,12월
경주운곡풍력발전 주식회사,"Gyeongju Ungog wind power co., Ltd",경주운곡풍력발전, ,박진우,기타법인,134111-0070356,295-88-03428,"경기도 과천시 코오롱로 11 (별양동, 코오롱)", ,,풍력 발전업,2025-12-05,12월
경주풍력발전(주),"GYEONGJU WIND POWER CO.,LTD",경주풍력발전, ,윤화식,기타법인,171211-0064045,505-81-64250,경상북도 경주시 양북면 불국로 1605-6, ,,발전업,2011-05-18,12월
경현솔라텍(주),KH SOLARTECH,경현솔라텍, ,이석구,기타법인,110111-3781740,512-81-14423,경상북도 봉화군 상운면 하눌리 산200-4, ,,발전업,2007-11-05,12월
(주)경휘,KYUNG HWI SOLARTECH,경휘, ,황인배,기타법인,134311-0013300,507-81-08332,경상북도 울진군 평해읍 오곡리 산94-1, ,,발전업,2007-11-13,12월
고군산해상풍력 주식회사,Gogunsan Offshore Windpower Corporation,고군산해상풍력, ,구현근,기타법인,110111-8915964,290-86-03021,"서울특별시 중구 청계천로 86 (장교동, 한화빌딩)", ,,기타 발전업,2024-04-08,12월
고덕그린에너지(주),"Godeok Green Energy Co., Ltd",고덕그린에너지, ,홍성범,기타법인,110111-5428796,104-86-55233,서울특별시 강동구 아리수로87길 90 (강일동), ,,기타 발전업,2014-05-30,12월
고덕에너지솔루션 주식회사,"Godeok Energy Solution Co.,Ltd.",고덕에너지솔루션, ,김창식,기타법인,131311-0033995,824-87-03331,경기도 평택시 고덕면 도시지원1길 59 (해창리), ,,발전업,2025-02-04,12월
고덕청정에너지 주식회사,"Godeok Clean Energy Co., Ltd.",고덕청정에너지, ,박승철,기타법인,110111-7345617,468-88-01407,"서울특별시 강동구 아리수로93길 27 (강일동, 강일타워) 2층 202,203호",gdcleanenergy.co.kr,,기타 발전업,2020-01-03,12월
고려광발전(주),,고려광발전, ,장용수,기타법인,110111-3684621,214-88-09364,서울특별시 서초구 서초동 1544-12 대성빌딩 302호,,,발전업,2007-06-01,12월
주식회사 고려산기,"korea industrial machinery co.,ltd",고려산기, ,김종의,기타법인,184611-0017865,622-81-13885,경상남도 김해시 한림면 한림로343번길 33-9 (장방리) 고려산기, ,,태양력 발전업,1996-04-12,12월
고성그린파워 주식회사,Goseong Green Power,고성그린파워, ,임진규,기타법인,195011-0015995,612-81-49071,경상남도 고성군 하이면 하이로 34 (덕호리), ,,화력 발전업,2014-06-27,12월
고속도로태양광발전(주),Expressway Solar-light Power Generation Co. Ltd,고속도로태양광발전, ,김춘근,기타법인,120111-0607583,121-86-16327,"인천광역시 옹진군 영흥면 영흥남로293번길 52 (외리, 에너지파크)", ,,발전업,2012-04-13,12월
(주)고암태양광발전,-,고암태양광발전, ,"심상제, 엄달찬",기타법인,195111-0010240,608-81-65524,경상남도 창녕군 대합면 평지리 28-1,-,,전기업,2007-12-30,12월
(주)고원풍력발전 ,GOWON WIND POWER CORPORATION,고원풍력발전, ,박정규,기타법인,144811-0009456,222-81-29964,강원도 태백시 초막2길 3 (화전동), ,,기타 발전업,2013-04-24,12월
(주)고창솔라파크,"Gochang Solarpark co.,ltd",고창솔라파크, ,박현우,기타법인,110111-3601980,120-87-10292,전라북도 고창군 흥덕면 치룡리 100, ,,발전업,2007-01-17,12월
고흥그린솔라타운(주),GO Heung Green Solar Town Co.,고흥그린솔라타운, ,조명희,기타법인,204911-0008130,416-81-60162,전라남도 고흥군 도덕면 오마리 339-1, ,,발전업,2008-02-26,12월
고흥솔라파크 주식회사,"Goheung Solar Park Co., Ltd.",고흥솔라파크, ,김정구,기타법인,131111-0386465,144-81-31705,전라북도 고창군 흥덕면 부안로 148, ,,발전업,2014-10-30,12월
고흥신에너지 주식회사,GOHEUNGSINENERGY,고흥신에너지, ,"손홍철, 한민수",기타법인,204911-0015953,681-81-00851,전라남도 고흥군 포두면 팔영로 431 (송산리) 2층, ,,태양력 발전업,2017-10-24,12월
고흥에너지 주식회사,"Goheung Energy Co,, Ltd",고흥에너지, ,김상준,기타법인,204911-0019327,817-86-01639,"전라남도 고흥군 포두면 우주로 605-1 (길두리, 사무소)",ghe3600@naver.com,,태양력 발전업,2020-03-31,12월
고흥에너지홀딩스 주식회사,"Goheung Energy Holdings Co., Ltd.",고흥에너지홀딩스, ,김선웅,기타법인,110111-8982038,185-86-03355,"서울특별시 강남구 테헤란로77길 11-18 (삼성동, 스마트빌딩) 6층", ,,태양력 발전업,2024-06-26,12월
고흥큐파워솔라팜1호,"Goheung Q Power Solarfarm 1 Co., Ltd.",고흥큐파워솔라팜1호, ,이동훈,기타법인,205411-0035265,291-81-02087,"경기도 수원시 팔달구 권광로 199 (인계동, 세영빌딩) 3층", ,,발전업,2021-07-23,12월
골든루트태양광발전 주식회사,goldenroot solar co.,골든루트태양광발전, ,김장면,기타법인,195511-0148316,615-81-92470,경상남도 김해시 주촌면 농소리 226-3, ,,발전업,2012-06-01,12월
주식회사 광명그린에너지,"Gwangmyeong Green Energy Co.,Ltd",광명그린에너지, ,김주일,기타법인,110111-5867019,779-86-00245,서울특별시 영등포구 국제금융로6길 42 (여의도동), ,,화력 발전업,2015-10-15,12월
광명태양광 주식회사,bright solar.ltd,광명태양광, ,유양우,기타법인,110111-5334430,230-81-04800,"서울특별시 송파구 오금로 189 (방이동, (주)광명전기사옥 6층)", ,,태양력 발전업,2014-02-07,12월
주식회사 광석태양광발전소,"GWANG SEOK SOLAR POWER STATION CO.,LTD",광석태양광발전소, ,박연진,기타법인,204911-0007926,416-81-60099,전라남도 고흥군 도화면 가화리 556, ,,발전업,2007-12-21,12월
광양그린에너지 주식회사,"Gwangyang Green Energy Co., Ltd.",광양그린에너지, ,이용희,기타법인,110111-5875228,469-81-00270,전라남도 광양시 광양읍 서천2길 21 (칠성리) 2층, ,,화력 발전업,2015-10-29,12월
주식회사 광양에너지,GWANGYANG ENERGY,광양에너지, ,유새아,기타법인,204611-0053149,834-86-00765,전라남도 광양시 봉강면 성불로 678-21 구서리 산 14, ,,전기업,2017-06-09,12월
주식회사 광온그린태양광발전소,Gwangongreen solar,광온그린태양광발전소, ,이지은,기타법인,205911-0040892,467-88-01520,전라남도 장성군 동화면 전자농공단지길 32 (남평리), ,,태양력 발전업,2019-04-24,12월
주식회사 광전사,"Gwanggeonsa Co., LTD",광전사, ,오형석,기타법인,205811-0015201,410-87-03165,전라남도 영광군 영광읍 물무로6길 9 (교촌리), ,,태양력 발전업,2014-08-21,12월
광진쏠라 주식회사,"GWANGJIN SOLAR Co., Ltd.",광진쏠라, ,채호중,기타법인,200111-0436307,623-81-00156,광주광역시 북구 자동차로 20 (임동) 1층, ,,태양력 발전업,2015-07-28,12월
주식회사 광호,GWANG HO,광호, ,박희채,기타법인,180111-0946541,617-86-24560,"부산광역시 남구 용호로 64 8층 (용호동, 중앙해수월드)", ,,태양력 발전업,2015-01-01,12월
구래주민풍력 주식회사,GURAEJUMINPUNGNYEOK,구래주민풍력, ,김석면,기타법인,141411-0015149,529-87-01743,강원특별자치도 영월군 상동읍 태백산로 3246 101호, ,,기타 발전업,2020-01-22,12월
주식회사 구미그린에너지,"Gumi Green Energy.Co.,Ltd.",구미그린에너지, ,황병소,기타법인,176011-0113627,584-86-00711,경상북도 구미시 1공단로7길 86-1 (공단동), ,,발전업,2017-04-05,12월
구미에너파크 주식회사,"Gumi EnerPark Co.,Ltd.",구미에너파크, ,유재욱,기타법인,176011-0127743,284-88-01129,경상북도 구미시 신시로 75-1 (형곡동) 동우빌딩 3층, ,,화력 발전업,2018-12-28,12월
주식회사 구미오창태양광발전,"Gumiochang photovoltaic co.,Ltd",구미오창태양광발전, ,방관수,기타법인,176011-0076370,513-81-69289,경상북도 구미시 공단동 77 엘지전자 3공장, ,,발전업,2012-04-30,12월
군산도시가스(주),Gunsan Citygas Corporation,군산도시가스, ,윤인식,기타법인,211111-0003418,401-81-03946,"전라북도 군산시 해망로 178 (장미동, 근로복지공단) 군산도시가스",www.gunsancity.co.kr,,연료용 가스 제조 및 배관공급업,1990-01-06,12월
군산바이오에너지 주식회사,"Gunsan Bio Energy Co., Ltd",군산바이오에너지, ,양경호,기타법인,211111-0043670,599-86-00014,전라북도 군산시 월명로 215 203호(수송동),www.jbbioenergy.co.kr/,,화력 발전업,2015-04-02,12월
군산육상태양광 주식회사,Gunsan Land Solar Co. Ltd,군산육상태양광, ,서지만,기타법인,211111-0063454,411-81-92510,전라북도 군산시 궁포3로 5 (조촌동) 성보빌딩 501호, ,,태양력 발전업,2020-09-29,12월
군위솔라테크(주),"Gunwi Solar Tech Co.,Ltd",군위솔라테크, ,신인수,기타법인,174311-0005672,508-81-21492,경상북도 군위군 소보면 내의리 807-7, ,,전기업,2007-05-09,12월
군장에너지주식회사,"Gunjang Energy co., Ltd.",군장에너지, ,박준영,기타법인,211111-0014332,401-81-20998,전라북도 군산시 임해로 333, ,,발전업,2001-11-01,12월
군장열병합발전 주식회사,GUNJANG Cogeneration Corporation,군장열병합발전, ,진영대,기타법인,110111-3780932,104-86-11098,전라북도 군산시 비응도동 31번지, ,,발전업,2007-11-02,12월
굴업풍력개발 주식회사,Gulup Wind Power Development Corp.,굴업풍력개발, ,박영훈,기타법인,120111-1196064,741-86-02568,"인천광역시 연수구 센트럴로 263 (송도동, 송도국제업무단지C8-2블럭업무복합시설)", ,,전기 판매업,2021-12-02,12월
(주)귀뚜라미에너지,"Kiturami Energy Co., Ltd ",귀뚜라미에너지, ,"최성환, 이명호",기타법인,110111-0385199,113-81-04145,서울특별시 구로구 경인로46길 51 고척동66-12,www.kituramienergy.co.kr,,연료용 가스 제조 및 배관공급업,1984-11-21,12월
주식회사그린나래에너지,"Green Nare Energy Co.,Ltd",그린나래에너지, ,위재성,기타법인,110111-5473634,114-87-19420,"광주광역시 북구 양산제로 51-6 2층 (연제동, 태성빌딩)", ,,발전업,2014-07-28,12월
(주)그린사이언스파워,"GREENSCIENCE POWER Co.,ltd",그린사이언스파워, ,이봉주,기타법인,144811-0010057,222-81-32101,강원도 태백시 동태백로 363 철암동 374-4, ,,화력 발전업,2014-07-22,12월
주식회사 그린솔라,"Green Sola Co.,Ltd",그린솔라, ,허훈,기타법인,170111-0294215,502-81-81809,전라남도 함평군 대동면 상옥리, ,,"전기, 가스, 증기 및 공기조절 공급업",2006-01-01,12월
주식회사 그린솔라에너지,greensolar Co. Ltd.,그린솔라에너지, ,장종민,기타법인,180111-1373868,335-87-02114,"부산광역시 중구 충장대로9번길 46 (중앙동4가, 한진해운빌딩), 8층", ,,태양력 발전업,2021-07-02,12월
주식회사 그린수소에너지,"G.H.E Co.,Ltd",그린수소에너지, ,조동희,기타법인,135811-0369801,180-87-01290,"경기도 수원시 권선구 경수대로 349 ,2층(권선동)",www.k-h-e.kr,,연료용 가스 제조 및 배관공급업,2019-06-25,12월
주식회사 그린아이씨티,GreenICT,그린아이씨티, ,고복연,기타법인,205511-0059940,414-88-01166,전라남도 나주시 남평읍 풍림죽림길 38 (풍림리), ,,태양력 발전업,2019-01-08,12월
그린에너지발전 주식회사,"Green Energy Power Co.,Ltd",그린에너지발전, ,이상득,기타법인,110111-6413100,185-86-00794,강원도 태백시 천제단길 13 1층 (소도동), ,,기타 발전업,2017-05-26,12월
주식회사 그린에너지영광,Green Energy Yeonggwang Inc.,그린에너지영광, ,도진현,기타법인,205811-0026000,850-86-02523,"경기도 용인시 수지구 광교중앙로 338 비동 916-052호 (상현동, 광교우미뉴브)", ,,태양력 발전업,2021-12-24,12월
그린에어(주),"Green Air Co., Ltd.",그린에어, ,"김태영, 한선욱",기타법인,165011-0026005,311-81-29702,충청남도 당진시 송산면 북부산업로 1526 현대제철B지구 산소공장, ,,연료용 가스 제조 및 배관공급업,2008-12-18,12월
주식회사 그린영암에너지,Co. greenyungamenergy,그린영암에너지, ,김남길,기타법인,205911-0018592,409-86-47996,전라남도 장성군 동화면 전자농공단지길 32 (남평리), ,,태양력 발전업,2012-02-28,12월
그린퓨처 주식회사,Green Future Ltd.,그린퓨처, ,양성욱,기타법인,110111-4093938,105-87-31283,서울특별시 마포구 공덕동 257-3 국민서관빌딩 3층 302호, ,,발전업,2009-05-13,12월
주식회사 금산태양광발전소,gumsan,금산태양광발전소, ,김춘학,기타법인,201111-0033821,411-81-70286,전라남도 신안군 안좌면 안좌동부길 484-12 (금산리), ,,발전업,2011-10-12,12월
금성산풍력발전 주식회사,Geumsungsan Wind Power Corporation,금성산풍력발전, ,정연수,기타법인,110111-5711000,603-86-00138,전라남도 화순군 춘양면 변천길 313-64 (가동리), ,,풍력 발전업,2015-04-30,12월
(주)금오에너지,"Kumohenergy co., ltd.",금오에너지, ,윤정택,기타법인,205911-0024713,598-87-00167,"광주광역시 북구 서강로 150 (운암동, 남양휴튼) 101동 1303호", ,,태양력 발전업,2015-11-23,12월
금오자원개발(주),KUMOHSAN,금오자원개발, ,김태수,기타법인,195011-0006118,612-81-24110,경상남도 창녕군 영산면 신제리 62, ,,화력 발전업,2006-01-30,12월
금평전력(주),KUM PYUNG POWER CO,금평전력, ,조명희,기타법인,200111-0228506,410-86-04610,전라남도 영암군 시종면 신학리 1340번지, ,,전기업,2006-07-20,12월
금화씨앤이 주식회사,geumhwa c&e,금화씨앤이, ,육상윤,기타법인,110111-2193029,220-86-08046,경기도 성남시 중원구 둔촌대로466번길 8 금화씨앤이빌딩(상대원동),www.geumhwacne.co.kr,,전기업,2001-03-15,12월
주식회사 기가에너지파트너스,"Giga Energy Partners Co., Ltd.",기가에너지파트너스, ,김봉주,기타법인,110111-8071485,859-88-02295,"서울특별시 종로구 종로1길 50 (중학동, 더케이트윈타워) A동 9층", ,,태양력 발전업,2021-10-28,12월
(주)기선,solar energy & system,기선, ,한광현,기타법인,191111-0034509,609-81-86653,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크) 테크동 1007,1008호",www.solarens.kr,,발전업,2009-01-23,12월
(주)길쌈에너지,Gilssam energy,길쌈에너지, ,서재필,기타법인,160111-0339047,314-86-46097,대전광역시 서구 도산로 158 402호(변동), ,,발전업,2013-01-11,12월
김천에너빅스주식회사,"Gimcheon Enervix Co.,Ltd.",김천에너빅스, ,이중영,기타법인,171311-0016391,510-81-19835,경상북도 김천시 어모면 옥계리 산103, ,,발전업,2008-01-18,12월
김천에너지서비스주식회사,"Gimcheon energy service Co.,Ltd.",김천에너지서비스, ,임락근,기타법인,171311-0019238,510-81-23455,경상북도 김천시 공단4길 118-10,-,,"증기, 냉ㆍ온수 및 공기조절 공급업",2009-12-14,12월
김천풍력발전주식회사,"Gimcheon Wind Power Co., Ltd.",김천풍력발전, ,김양곤,기타법인,110111-3386798,120-86-92303,"서울특별시 강남구 테헤란로 422 (대치동, KT선릉타워East) 11층", ,,풍력 발전업,2006-01-26,12월
나래에너지서비스 주식회사,Narae Energy Service Co.,나래에너지서비스, ,"김명윤, 류진숙",기타법인,110111-4926006,101-86-73756,경기도 하남시 위례대로4길 29 나래에너지서비스, ,,"증기, 냉ㆍ온수 및 공기조절 공급업",2012-07-25,12월
나래에너지서비스 주식회사,"Narae Energy Service Co.,Ltd.",나래에너지서비스, ,"유범희, 김달곤",기타법인,135711-0092181,126-86-59637,경기도 하남시 위례대로4길 29 (학암동),-,,"증기, 냉ㆍ온수 및 공기조절 공급업",2012-11-22,12월
주식회사 나전솔라,Co. najeonsolar,나전솔라, ,"나상태, 전정란",기타법인,160111-0360547,314-86-60390,충청북도 청주시 서원구 남이면 대림로 334-25 (석판리)3층 301호, ,,태양력 발전업,2013-12-04,12월
나주호배꽃품은햇빛발전소 주식회사,najusolarpower,나주호배꽃품은햇빛발전소, ,김정용,기타법인,205511-0090811,430-87-03252,전라남도 나주시 배멧1길 46 (빛가람동) 1동 303호, ,,태양력 발전업,2024-08-27,12월
(주)나투라파워,NATURA POWER,나투라파워, ,"박건표, 정승훈",기타법인,211111-0023276,401-81-32534,전라북도 군산시 조촌동 5-3, ,,발전업,2007-10-23,12월
낙월블루하트 주식회사,"NAKWOL BLUEHEART Co., Ltd.",낙월블루하트, ,강현재,기타법인,205811-0025416,871-86-02215,전라남도 영광군 홍농읍 가마미로 137 (칠곡리), ,,기타 발전업,2021-07-15,12월
남도풍력발전 주식회사,"Namdo Wind Power Co., Ltd.",남도풍력발전, ,박근식,기타법인,200111-0426902,386-87-01049,광주광역시 광산구 장신로 140 501호(수완동), ,,기타 발전업,2018-05-01,12월
주식회사 남양주열병합,"Namyangju Combined Heat and Power Co.,Ltd",남양주열병합, ,문제중,기타법인,284111-0432066,537-86-03070,경기도 남양주시 다산순환로 20 (다산동) 10층 에이에이 10-046~049호, ,,"증기, 냉ㆍ온수 및 공기조절 공급업",2023-12-19,12월
주식회사 남원사랑발전소,주식회사 남원사랑발전소,남원사랑발전소, ,한순종,기타법인,110111-3850181,113-86-20010,서울특별시 종로구 인사동 194-27 태화빌딩 11층, ,,발전업,2008-02-28,12월
주식회사 남정수상태양광운영,Namjung Water Solar,남정수상태양광운영, ,정회걸,기타법인,200111-0544605,196-86-01319,광주광역시 서구 상무누리로 57-6 (치평동), ,,기타 발전업,2018-11-01,12월
남해에너지개발(주),namhai energy development,남해에너지개발, ,김형석,기타법인,200111-0214505,408-81-67408,전라남도 강진군 신전면 백도로 1241-16 (용월리), ,,발전업,2005-08-24,12월
(주)내추럴오투피아 ,natureottopia,내추럴오투피아, ,윤정택,기타법인,110111-4751437,220-88-29521,경기도 이천시 대월면 대월로932번길 94 (초지리), ,,발전업,2012-07-30,12월
내포그린에너지 주식회사,Naepo Green Energy,내포그린에너지, ,김태완,기타법인,164911-0020901,311-81-48427,충청남도 예산군 삽교읍 홍예로 390 (목리)114-9,npge.co.kr,,"증기, 냉ㆍ온수 및 공기조절 공급업",2014-05-01,12월
넥스트리뉴어블스솔루션,"Next Renewables Solution Co., Ltd.",넥스트리뉴어블스솔루션, ,김기환,기타법인,110111-8749694,522-81-02905,"서울특별시 송파구 법원로 128 (문정동, 문정역SKV1), 에이동 7층 706호", ,,발전업,2023-09-20,12월
(주)넥스포쏠라,Nexpo Solar,넥스포쏠라, ,김정호,기타법인,131111-0493434,117-86-00525,강원도 정선군 신동읍 곰봉길 120, ,,태양력 발전업,2017-09-11,12월
(주)넥스포에너지,Nexpo Energy,넥스포에너지, ,김정호,기타법인,131111-0493426,441-86-00942,강원도 정선군 신동읍 곰봉길 120, ,,태양력 발전업,2017-09-11,12월
주식회사 노랑에너지,"Norang Energy Co., Ltd.",노랑에너지, ,윤선우,기타법인,204611-0048736,698-87-00259,전라남도 광양시 마장1길 5-18 (중동), ,,기타 발전업,2016-03-30,12월
